,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.365985062772135,0,0.0364209926560802,0,0,-0.00883988416816217,0,0,0.0611235361312699,0,0,0,0.109187900242543,0,0.159255707023382,0,0,0,0,0,0,0,0.116384761358036,0,0,0,0,0,0,0.059249223947116,0,0,0,0,0,0,0,0,0,0,0,0,0.000414143514170504,0,0,0,-0.14599129009446,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14202131204688,0,0,0,0.471528902483872,0,0,0,0,0,0,0,0,0,0,0.0421687064153563,0,0.00680001659692748,0,1.73472347597681e-18,0.0511722105079974,0,0.0762788436252664,0,0,0,0,0,0,0.0634519064264163,0,0,0,0,0,0,-0.124069054765203
X601939.CH.EQUITY,0,0,0,0,0.675047068485342,0,0,0,0,0,0,0.235503353917199,0,-0.0214206781887462,0.0998385035924371,0,0,0,8.67361737988404e-19,0.0495536143154638,0,0,0,0.0240403172329831,0,0,0.00196266926059789,0,0,0,0,0,0,0,0,0.00518976029487814,0,0,0,0,0,0.0678247355153512,0,0,0,0,0,0,0,0,0,0.0313470018668936
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0,0
X601288.CH.EQUITY,0.170875619855206,0,0.834328686721305,0,0,0,0,-0.0795553708881481,0,0,0,0,0,0,0,0,0.0206516430608599,0,0,0,0.0238741500247377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706686666562381,0,0,0,-0.0119322424013545,0.00953355212017338,-0.172984775989182,0,0,0,0,0,0,0,0,0,-0.00525715762979813,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,1.38777878078145e-17,0.142475728268225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105204943085862,0.00190856600367303,0,0,0,0,0,0,-0.00832952479085296,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311346793749856,-0.059408162833116,0,0,0,-0.0932425323496597,0.908897892357548,0,-0.0903187086984643,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.175139137751739,0,0,0,0.0201132697464387,0,0,0,0,0,0,0,0.25175762765023,0,0,0,0.0991598948332665,0,0,0,-0.0806506783699237,0,0,0,0,0,0,0.0536359754504086,0.0664565694575073,0,0,0,0,0.11300750768332,0.131875465536531,0,0,0,0.0411226650630453,0,0,0,-0.0988225675247715
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.25188976669996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637605432026372,0.365411209421642,0.023445210285681,0.112889753375857,0,0,0,0,-0.0650880279152696,0,0,0.08467643531603,0,0,0,0,0.147016779864053,0.323230603296761,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.117019639653594,0,0.163560057743858,0,0,0,0.0311100681419718,0,0,0,0,0,0,0,0,0,0,0,0,0.125387230347738,0.233620519536573,0.028403490337259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118535179166474,0.287591328873782,0,-0.309189543353591,0,0,0.0212222902644042,0,0,0.156076801498335,0,0,0,0,0
