,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.128512733159364,0,0,0,0,0,0,-0.151518592188406,0,0,0,0,0,0,0,0,0,0,-0.104337548757822,0,0.074476058719813,0.443775841507054,0,0.526277067133619,-0.142333831999106,0,-0.0188326341304865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0160237261461781,0,0,0,0,0,-0.0184478643750136,0,0,0.0184391689748458,0,0.0289785259380249,0,0,0,0.520695026005113,0,0,0,0,0,0,0,0,0,0.125892978672027,0,0,0,0,0,0,0.0689854670231589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0595510591769214,0,0.788130988293743,0,0,0,0.0117814741075525,0,0.0532338943327763,0.0522325038717111,-0.0184919218617978,-0.0474274645024224,0.0121693198255802,0,0,0.0782167570057222,0,0,0,0,0,0,0,0.0258528315756698,0,0,0,0,0,0,0,0,0,0,0,0,0.102007042094976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546098369312355
X601288.CH.EQUITY,0.0204352497875345,0,0.979459629439706,0,-0.0116639835329728,0,0,-0.0638049100505978,0,0.021038284970359,0,0,0,0,0,0,0,0,0,0,0.000730812316886615,0,0,0,0.048945286408032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190556412774982,0,-0.0453046772100064,0,0,0,0,0.0613619150411918,0,0,0,0,-0.11236760519262,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0847886970832493,0.223839360055294,-0.0688644034204913,0.353475979695657,0,0,0,0,0,0,0.339684637543575,0,0,-1.73472347597681e-18,0,0,-0.0910506885562543,0,0,0,0,0,0.026518711549702,0,0,0,0,0,0,0.214709572367724,0,0,0,0,0,0,0,0.17822505332144,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.3307032121847,0,0,0,0,0.0476154599149596,0,0,0,0,0,0,0,0.0680484347476945,0.110228661491869,0,0,0,0,0,0,0.0737393349781527,0,0,0,0.144489056899373,0.120393255629863,0,0,0.0161562355769112,0,0,0,0,0,0,0,0,0,0,0,0.0512037780638954,0,0,0.0356097466847274,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0640120924567341,0,0.0101240386711363,0,0,-0.0562960267952554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722739023459074,0,0,0,0,0,0,0,0,0,-0.0247911727551238,0,0,0,0,0,0,0,0,0,0,0,-0.134322832130902,0,0.997972307358319,-1.73472347597681e-18,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0283072418373715,0.201353852030446,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.295040051692267,0,0,0,0,0.0609954090156124,0,0,0,0,0.135552880551032,0,0,0,0.0311967761894998,0,0.152174417813056,0,0,0.023055085565165,0,0.0594517622586948,0,-0.0234309010897974,0,-6.93889390390723e-18,0,0.169148939485634,0,-0.0526606046765009
X5.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0,0,-0.0140746277560144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202329193804847,0,0.368065084513474,-0.174957144015167,0,0,0,0,0,0,0,0,0,0.0236207350775438,0,0,0,0,0.294859432637926,0.0496368547024158,0,0,0,0,-0.304077878379896,0.184485466480165,0.0498784279112034
X388.HK.EQUITY,-0.0701555013006769,0,0,0,0.241598842964428,0,0,0.0177076314328565,0,0,0,0,0,0,0,0.20878962604002,-0.0398054281226477,0,0,0,0.156821319128534,0,0.233911382629843,0,-0.103284390077315,0,0.39641871205423,0,0,0,0.0936366639243896,0,0.206023660405349,0,0,0,0,0,0,0,-0.0670316806390602,0.157786344967805,-0.196574245979498,-0.0687695444696934,-0.226166501177457,0,0,-0.147359799871038,0,0,0,0
