,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0871157848634343,0,0.394165924398715,0,0,0.101980376305209,0,0.109070352306824,0,0,0,0,0,0,0.189524409107285,0,0,0,-0.0718671497072021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872242863522992,0,0,0,0,0,0,0,0,0,0,0,0.0661936160218579,0,0,0
X601939.CH.EQUITY,0.223563271681948,0,0,0.0350013318482302,0.0743344855263448,0,0,0,0,0,0,0.06953293712056,0,0.334372670910884,0,0.206723998406935,0,0,0,0,0,0,0,-0.0515010547454299,0,-0.0868012073021902,0,0,0,0,0,0.0636873797476141,0,0.0262584923147819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.356457681756949,0.0304058775236743,0,0,0.354628458701424,0,0,0,0,0,0.114615639917719,0,0,0,0,0.0484966695916303,0,0.0511618178720417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121935644344539,0,-0.0345156374191613
X601988.CH.EQUITY,0,0,0,0.271858269741468,0,0,0,0,0,0,0,0,0,0.0883179965710731,0,0.100902778476173,0,0,0,0,0.268027834824169,0,0,0,0.00321569682123082,0,0,0,0,0,0.0383843437072923,0.0509567107981536,0,0,0.122825462960978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.141576682750634,0,0,0,0,0.271838818573699,0,0,0,0,0,4.33680868994202e-19,0.231693211806739,0,0,-0.150614729513917,0,0,0,0.146779402516516,0,0,0,0,0,0,0,0,0,0.209506231331319,0,0,0,0,0,0,0,0,0.140024125025971,-0.00869327464617108
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184960571726451,0,0,0,0,0,0,0,0,0,0,0,0.207062972431903,0,0.130950359688537,0,0,0,0.096133492233611,0,0,0,0.0762483125958029,0,0,0,0,0.147010022530376,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.00525338769759925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.558813572897154,0,0,0,0.33073534117632,0,-0.0586216876025651,0,1.24452555934111,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.287329497788593,0,0,0,0,0,0,0,0,0,0.212483732331961,0,0,0,0.0278658973176716,0,0,0.0865644118888298,0,0,0,0,0,0.0756638405321103,0,0,0,0.0451991690337541,0,0,0,0.00427190588937263,0,0.0829342296900045,0,0,0,0,0.0587894312949082,0,0,0.117610399074641,0,0,0.0854901860078696,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0835780597559988,0,0,0.137067991693495,0,0,0,0,0,0,0.0387019596830867,-0.058716268478325,0.00919447551058598,0,0,0,0,0,0,0,0.0154124708677551,0,0,0,0,0,0.337800606947396,0,0,0,0,0,0,0,0.0708422740241009,0,0,0,0,0,1.38777878078145e-17,0.321060898282838,0,0,0,0,0.0606838022224303,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038658947913593,0.563209595937468,0,0.0936348092346768,0,0,0,0,0,0.128126615672127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.177659870071525,0,0,0,0,0,0.0112665650365148,0,0,0,0.380915249078778,0,0,0,0.0706062326995564,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.257320158440258,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121422063776932,0,0,0.314723977553689,0,0,0,0,0,0.00160229464278544,0,0.11950983519852,0,0,0.255505084791952,0,0.0816149352313427,0,0,0,0
X000001.CH.EQUITY,0,0.272895904397802,0,0,0,0,0.137428566550069,0,0,0,0,0.102940355956018,0,0,0,0,0,0.0736935284887369,0,0,0,0,0,0.0310268590866012,0,0,0,0,0,0.0259755391725144,0,0,0,0.0893413555180675,0,0,0,0,0,0.117768355474004,0,0,0.107385628539059,0,0,0,0,0,0.0427588638260221,0,0,0
X16.HK.EQUITY,0,0,0,0.0676828301289126,0,0,0,0,0.0958076342709216,-0.0140013876405064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00880950114612338,0.51342081453825,0,0.274595656854303,0.00657319077708722,0,0,0,0,0,0,0,0.0161629758007766,0,0,0,0,0.0610033216257666
X388.HK.EQUITY,0,0,0,0.0353576752846538,0.0871813391194855,0,0,0.064720610904238,0.191259947823512,0,0,0,0,0,0,0.151037678891613,0.0469538899115846,0,0,0,0,0,0.0341378810435447,0,0,0,0,0,0,0,0,0,0,0.0671588825377694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285844046411803,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.308250332018217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216464892992754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368076686582814,0,0.0448866148837688,0,0,0.135775003645125,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0500035987816118,0.174783818785549,0,0,0,0.119814077363546,0,0,0,0.0387438434195982,0,0,0,0,0,0,0,0,0,0,0.495743804685425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122433619834039,0,0,0,0,0,0,0,0,0,0
