,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0731941276421569,0,0,0,-0.0348761314604303,0,0,0,0,0,0,0,0,0.350182177067625,0,-0.108533109988894,0,0,0,0,0,-0.0702694990691261,0,0,0,0,0,0,0,0,0,0.685572072854995,0,0,0,0,-0.0412885617257365,0,0,0,0,-0.0509189026781647,-0.0368894549808656,0.100620445301762
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0
X601939.CH.EQUITY,0.342412161369687,0,0,0,0,0,0,0,0,0.0278434888053841,0,0,0,-0.0759812559980876,0,0,0,0.0945364350535488,0,0,0,0,0.112845839598439,0,0,0,-0.360958994414207,0,0,0,0,0,-0.0840873968414863,0,-0.0294988710364629,0,0,0,0.0887517682894925,1.73472347597681e-18,0.691958260250015,0,0,0,-0.0988614139695765,0,0,0,0,0,-0.0987313747883499
X601288.CH.EQUITY,0,0,0,0,-0.185287697978627,0,0,0,0.149619393460621,0.00891217133731567,0.443253159598215,0,0,0.148862875982642,-0.120202306510302,0,0,0,0,0,-0.125174661959394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733148667690772
X5.HK.EQUITY,0,0,0,0,0,0.146974782862912,0,0.213112563015416,0,0,0.113426861494598,0,-0.00367876725013923,0.214578378787124,0,0,0,0.0738783069503718,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0216345919642229,-0.168530057753609,0,0,0,0,0,0,0,0,0,0.129650440587158,0.0970978938780234,0,0,0,0,0,0,-0.0966335156564088,0,0,0.154727033137377,0,0
X601988.CH.EQUITY,0,0,0,-0.0446143474649921,0.371126041186099,0,0,0,0,0,0,0,0,0.0448568740089866,0.0268602475258535,0,0,0.0517469819297358,0,0,-0.15932006105237,0,0,0,0.281725481268089,0,0,0,0,0,0,-0.359850097056302,0,0,0,0,0,0,0,0,0,0,0,0,0.0264396430257362,0.109250452789101,0,0,0,0,0.00545639639093567
X600036.CH.EQUITY,0,0.124758867563996,0,0,0,0,0,0,0,0.479867747497688,0,0,0,0,0,0,0,0,0,0,0.220869763507235,0,0,0,0,0,0,0,0.120864514852061,0,0,0,0,-0.224117476003895,0,0,-0.139525153668378,0,0,0,0,0,0,0.218068692373469,0,-0.0136163118440972,0,0,0,0,-0.00566469010575358
X1299.HK.EQUITY,0,0,0,0,0.225676020542301,0,0,0,0,0,0,0,0,0,0,0,0,0.120020031989657,0,0,0,0,0,0,0,0,0.182750846045679,0.0230818621734667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121861638330342,-0.123258699338961,0,0,0.136537404528768,0,0,0.116707133790619
X601628.CH.EQUITY,0,0.0844949250926263,0.0279068232501288,0.0798576235797407,0,0,0,0,0,0,0,-0.0690904905349463,0,0,-0.00306978972471428,0,0.325284205316786,0,0,0.0248819154757478,0,0,0,0,0.10865446998837,0,0,0,0,0,0,0,0,0,0.196733891082882,0.0514057211249096,0,0,0,0,0,0.204760787153972,0,0,0.0869650181602892,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.694430860411324,0,0,0,0,0,0,0,0,0.088339967114192,0,0.0234067380982647,0,0,0.180509006237379,0,0,0,0,0,0.119428301533811,0,0,0,0,0,0,0,0,0,0,-0.0808881978977577,0,0,0,0.0290309455455691,0,0,0,-0.237979735549648,0,0,0,0,0
