,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.345425499917429,0.0736808053100078,0.0686850708025079,0.0482001603270392,0,0,0,0,0,0.239694478945406,0,0,0,0,0,0,0,0,0,0,-0.0036506747861427,0,-0.0308135056491728,0,0.0311433343203372,0,0,0,0.00351521830207863,0,0,0,0,0,0,0,0,0,0,0,-0.00588961832823801,0,0.0427234156717807,0,0,0,0,0,0,0.155544301485004,0
X601939.CH.EQUITY,0.455172874629567,0,0,0.0736881269773805,0,0,0,0,0,0,0,0,0,0.190082738217523,-0.131435932349735,0,0,0,0,0,0,0,0,0,0,0.272957109119038,0,0,0,0,-0.049325644056685,0,0,0,0,0,-0.0232350082283911,0,0,0,0,0,0,0,0,0,0,0.163918372187508,0,0,-0.0542767801465197,0
X601318.CH.EQUITY,0,0,0,0,0.196097716818266,0.241084146899272,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146829793517214,0,0,0,0,0.0687578452425491,0,0.0254609687085,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296143643891411,0.0954190933917153,0,0,0.174332789825868,0,0,0,0,0,0,0,0,0.18963770578934,0,0,0,0,-3.46944695195361e-18,0.0454152228896441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120907745697279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0965303332352741,0.456598068626355,0,0,0,0,0,0.321856674982469,0,0,0,0,0,0.156421138712074,0,0.0856752124602213,0,0,0,0.0967253874293809,0,0,0,0,0,0.0924079680993156,0,0,0,0,0,0,0,0,-0.597300786637694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218252474266556
X600036.CH.EQUITY,0,0.0258818494638138,0,0,0,0,0,0,0.0530240924997968,0,0,0,0.146343108460436,0,0,0,0,0.0511855527891649,0,0.0276718986500008,0,0,0.153394851592084,0,0,0,0,0,0,0,0,0.357222534312072,0,0,0,0,0,0,0,0,0.0581784270347419,0,0.0406962879580631,0.187013164608221,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0889708743428705,0,0.149547628889709,0,0,0.150096568981599,0,0,0.241805603802521,0,0,0,0,0.225893676032303,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.143424597419357,0,0,0,0,0,0,0,0,0,0,0,0.0548969166985279,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445256237212894,0,0,-0.0396931486828932,0,0,0,-0.382211601030398,0,0.612718687002676,0,0.0469919455718354,0.691209813806716,0,0,0.018226310898759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148817513032191,0,0.288577026191082,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0962358609713925,0,0,0,0,0,-0.0804724974342985,0,0,0,0,0,0,0,0,0,0,0.27940394723249,0.151654475438928,0,0,0,0,0,0,0,0,0.063782571427394,0,0,0,0,0,0,0,0.204216558763692,0,0,0,0,0,0,0,0,0,0.155986137003054,-0.0382380177054814
X601658.CH.Equity,0,0,0,0.0229284286466161,0.125239749726616,0,0,0,0,0,0,-0.126015951551768,0,0.207560900106211,0,0,0,0.225907561003558,0,0,0.0878257433812221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271072373034152,0.122905391339918,0,0,0,0,-0.0367655896769636,0,0,0,0,0,0,0,0,0,0
