,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.120475992916758,0,0,0,0,0,-0.0896593272413156,0,0,0,0,0,0,0,0,0,0,-0.0583344028049475,0,0,0.548907628882376,-0.16792518447988,0,0,0,0,0.372189234893429,0,0,0,-0.102119388102101,0,0,0,0,0,0,0,0,0,0.0783522523517364,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00690260033909509,0,0,0,0,0,0.213507276152531,0,0,0,0.419455194602398,0,0,0,0,0.0330881252034344,0,0,0,0,0,0.0869631893923574,0,0,0,0.26190595491687,0,0.06869075723462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121591445149579
X601939.CH.EQUITY,0,0,0,0.771504597174739,0,0,1.35525271560688e-20,0,0,0,0.101118527315726,0,0,0,0,0.111057087470347,0,0,0,0,0,0,0,0,0.0101064611874274,0,0,0.06633354346601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571262174589433
X601288.CH.EQUITY,0.0465285223935177,0,0.965522994621967,0,0,0.0331167168658685,0,-0.0646542253036073,0,0.0152920711610552,0,0,-0.0281530788993313,0,0,0,0.00413504572238216,0,0,0,0,0,0,0,0,0,0,0.0159757342090809,0,0,0,0,0,0,0,0,0,0,-0.00634462154837895,0,0.0148215541181383,-0.0606275876072657,0,0,0,0.0663928558785497,0,0,0,0,-0.130423804139477,0
X601628.CH.EQUITY,0,0.0363689318774025,0,0,0,0,0,0,-0.0763925618604521,0.246834963568807,0,0.24014951912935,0,0,0,0,0,0,0.292058928278156,0,0,0,0,0,0,0,0,-0.120723268285287,0,0,0.0261541735165515,0,0,0,0.214433428287458,0.0776157782565719,0,0,0,0,0,0,0,0,0,0.0953845613857383,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.348066971843053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175631123567466,0,0,0,0,0,0,0,0.198252970785322,0,0.0317152807918909,0,0,0,0,0,0,0,0,0.0622084528923638,0,0,0,0,0,0,0,0.0833789734166826,0,0,0,0,0.011362921440144,0,0
X601988.CH.EQUITY,0,0,1.38777878078145e-17,0.0691385876569749,0,0,0,0,-0.0269654855216802,-0.0729400921707198,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.00121534446111303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131356667612349,-0.0624335791547517,0,0.989430520934379,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.169459610363343,0,0,0,0.0605763231926754,0,0,0,0,0,0,0,0,0,0,0,0,0.31531508108125,-0.0473094220738836,0,0,0,0,0.0348655868535285,-0.0682006003126529,0,0,0,0,0,0,0.0407692544867654,0.0721184915833958,0,0,0,0,0.182547474365678,0.0430015285023754,0,0,0,0.150287725038745,0,0,0,-0.0960340859052058
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.155223531447944,0,0,0,-0.205536107913343,0,0,0,0,-0.204256160328347,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0584057788884014,0.433324345301114,0,-0.15209145438714,0,0,0,0,0,0.0662891634664236,0,0,0,0.352291557911511,0,0,0.183784174896431,0.360900565956871,0,0,0,0,0.327906981470014,0,0.0361338337916551
X388.HK.EQUITY,0,0,0,0,0.311860801627453,0,0,0,0,0,0,0,0,0,0,-0.285567368266432,0.139157020008736,0,0,0,0.249419890207394,0,0.310355623235695,0,0.25998279044334,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542698452547132,0,0,0.176721515447342,-0.152817624868051,-0.0677702735300774,0,0,0,0,-0.0801237583520817,0,0.07223687450528
X601658.CH.Equity,0,0,0.235902306892932,0.135106347497965,0,0,0,0.0432919455358203,0,-0.0345493706847513,0,0,0,0,0,0,0,0.0621302682440921,0,0.0347201109890936,0,0,0,0,0,0,0.131310133972679,0.0140241009033195,0,0,0,0,0,0,0,0,0,0,0,0.1232799735789,-0.0808867637946701,0,0,0,0,0,0.0708819864720082,0,0,0.0561807743586174,0,0
X600030.CH.EQUITY,0,0,0,0,0.0135341255066527,0,0,0,-0.00085429643917542,0.108395073549325,0,0,0.3305443360215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495035895441497,0,0,0.0758795361286932,0,0,0.181245848224977,0,0,0,-0.0567103738134139,0.145183201178132,0,0,0,0.219198969552076,0,0,0,0.0439664191719295
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.682452015516163,0,0,0.0610352456491885,0,0,0,-0.00782490907527424,-0.0644641302784622,0,0,0.0427500936573876,0,0,0,-0.015916526144002,0,0,0,0,-0.0203768546797489,0,0,0,0,0,0,0.164288354185284,0,0,0,0,0.00985887929638159,0,0,0,0,0,0,-0.0460286152711092,0
X601166.CH.EQUITY,0,0,0,0.0409571970026848,0,0.06071203376968,0.17748433228883,0,0,0,0,0,0,0,0,0.0401570112509159,0,0.0242735810749532,0,0,0,0.0707287710065157,0.0550911054456274,0.210848303862076,0,0,0.0201189069950263,0,0,0,0,0,0,0,0,0,0,0.114763733585142,0,0,0,0,0,0,0,0,0,0,0.291803260457582,0,0,0
X000002.CH.EQUITY,0,0,0.0545683436902357,0.0974257127437401,-0.210295670775181,0,0,0,0.282817630346281,0,0,0,0.32481376291056,0.150769781603049,0,0.0151273958173363,0,0,0,0.0240270554875821,0,0,0.0928826797796308,0,0,0,0,0,0,-0.22771608055594,0,0,0,0,0,0.0969160246550881,0,0,0,0,0,0,0,0,0,0.0264817142597228,0,0,0,0,0,0.018862508838051
