,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.238137649475415,0.0834050548115536,0,0,0.240475116760182,0,0,0.033348344888921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131377837016083,0,0,0,0.0692504770080773,0.0147060140464915,0,0,0.0535443206648532,0.0867434621996855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.157415356640221,0,0,0,0,0.0965221741826216,0,0,0,0.178557006612772,0,0.0576588698960729,0,0,0,0,0.306310042547726,0,0,0,0,0,0,0,0,0.0876150035316937,0,0,0,0,0,0,0.0118678795122018,0,0,0,0,0,0.0292712323483702,0,-0.044829886113024,0,0,0,0,0,0.104706288982379,0,-0.0685212878687207
X600036.CH.EQUITY,0,0.08573295542925,0,0,0,0.0673834265648655,0,0,0,0,0,0,0.0694428350927749,0,0,0,0,0,0,0,0,0,0,0,0.0937047642428982,0.103414128090727,0,0.151970140936204,0,0,0,0,0.120081262644404,0,0,0,0,0,-0.0544642406732307,0,0,0,0,0,0,0,0,0,-0.0516225694669799,0.283570122341284,0,0
X601939.CH.EQUITY,0.625276261777162,0.170573411512115,0,0,0,0,0,0,0,0,0.0632092272140822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938645189193204,0,0,0,0,0,0,0,0,0,0,0.174584412265162,0,0,0,0,0,0,0,0,0,0,0.0952612556259234,0.00539568564867951,0
X601288.CH.EQUITY,0,0,0,0.181468532439553,0,0,0,0.453654285408415,0,0,0,0.0267463554129588,0,0,0,0,0,0,0,0,0,0,0,0,0.0479025653949155,0,0,0.0630974779325943,0,0,0,0,0.0730760222313175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578302667536979
X1299.HK.EQUITY,0,0,0,0,-0.0538868094806812,0,0,-0.0692908058461923,0,0.187652167784805,0,0,-0.00235883409815976,0.0505922337572231,0,0,0,0,0,0,0,0,0,0.124215060881403,0,0,0,0,0,0,0,0,0.0825199824336531,0.0152816555794897,0,0,0,0.00843289906705279,0,0.172365894231844,0.156935249734809,0,0.0906619312259992,0,0,0,0,0.298950080339159,0,0,-0.106953780361275,0
X601628.CH.EQUITY,0,0,-0.137434478170764,0,0,0,0,0,0,0.095271339201441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490910252943214,0.104142618507932,0,0,0,-0.040899536907559,0,-0.0797491704973094,0,0,0.381832052647248,6.93889390390723e-18,0,0.395459923777293,0,0,0,0,0,0.0445373329767582,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0153233446004491,0,0,0,0.555224291514127,0,0,0,0,0,0,0,-0.11358048602234,0,0,0,0,0.196477931137172,0,0,0,0,0,0,0,0,0,0,0.00741308962533461,0,0,0,-0.142830612131936,0,0,0.0443078025561513,0,0,0,0,0.0670077424686847,0,0,0,0,0.0794995145043185,0,0,0,0,0,0
X5.HK.EQUITY,0,0.240432034007602,0,0.0326753569085941,0,0,0,0,0,-0.121696127168002,0.0379113839358809,0.0831333686536573,0,0,0,0,0,0,0,0,0,0,0,0.292850362006627,0,0,0.144886878451224,0,0,0,0,0,0.049080903305313,0.0608717463357511,0,0,0,0,0.226753811264512,0,0,0,0,0,0,0,0.0436227377685796,0,0,0,0.0583227473132613,0
X388.HK.EQUITY,0,0,0,-0.192534811061862,0,0,-0.0267091824734537,0,0,0,0,0,0,0,0,0,0.0977562700400628,0,0,0,0,0,0,0,0,0,0,0,0.184800461643006,0,0,0,-0.194829849325948,-0.18699897441621,0,0,-0.11783552691756,0.281606606986915,0,0,0.187646311483209,0.00113464904137079,0,0,0.224440396747903,0,0,0,0,0,0,-0.0926005100595776
