,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.103395450383353,0,0.178313049661406,0,0,0,0,0,0,0,0.127208809712591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168805321716353,0,0,0,0.149221181481185,0,0,0,0,0,0,0,0,0.162645743351895,0,0.130825455161784,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0574828788916382,0,0,0.191327479382544,0,0,0,0.184818890044675,-0.0100520829942835,0,0.257769146651067,0,0,0,0,0,0,0,-0.0426930017408221,0,0,0,0,0,0,-0.161008173906457,0,0,0,0.286356564587258,0,0,0,0.0380840219590011,0.199015093869959,-0.232197103889282,0,0.142110405115531,0,0.131374370599507,0,0,0,0,-0.0435649861119693,0,0
X601939.CH.EQUITY,0.521069727836574,0,0,0,0.00555392464640192,0,0,-0.0369505534915072,0,0,0,0.130886392299678,0,0,0.10913682930228,-0.043678413834085,0,0,0,0,0,0,0,0.037765986544015,0,0.217155415507368,-0.127936017286237,0,0,0,0,0,0,0,0,0,0,0.101674304725321,0,0,0.305838362202483,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.311640654077754,0,0.121196126823448,0,0,0.339995603910577,0,0,0,0,0,0,0,0,0,0,0.0892556017308389,0,0,-0.0482014374717164,0.020234526124329,0,0,0,0,-0.0752310595962739,0,0,0,0,0,0,0,0,-0.0497158706928199,0,0,0,0,0,0.218808434264222,0,0,0,0,0,0,0.079202794988024,0,0,0,-0.0416425425116926
X5.HK.EQUITY,0,-0.064813582010856,0.0182693600826651,0.206089760962534,0,0.0222679740130553,0,0,0,0,0,0,0.0601457048372704,0,0,0,0,0,0,0,0,0.435318598824651,0,0,0,0,0,0,0,0,0.41742804028426,0,0,0,0,0,0,0,0,0,0.0062007656111493,0,0,0,0,0,0,0.117726205371216,-0.128698038986304,0,0.0883372663592413,0
X601988.CH.EQUITY,0.255424871006269,0.0835305979913293,0.0899115031164917,0,0,0,0,0,0.192990000450825,0,0,0.27306525875435,0,-0.114162813337553,0,0,0,0,0,0,0,0.0118432841185278,0,0,0,0.0506465301861219,0,0,0,0,0,0,0,0.192713676189533,0,0,0,0,0,0,-0.0401345409965699,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,-0.0508832274427755,0,0.230224456389208,0,-0.0443350743762444,0.0217275579796693,0,0.295516199324989,0,0.21864984597502,0,0,0,0,0,0,0,0,-0.0114952802873662,0.100984504039321,0,0,0,0,0.0292417503820082,0,0.0260230591855852,0.0516355554250491,0,0.137624342749087,0,0,0.0254802572807873,0,0,0,0.0322361165546119,0,0,0,0,0,0,0,0,0,0.0418463141404352
X1299.HK.EQUITY,0,0,0,0,0,0,0.0996607326104167,0,0,0,0.115783188732408,0,0,-0.106884781953952,0,0.0183134373214235,0.244243522590603,0,0,0,0,0.0391914605148987,0,0,0.0623838564956943,0.0505864149512989,0.0796734513235857,0,0,0,0,0,0.0250803555402043,0.22051359621452,0,0.0240025617470698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.113868783252158,0.349068895072806,0,0,0,0,0,0,0,0.0466282629366409,0,-0.0484231360144977,0,0,-0.0822382158165567,0,0,0,0,0,0.0263652715365925,-0.0120087504470121,0,0,0,0,0.1707373208355,0,0,0.0141181097632477,0,0,0,0,0,0,0,0,-0.052487386449175,0,-0.0371987739586017,0,0,0,0,0,0,0.202231852889276,0,0,0,0.202199121422581
X601658.CH.Equity,0,0,0,0,0,0,-0.105359980762681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29366712062372,0,0,0,0.175680016408328,0,0,0,0,0,0,0,0,0.592407207541076,0,0,0,-0.492399165090171,0.345895872086009,0,0,0,0,0.0510763560480094,0,-0.127980673176982,0,-0.276141088616063,0,-0.326761988670021
