,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.115570346122275,0,0.626250644053278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113256446644429,0,-0.0101857676704248,0,0.0143771210133328,0,0,0,0,0,0,0.0767025388020814,-0.0223950247449499,-0.00409737674675147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138812414144236,0,0,0,0,0,0.473505712413736,0,0,0,0,0,0,0,0,0,0,0,0.0354847035164617,0,0,0,0.000319169265470579,0,0.0874561286627398,0,0,0,0,0,0.0690968825911118,0,0,0,0,0.00387672837680097,0,0,-0.112496171244796
X601939.CH.EQUITY,0,0,0,0,0.322436036899067,0,0.000416587733371398,0,0,0.113562808052406,0.181331388819912,0,0,0.0710230990338657,-0.044550609103599,0.184366887250783,0,0,0.0700303600206452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153872741667511,0,0,0,0,0,0,0,0,0,0,0,0,0.0531705329667132
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0186970576654148,0,0,0.252983369864324,0,0,0,0,0.165639747669315,0,0,0,0.23247096466368,0,0,0,0,0,0,0,0,0,0.0247749690517991,0,0,0,0.192822456642684,0,-3.46944695195361e-18,0,0,0,0,0,0.0862783056617275,0,0,0.104486263667103,0,0,0,0,0
X601288.CH.EQUITY,0.434747349069886,0,0,0,0,0,0,0,0,0,0,0,0,0.0470038105217971,0,0,0.0799227088962422,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.107123933395256,0,0,0,-0.0450378991419878,0,0,0,0,0,0,0,0.0182330628365879,0.0526980321701813,-0.0491883134402164,0,0,0,0,0,0,0.309550767735091,-0.0201947148448252,0
X600036.CH.EQUITY,0.0113750252049153,0.205203740409628,0,0,0,0,0,0,0,0,0,0,0,0.276444831324621,0,0,0,0,0.100034674942646,0,0,0,0,0,0.00780887779885845,0.24871757671167,0,0.0873975753656615,0,0.0733102979224221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.205071095882395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712228228632347,0,0,0,0,0,0,0,0,0,0,0,-0.0423099592753853,0,0,-0.144648059014111,0,0,0,0,0,0,0,0,-0.0334089358723501,0,0.0156800712630065,-0.0371698774853979,0.946945188707031,0,-0.0695894306177512,0
X1299.HK.EQUITY,0,0,-0.0958176499916132,0,-0.0843428711600748,0,0,0,0,0.323745700003291,0.00272366734501449,0,0,0,0.0567662921677953,0,0,0,0,0,-0.0708674462545705,0,0,0,0.104899511608627,0,0.320847412791801,0.0139388986246695,0,0,0,0,0,0,0,0,0.0530455500001899,0,0,0,0,0.0738921347338449,0,0,0.179384661808939,0,0,0.0550256668099326,0,0,0,-0.156134179386164
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.229902946132789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543384965779784,0,0,0.356204200738878,0.136989834242895,0,0,0,0,0,0,0.0677712041511177,0,0,0,0,0.167082914020994,0,0.341286564031703,0,0,0,0,-0.0660195084728797,0,0
X388.HK.EQUITY,0,0.0703658884533128,0,0.130471279506166,0,0,0,0.0288013845020004,0,0,0,0,0,0,0,0,0,0,0,0,0.0605481183306131,0.0502946347554009,0,0,0,0,0,0,0,0,0.151980626632111,0,0,0,0,0,0.0608392934428978,0.134121493637359,0.244114180670352,0,-0.234843233822508,0,0,0,0.0176734442891695,0,0.31682150403339,0,0,0,0,0
