,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.292285328915904,0.0283781941920647,0,0,0,0.461513888607283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10039204005414,0.0411505106288396,0,0,0,0,0,0,0,0,0,0,0.0789970370140622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.221169846493955,0,0,0,0,0,0.189169766283666,0,0,0,0,0,0.107575079843785,0,0,0.0851183227793438,0,0,0.123997159948346,0,0,0,0,0,0,0,0,0,0.0135435436664518,0,0,0,0,0,0,0.0621115371233813,0,0,0,0,0,0,0,0.00309978239088827,0,0,0,0,0,-0.15558908179434
X601939.CH.EQUITY,0.463976676860969,0.109539370274559,0,0,0,0,0,0.172555120327101,0,0,0,0,0,0,0,0,0.0190194577953647,0,0,0,0,-0.143680158338187,0,0,0,0,0,0,0.156668895129741,0,0,0,0.139816161546143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198759597791525,0.141681003185743,0
X600036.CH.EQUITY,0,0.00832688388544573,0,0,0,0.0578052818132441,0,0.0339803299334873,0,0,0,-0.0954668694437635,0.159757553999333,0,0,0.0963796912969347,0,0,0,0,0,0,0,0,0,0.0630160807910432,0.130876409380143,0,0,0.0599977973809426,0,0,0,0,0,0,0,0.00769340777251097,0.157560863937179,0,0,0,0,0,0,0,0,0,0,0.392474625336225,-0.10937647146633,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.561115530636435,0,0,-0.0819267380745348,0.037683758190018,0,0,0,0,0,0,0,0,0,0.0584331976620515,0.0756857461979661,0,0,0.10511292850026,0,0,0.113105383691779,0,0,0,0.0553222252155858,0,0,0,0,0,0,0,0,0,0,0,0,0.0531596194735625,0,0,0,0,0.00578900099899958,0
X1299.HK.EQUITY,0,0,-0.209068018381445,0,0,0,0,0,0,0,0.107467277798622,0,0,0,0,0,0,0,0,0.019930828728041,0,0,0.112241977402013,0,0,0,0,0,0,0,0,0,0.174007854700303,0,0,0,0,0,0.0957247930216381,0.16369414002728,0.0672329144235424,0,0.298371268796717,0,0,0,0.294938964978186,0,0,0,0,0
X601628.CH.EQUITY,0.063611213513043,0,0,0,0,0,0,0,0,0,0,0,-0.0672573589909122,0,0,-0.207868199099023,0,0,0,-0.0098666007881699,0,0.180829742239803,0,0,0.0736721461025803,0,-0.0990583102149427,0,0,0,0,0,0,0.598969428468813,0,-0.00545933580850629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790089319111782,0
X601988.CH.EQUITY,0.0755237897141814,0,0.0944955053224699,0,0.355707315018074,0,0,0,0,0,0,0,0.211362071489348,0,0,0,0.144122242428876,0,0.00639870282942494,0,0,0,0.00637472286794871,0,0,0.0196721711042773,0,0,0,-1.73472347597681e-18,0.126946577093443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123623157991154,0,0,0,0,0,0,0,0,0,0,0.00283754256365892,-0.0947283388215788,0,0,0,0,0,0,0.234300503170398,0,0.189690568608011,0.140584437507733,0,0,0,0,0,0,0,0,0.0603608132484959,0,0,0,0,0,0.198150640188134,0.0625075502254892,0,-0.0628606599409839,0.259346791891533,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0670384486044703,0,0,0,0,0,0,0,0,0.0881857678683894,0.138239443285544,0,0,0.0236143796779092,0,0,0,0,0,0,0,0,0,0,0.143338908687039,0,0.43591047345349,0,0,0,0,0.0429399164678042,0,0,0.0140619164454754,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0411964065592721
