,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601818.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.349577618874171,0,0.159186046189118,0.0247891016352622,0,0,-0.0475993257707525,0,0,0,0,0,0,0,0.0293439874039685,0,0,-0.0524669384952318,0,0,0,0,0,0,0,0.02942823894377,0,0,0,0,0.0555592279114607,0,0,0,0,0,0,0,0,0.0102653582405994,0,0.322026515213856,-0.025891139625031,0,0,0,0,-0.0289830784013895,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00700550329025076,0,0,0.0669319342913308,0,0,0,0.106524864324256,0,0.000429431116235163,0.223230081043745,0,0,0,0,0,0,0,0,0,0,0.0418872905472922,0,0,0,0.317975130202385,0,0,0.0535768274245316,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.118334850407508
X601939.CH.EQUITY,0,0,0,0.767329866590815,0,0,0,0,0,0,0.11907407536698,0,0,0,0,0,0.101048404396168,0,0,0,0,0,0,0.00929222486451634,0,0.00600591992219552,0,0,0.0690413415568949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757974071056263
X601288.CH.EQUITY,0.092544340678907,0,0.944744741305252,0,0,0.0146323377219287,0,-0.048710019098446,0,0.0219197093825169,0,0,-0.0249676176002982,0,0,0.00763136792663966,0,0,0,0,0.0335683146884703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0841053641467235,0,0,0,0.0287328830046355,0,0,0,0,-0.130700851491486,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.244079043235013,0,-2.77555756156289e-17,0,0,0,0,0,0,0.384110711929709,0,0,0.0140444809722193,0,0,0,0,0,0,-0.079223324386667,0,0,0,0,0,0,0.124936612577987,0,0,0,0,0,0,0,0,0,0.10464516181245,0.262992814298584,0,0,0,0,0
X600036.CH.EQUITY,0.217214504862856,0,0,0.273550802250866,0,0,0,0,0,-0.0435554728219948,0,0,0,0,0,0,0.270066191347351,0,0.0380942911641699,0,0,0,0,0,0,0.0248894612803168,0,0,0,0,0.0552332479168585,0,0,0,0,0,0,0.031138619738847,0,0,0,0,0,0.102934755131435,0.0282924142824441,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.00826332009257344,0,0,0.023258576359015,0,0,0.159039100306103,0,0,0,0,0,0,0,0,0,0,0.000831213702393966,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228489925063459,0,0,0,0.0340176889727373,-0.0384921336402758,-0.0748082815823033,0,0.930054720705968,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.292462670685184,0,0,0.0903619350884557,0,0,0,0,0,0,0,0,0,0,0,0.267510030809044,0,0,0,0,0,0.0896428461870063,0,0,0,0,0,0.0236372096343194,0.0602513522665345,0,0,0,0,0.112966222290741,0.0312380880203581,0,0,0.0878490625123032,0,0,0,0,-0.0115013085206322
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222475594305729,0,0,0,0,-0.128835641102236,0,0,0,0,0,0,0,0,0.344285378730794,0.0675944807043494,0.0599562172334826,-0.00229344098943709,0,0,0,0,-0.0329136611244324,0,0.231235149092978,0,0,0.0651647676919811,0,0.134285519368029,0,0.184538685285825,0.0540711815318626,0,0,0.306221924048816,0,0,0.0121676712346955
X388.HK.EQUITY,0,0.0012094621358787,0,0,0.423949077232884,0,0,0.0552960622125114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127351284225134,0,0,0,0,-0.0237887221849274,0,0,0,0,0,0,0,0,0.298171922525971,0,-0.203587474504123,0,-0.140211780944139,0,0,-0.0671703877258402,0.300818274721587,0,0,0,0,0,0
X601658.CH.Equity,0,0.0492114575748624,0.106707551252253,0.179890409655368,0,0,0,0,0,0,0,0,0,0,0,0,0.0747125942232428,0.0248464732968998,0,0.018033823180577,0,0,0,0,0,0,0.0827979141299301,0,0,0,0,0,0,0.151819995226387,0,0,0,0,0,0.0931085372021874,-0.0364278938696855,0,0,0,0,0,0,0.0305919909939808,0.0260626993386791,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.021680853835957,0,0,0,0,0.0428497985462209,0,0,0.429743857899468,0,0,0.00536124460203123,0,0,0,0.0687828452803113,0,0,0,0,0,0,0,0,0,0,0,0.0638650303454317,0,0,0,0,0,0,0.234444729330531,0,0,0,0,-0.0177548642136454,0,0,0.223933101569415,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0153876173445796,0,0,0,0,0.0131711144171087,0,-0.017711562312723,0,0.812756378695358,0,0,0.0978947883652585,0,0,0,0,-0.161342163124089,0,0,0,0,0.069410464490486,0,0,0,0,0,0,0.034886095326995,0,0,0,0.0263797325852911,-0.035104822110207,0,0.116026091251762,0,0,0,0,0,0,0,0,0,-0.00468631977769095,0,-0.0830411303020059,0
X601166.CH.EQUITY,0,0,0,0.0399814723040542,0,0,0.135007841015384,0,0,0,0,0,0,0,0.0143262205914521,0,0.0594167083594598,0,0,0,0,0.055028633353842,0.388873388059622,0,0.0687793309922014,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0567628111337124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234155599741224,0,0
X000002.CH.EQUITY,0,0,0,0.202659234569203,-0.207908265315986,0,0,0,0.239023041686137,0,0,0,0.386818373621805,0.114605050199716,0,0,0,0,0,0,0,0,0,0,0.110295013663321,-0.022662850400833,0,0,0,-0.0411128704384723,0,0,0,0,0,0,0,0,0,0,0,0,0.0118981772731828,0,0,0,0,0,0,0,0.0352039083113337,0.0220442559965562
X601328.CH.EQUITY,0.315262502811366,0,0,0.0160068585949845,0,0.0158206876368042,0,0,0,0.00202596814164542,0,0.00680282098809919,0,0,0,0,0,0.111933377906373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161847716489065,0,0,0,0,0.0543522411144194,0,0,0,0,0,0.143343230204826,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.434389193774306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107536578939581,0.0456299044037131,0,0,0,0,0.254943311483312,0,0.139925556503909,0,0,-0.187557773754474,0,0,0,0,0,0.00140942966534194,0,0.12279045442677,0,0,0.0326914795093625,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0167060003539544,0,0,0.330467668859017,0,0,0,0,0,0,0,0,0,0,0.0997800148707385,0,0,0,0,0,0,0,0,0,0,0,0.0576115401682548,0,0,0,0,0.161580045417782,0,0,0,0,0,0,0,0.473092202984894,0,0,0,0,0,0,0.185013219677537,0,0,0
X601601.CH.EQUITY,0,0.440652376688103,0,-3.46944695195361e-18,0.114672214157662,0,0,-0.0150653330513159,0,0,0,0,0,0,0,0,0,0,0,0.208146151621762,0,0,0,0,-0.00635224294093478,0.114539509101268,0,0,0,0,-0.0432124816197897,0,0,0,0.135454563378022,0.0829827113520495,0,0,0,0,0,0.0774693235026751,0,0,0.064152286700651,0,0,0,0,0,0,-0.0684965629113809
