,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.196075557929379,0,0,0,0,0,0,0,0,0,0,-0.0551975370172396,0,0,0,0,0,0,0,0,0.0815680548877445,0,-0.202781778668871,0,0,0,0,0.530697766467872,-0.166324283093051,0,0.00489158912220318,0,0,-0.0165357077087718,0,0,0,0,0.180502471614005
X601318.CH.EQUITY,0,0,0,0,0,0,0.126250581987658,0,0.0412519603471143,0.0309247447368646,0,0,0,0,0,0.0476454800090517,0,0,0,0,0,0,0,0,0.161155507270934,0,0,0,0,0.0517146724518456,0,0,0,0,0,0,0,4.33680868994202e-19,0.456974496189485,0,-0.0495412923452149,0.0468801904555216,0,0,0,0,0,0,0,0,-0.0176106887035246
X601939.CH.EQUITY,0.368379411894201,-0.24229415834843,0,0,0.0605461611685395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099127007319479,0,0,0,0,0.224950127785653,0,0.0547544857026622,0,-0.0208906224772607,0,-0.244899146361003,-0.0199529503156086,0,0.602802893137517,0,0,0,0,0,0,0.166747279800482,0,0,0,-8.67361737988404e-19,0,0
X601288.CH.EQUITY,0,0,0,0,0.00689181190015642,0.353346780203149,0,0,0.180488320060907,0.0255225123687093,0,0,0,0,0,0,0,0,0,0,0.0478732193695472,0,0,0,0,0,0,0.270422357978742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871871128323967,0,0,-6.93889390390723e-18,0,0,0.0346411547434244,0,-0.0317037123406382,0.0964422890272928
X5.HK.EQUITY,-0.093026286127028,-0.0474467387821179,0,0,0,0,0,0.118082982056199,0,0,0.0783510898650172,0,0,0,0,0.218267072131305,0,0,0,0,0.28677088851922,0,0,0.402422474906767,0.00173720397869156,-0.0337163637328602,0,0,0,-0.305539967070223,0,0,0,0,0,0,0,0,0,0,-0.0751774570109715,0.239378149691309,0,0,0,-0.13866721596784,0,-0.233493051975302,0,0,0.107784920008562
X601988.CH.EQUITY,0.0526375852251659,0,0.0749250440824604,0.711301176087738,0,0,0,0,0,0,0.1055040819819,0,0.0650452414761065,0,0.111321589711903,-0.162212505294719,0,0,0,0,0,0.021783230523262,0,0,-0.0101857163276711,0,0.101009851897288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304603071632801,0,0,0,0,0
X600036.CH.EQUITY,0.0542316649845686,0.373722356256996,-0.115907064155402,0,0,0,0,0,0,0.474462373800452,0,0,0,0,0,0,0,0.0208199310109136,0.0612076839664113,0,0,0,0,0,0,0.0831179485258944,0,0,0,0.373542111312877,0,0,0,0,-0.36492225031648,0,0,0,0.00923533068579571,0,0,0.0348448125117443,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.190991143586202
X1299.HK.EQUITY,0,0,0.019097375158091,0,0.182063897584316,0,0,0,0,0,0,-0.0485540032981552,0,0,0,0,0.172459328262469,0,0.0125695957715316,0,0,0,0.0373255924460438,0,0,0.259462204794345,0,0,0,0,0.187400481063842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347576495511273,0,0,0,0,0
X601628.CH.EQUITY,0,0.114005257121916,0,0,0,0,0,0,0,0,0,0,0.0303097708021792,0.244587340679367,0,0,0,0,0,0,0,0,0.124836601162431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117740089427138,0,0.196415841742155,0,0,0,0,0,0,0,0,0,0.0061582773696529,0,0
X601328.CH.EQUITY,0,0.108783157857493,0,0.291769700743537,0,0,0.392384860022238,0,0,0,0,0,0,0,0,0,0,0.241952985231986,0.0101507245713886,0,0,0,0,0,0,0,0.0886719559533353,0,0,0,0,0,0,-0.170018359443305,0,0,0,0,0,0,0,0,0,0.0271361063096278,0,0,0,0,0,0,0
