,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.284512012894011,0.372168406956073,0,0,0,-0.0456556241023968,0,0,0,0,0,0,0,0,-0.124610925962843,0.00204194228755981,0,0,0,0,0.114843845363518,0,0,0,0,0.155611196130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229807140193666,0,0,-0.00222333270075658,-0.0550952775155483,-0.00642904844536269,-0.140479764644094,0.0472216622407865
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.253813913503647,0.0509516293900341,0,0.312833775152601,0,0,0,0,0,0,-0.0476277462272146,0,0,0,0,0,0,0,0,0,0.0462391610765473,0,0,0,0,0,0,-0.273403640931641,0.226318466877101,0,0,0.222473480394783,0,0,0,0.0187443901933962,0.0390596329722035,0,0,-0.0254285737474615
X601939.CH.EQUITY,0.46601700703983,0,0,0.0828731343162006,0.0614914359199693,0,0,0,0,0,0,0,0.200597123180022,0,0,0,0,0,-0.0232214955168644,0.00823208881009654,0.115244564641093,0,0,0.0664489852156612,0,0,0,0,0,0,0,0,0,0.042362130565083,0,0,0,0,0.281897249659085,0,0,0,0,0,0,-0.0403545817744938,0,0,0,0,0.0578354374305577
X601288.CH.EQUITY,0.413417060885923,0,0.189548278415979,0,0.151879403562675,0.0575291591662001,0,0.0379645191230803,0,0,0,0,0,0.0100961077314815,0,0,0,0,0,0,0,0,0,0,0,0,0.0554199174209683,0,0,0,0,0,0,0.0620282193531567,0,0,0,0.0894069990122545,0.142017578336468,0,0,0,0,0.0603760637070422,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.263036827910839,0,0.130325697260144,0,0,0.0849927157083693,-0.0977257915506275,-0.0988809778873042,0,0.38113950946523,0,0,0.203078856922421,0,0,0,0.305615619859579,-0.0760547836988258,0,0,-0.246622699002534,0,0.41174087672737,0,0,-0.006517205796135,0,0,0,0,0,0,0,0,0,0,0,0.0144289069912088,0,0.185914653846097,0,0,0,0,0,0,0,0,0.0776554550447063,0
X601988.CH.EQUITY,0.0223854671159474,0,0.141027596333387,0.257908957758672,0,0,0,0.0807188787413082,0,0.111236498505526,0.284840233367196,0,0,-0.336438162000331,0,0,0,0,0,0,0,0,0.047233380185467,0,0,0,0,-0.0458626194632686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103703789695373,0,0,0,0,0.11958304818331,0
X600036.CH.EQUITY,0,0.248542479254106,0,0,0,0,0,0,0,0,0,0,0.201920192482392,0,0,0,0.108773841430537,0,0,0,0,0,0,0.111494871904643,0,0,-0.0114127304305435,0,0,0,0,0.204745261919172,0,-0.0163765156503382,0,0,0,0,0,0,0.0992749095864602,0.0740629051517634,0,0,0,0,0.0798604682720727,0,0.13152129574384,0.0626519676022173,0
X601628.CH.EQUITY,0,0.0883257124794964,0,0,0.0136605784169357,0,0,0,1.38777878078145e-17,0.0376034041200861,0,0,0,0,0.174798440529996,0,0,0,0,0,0,0,0,0.114830164396019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218440004295057,0.0661598926204691
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525980847243231,0,0,0,0.18001743171538,0,0,0,0.117940328281685,0.189364561319497,0,0,0,0,0.00468086203412516,0,0.374552304955773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697320197115523,0,0,0.0165564483864729,0.00861059061325297,0
X601166.CH.EQUITY,0.0968967738086669,0,0,0,0,0.0417045871245163,0,-1.38777878078145e-17,0,0,0,0,0,0,0.234749131670894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474335192861508,0,0.233924198027853,0,0,0,0,0,0.094607204703157,0,0,0,0,0,0,-0.0370928493426721,0,0,0.00423964565716802,0.0373924381609828
X601328.CH.EQUITY,0,0.0439340532996353,0,0,0.0885217365836332,0.0860085662736066,0,0,0,0,0,0.0768864422271602,0,0,0,0,0,0,0,0.194695174807629,-0.194106821750579,0,0.211374625022257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380324930284985,0,0,0.219297415354937,0.0623499935039525,0.0214621086027206,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0895969114251927,0,3.46944695195361e-18,0,0.0288490501279024,0.236721817663841,0,-4.33680868994202e-19,0,0.370918482858208,0,0.0844057626623608,0,-0.0363426139023653,-0.0474926984970873,0,0,0,0,0,0,0.092444908996543,0,0,0,0,0.111834564761485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546499357075095,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128545640512758,0,0,0,0,0,0.162087775286388,-0.289063957824964,0,0.271749507042396,-0.0110995824991615,0,0,0.0710660326668871,0,-0.0795860428147562,0,0,0.034888386557788,0,0,0,0.331320962505246,0,0,0
X000002.CH.EQUITY,0,0,-0.0662815193125282,0,0,-0.0057293210123333,0,0,-0.164914508343076,0,0,0,0,0,0,0,0,0,0,0.375416136123128,0,-0.0925245896974088,0,0,0,0,0,-0.0559502247285975,0,0.182239446687733,0,0.099031168950822,-0.142330404477072,0.0797163745467389,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.147526510398321,-0.000410641073885652,0,0.223143394153268,0,0.161867182213419,0
X601601.CH.EQUITY,0,0,0,-0.0636298518027751,0,-0.0145383779263444,0,0.16692866611285,0,0.182446369786171,0,0,0.146033615276361,0,0,0,0.30205755867399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259391841789654,0,0,0,0,0,0,0,0,0,0.0807691749036678,0,0
X16.HK.EQUITY,0.036104712529935,0,0,0.204589056474686,0,0,-0.0335829865352021,0,0.22338340059463,0,0,0,0,0,0,0,0,0,0,0,0,0.0215486539003345,0,0.383758204624199,0,0,0.00323862484698662,0,0.0454557565141512,0.121920665371458,0,-0.0768881023794798,0,0,0,0,0,0,0,0,0,0.095499813283766,0,0,0,0,0,0,0.291082725457251,0,0
X388.HK.EQUITY,0,0,0,0,0,-0.00288672948587736,0,0,0.332589294251291,0,0,0,0,0,0,0,0,0,-0.126682926746372,0,0,0,0,0,0,0,0,0,0,0,0.177801330833365,0,0,-0.0515474749728837,0,0,0,-0.24101222286429,0,0,0,0.362874188595624,0.0843707972416672,0,0,-0.0799991567801826,0,0,0,-0.0319659457127207,0
