,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.235768643313606,0,0,0.0873001117410647,0,0.241266159549247,0,0,0,0,0,0.128009561101107,0,0,0,0,0,0,0,0,0,0,0,0,0.038331943736178,0,0,0,0,0.0942238030863904,0,0,0,0,0,0.0226195336530994,0,0,0,0,0,0,0.107213662169751,0,0,0,0,0,0
X601318.CH.EQUITY,0.13176921947467,0,0,0,0,0,0,0,0.184579513764486,0,0,0,0,0,0,0,0.241286563728763,0.0451868166611919,0,0,0,0,0,0,0.0316428580697162,0,0,0,0,0,-0.0596682287944291,0.148664724594469,0,0,0,0.122615450889343,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0557397824783551,0,0.048694567287873,0,0.0893002267379703,0,0,0
X601939.CH.EQUITY,0.0607723892805968,0,0,0.26866798432533,0,0.0503276543659143,0,0,0,0,0,0,0,0.422959229847326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437532044014049,0,0.0660265169424459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.299784159065733,0,0.10230832088258,0,0,0.352273921900435,0,0,0,0,0,3.46944695195361e-18,0,0,0.0250702554758543,0,0,0,0,0,0,0.00568367121368137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046229492175076,0,0,0,0.0596915991985589,0,0,0,0.106442788072847,0.00771570408420088,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0749952687518967,0,0,0,0.068315310165968,0,0,0,0,0,0.0971302785059483,0.144941792507206,0,0,0.554002061969022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352167957470944,0,0
X601988.CH.EQUITY,0.223735723880136,0,0.0103448537003125,0,0,0,0,0,0,0,0,0.195710342653603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168228619840816,0,0,0,0,0,0.054852670314031,0,0,0,0,0,0,0,0,0.286689824287037,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.409744093959335,0,0,0,0,0.195852022605911,0,0,0,0,0,0,0,0,0,0,0,0.00232238899481239,0.0153258113010975,0,0.106723170762228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113980253401182,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378698850116359,0,0,0.170819561426299,0.0133305832952081,0.0714905935129397,0,0,0,0,0,0,0,0,0.272652484506972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0624074554711118,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0260098364694651,0,0,0,0.133755362692448,0,0,0,0,0.22964246922419,0.0886051403245477,0,0,0,0,0,0,0,0.112432857092074,0,0,0,0,0,0,0,0,0,0,0.17868611072162,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.166201544431938,0,0,0,0,0,0.321724502214962,0,0,-0.376969448669719,0,0,0,0,0,0,0,0,0,0,0,-0.165390203128445,0,0,0.166806821179064,0,0,0,0,0,0,0,0,0,0.295122263629747,-0.681337294365506,0,0,-0.211668989233998,1.07071354232905,0.271549939216369,0,-0.208584537047131,-0.0519797947286648,0,-0.405905158423406
