,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.287903880863527,0.0220250889972545,0.0336873910055809,0,0,0.435611709958613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10166549416252,0,0.0426324141931934,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.079489623217092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.221776031789005,0,0,0,0,0,0.189602779008837,0,0,0,0,0,0.107157265379686,0,0,0.0850702074177647,0,0,0.124083424448513,0,0,0,0,0,0,0,0,0,0.0135393624863442,0,0,0,0,0,0,0.0620728650545341,0,0,0,0,0,0,0,0,0,0.0031350623993102,0,0,0,-0.15353724508318
X601939.CH.EQUITY,0.454750965347314,0.13129929555148,0,0,0,0,0,0.243597226105337,0,0,0,0,0,0,0,0,0.0117103844906802,0,0,0,0,-0.137376492260911,0,0,0,0,0,0,0.159864804649541,0,0,0,0.117934992489693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117293155802324,0.159907135642153,0
X600036.CH.EQUITY,0,0,0,0,0,0.208739937108145,0,0.100493503776805,0,0,0,-0.0690371397588605,0.177439755672609,0,0,0.0770257558068196,0,0,0,0,0,0,0,0,0.0655357392793779,0,0.0898147117627623,0,0.0608249660987713,0.041762382342334,0,0,0,0,0,0,0,0.00552991401163745,0,0,0,0,0,0,0,0,0,0,0,0.38329795477127,-0.0489804941819427,0
X601288.CH.EQUITY,0,0,0.00994084805252675,0,0,0,0.061627919960199,0.471690132279252,0,0,-0.0768967662801059,0.12839191052895,0,0,0.0557732657773371,0,0,0,0,0,0,0,0,0,0.0241993943051877,0,0,0,0.0553916278060335,0,0,0,0.0285714716167517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576239872364561,0.0879000439283841,0,0,0.0281264461901641
X1299.HK.EQUITY,0,0,-0.0796766430803375,0,0,0,0,0,0,0,0.120599627124915,0,0,0,0,0,0,0,0,0.175504832677343,0,0,0.178706494125575,0,0,0,0,0,0,0,0,0,0,0,0,0.0183928841079481,0,0,0.183903298988312,0,0.0808084990067261,0,0.178664693175175,0,0,0,0.14345625710619,0,0,0,0,0
X601628.CH.EQUITY,0.0787702292522133,0,0,0,0,0,0,0,0,0,0,0,-0.072075653923062,0,0,-0.268830088042084,0,0,0,0,-0.0697951730303633,0.240992608203658,0,0,0,0.0626597467954575,-0.102187005541797,0,0,0,0,0,0,0.0259227404100709,0.621094398790523,0,0,0,0,0,0.0302125791135298,0,-0.0354162052547634,0,0.153433771810762,-0.0565209814578582,0,0,0,0,0.0143673730366781,0
X601988.CH.EQUITY,0.049554920385683,0,0.0907054282514562,0,0.358084351345199,0,0,0,0,0,0,0,0.213231108086056,0,0,0,0.141689397135886,0,0.0198603073261614,0,0,0,0.0116825226883247,0,0.0251618059525279,0,0,0,0,0,0.122713440353777,0,0,0,0,0,0,0,0,0,0,0,0.00842177500181222,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123333530680536,0,0,0,0,0,0,0,0,0,0,0.00283843151849635,-0.0945615245440554,0,0,0,0,0,0,0.233918786333965,0,0.190206300868204,0.14018476045876,0,0,0,0,0,0,0,0,0.0600535402004175,0,0,0,0,0,0.197834437727318,-0.0631683826053725,0.0621309665027239,0,0.257876563317634,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0480299914599701,0.0604880685906859,0,0,0,0,0,0,0,0.0722332879115615,0.145931980311464,0,0,0.0806228065764523,0,0,0,0,0,0,0,0,0,0,0.159023146629646,0,0.384975817689897,0,0,0,0,0,0.028926795635645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.135769216983452,0,0.350287539569328,0,0,0,0,0,-0.0538237099752755,0,0,-0.00547416089416536,0,0,0,0,-0.163702741940902,0,0.358851494016987,0,0,0,0,0,0.0393107249954545,0,0,0,0,-0.153649552944006,0,0,0,0,0,0,0.157235339047006,0.0937875974976615,0,0,0,0,0,0,0,0,0,0.137621677484909,0
X601658.CH.Equity,0,0,0,0,0.369156094712425,-0.060879808050956,0.052684576163228,0.125705491295778,0,0.203333091000401,0,0,0.127619193470348,0,0,0,0.405653208229385,0,0,0,0,0.264375129621202,0,0,0,0,0,0.0358681999197415,0,0,0,-0.281596309410376,0,0,0,0,0,0,0,0,0,-0.0198171627046354,0,0,0,0,0,0,0,-0.352424991895012,0,-0.0593129117967531
X000001.CH.EQUITY,0,0.0116574666714362,0,0.13067930243963,0,0,0,0.189757216882266,0,0.467314909213099,0.0326222994636285,0,0,0,0,0,0,0,0,0,0.069606399855877,0,0.138295658994378,0,0,0,0.360194706491898,0,0,0,0,0,-0.283604742173074,0,0,0,0,-0.06448826752954,0,0,0,0,0,0,0,0,0,-0.0443148269140401,0,0,0,-0.0485337059706007
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0270345735096325,0.0444561144437072,0,0,0,0,0,0,0,0.272362764963145,0,0,0,0,0,0,0,0,0,0,0,0,0.0215821311116847,0,0.0438542712932544,0.0400297283275764,0.259608300018196,0.16653308979033,0.0142583836426921,0,0,0,0,0,0.218344400970694,0.056209829920116,0,0,0,0.0542767810215117,0,0,0
X601601.CH.EQUITY,0,0,0,0,0.0383088278873242,0,0,0,0.117612129617184,0,-0.0598030697700969,0,0.343940496374196,0,0,0,0,0.0937260227985153,0,0,0.190414724617669,0,0,0.0529836770194116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376129877398166,0,0,0.106858758939918,0,0,0,0.0262218380102403,0,0,-0.0415651838707812
X000002.CH.EQUITY,0,-0.112644447210832,0,0.0917856704423323,0,0,0,0,0,0,-0.0397165417307461,0.103148862470056,0,0,0,0,0,0,0,0,0,0,0.0228893425124426,0,0.290309102741102,-0.176432691899805,0,0.601407877566713,0,0,0.049899159177186,0,0,0,0,0,0,0,0,0,0,0,0,0.0301408400311077,0,0,0,0,0,0,0,-0.00740351140751737
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.140758584888236,0,0,-8.67361737988404e-19,0,0,0.290992229768099,0,0,0,0,0,0,0,0.127240427660607,0,0,0,0,0,0,0,0,0,0,0,0.149398294206061,0,0,0.0197881346596133,0,0,0,0,0,0,0,0,0,0,0
