,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.319397663850776,0.258469803160122,0.0523163142042891,0,0,-0.0483224616445581,0,0,0,0,0,0,0,0,0.067750314882784,0,-0.0705510497376,0,0,0,0,0,0.0619052254605026,0,0,0,0,0.0293802504845458,0,0,0,0,0,0,0,0,0,0,0,0.00882247268402463,0.38832934024356,0,0,-0.0276893979395097,0,0,-0.0876446070293415,0.0380997928755386
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0104606956532435,0,0.16477287315226,0,0,0,0.377600129008601,0,0,0,0,0,0,0,0,0,0,0.0720239149543195,0,0,0,0.271144726830362,0.0153187959706875,0,0.0670926856613119,0,0,0,0,0,0,0,0.0140643704532405,0,0,0,0,0,-0.148841359210585
X601939.CH.EQUITY,0,0,0,0,0.66586543600501,0,0,0,0,0.00634593204744933,0,0.306121219519567,0,-0.0368087989652102,0.0442007435422906,0.0245244497219901,0,0,0.0232542901681485,0,0,0,0,0.0277973411276906,0,0.0460479107216831,0.020940355261054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592046680769221,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159703767740186,0.109962139948355,0,0,0,0,0,0,0.318300517301558,0,0,0,0,0.139764703743538,0.0842847154735354,0,0,-0.042335244849897,0,0,0,0.0217428246040087,0,0.0522968876722238,0.0962978094157828,0,0.142184688529778,0,0,0,0,0,0,0,0,0,0,0,0.135727723678814,0,0,0,-0.00228535229256313
X601288.CH.EQUITY,0.175243686687205,0,0.831952145435608,0,0,0,0,-0.0739699246400542,0,0,0,0,0,0,0,0,0.0228007075430361,0,0,0,0.0119736640239911,0,0,0,0,0,0,0,0,0.0166403837414375,0,0,0,0,0,0.0556443298697777,0,0,-0.0192829674467856,0,-0.173346818350586,0,0,0,0,0,0,0,0,0.0264160509605984,-0.0146806254285528,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0,0
X601988.CH.EQUITY,1.73472347597681e-18,0,0,0,0,0.148045132743075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063095600551885,0,0,0,0,0,0,0,0,0.00798289335974508,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509081841234163,0,-0.0404418977640009,-0.0647029763242322,0,0.916843698772207,0,-0.0796600727793435,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.143254937219358,0,0,0,0,0,0,0,0,0,0,0,0.271385119264586,0,0,0,0.13467722769847,0,0,0,-0.0887909126562317,0.0291461169302706,0,0,0,0,0,0.0941246616128637,0.0559678790469645,0,0,0,0,0.124846196251295,0.112841795765351,0,0,0.0096417606739375,0,0,0,0,-0.0604075474890358
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759200313203477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295673923630073,0.0648244728870041,0,0,0,0,0,-0.252994619881011,0,0,0,0,0,0,0.0697194638410792,0.341183598306693,0.104192259346783,0,0,0.058923828218006,0,0,0,0
X388.HK.EQUITY,0,0.0077480577548947,0,0.13551338013899,0,0,0,0.122861889992865,0,0,0,0,0,0,0,0,0,0,0,0,0.109242575455076,0.426682049750044,0.0551609965636238,0,0,0,0,0,0,0,0,0,0,0.0658427233430958,0,0,0,0.0826907131700384,0.278762129441561,0,-0.305449320691904,0,0,0.0417915914633826,0,0,0,0.0160395067445065,0,0,0,0
