,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.278806475172172,0.0248028031941534,0.04722513809983,0,-0.0190410497430805,0.263495685657707,0,0,0.00226336981674166,0.0807753499496118,0,0,0,0,0,0,0,0,0,0,0,-0.042726431113692,0.183777493561641,0,0,-3.46944695195361e-18,0.0536832368057599,0,0,0.0273979288196258,0,0,0,0.0297028776282992,0,0.113598052578221,0,0,0,0,0,0,0,0,0,0,-0.0239077257256034,0,0,0
X601318.CH.EQUITY,0,0,0.268445194586457,0,0,0,0,0,0.0659221392484814,0,6.93889390390723e-18,0,0,0,0.185332610698519,0,0,0,0,0,0,0.0882255955194236,0,0,0,0,0,0.163336759439823,0,0,0,0,0,0,0,0,0,0,0,0,0.0644170733329636,0,0,0,0.0768724358402274,0,0,0,0,0,0.0199575697592377,-0.0722770197773156
X601939.CH.EQUITY,0.362942686042913,0.271706535096276,0,0,0,0,0,0.409533652796979,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0557978690799457,0,0,0,0,0,0.031120515557707,0,0.0289607878161723,0,-0.0228451603753935,0,0,0,0,0,0.0612631983874267,0,0,0,0,0,0.0839965114156494,0,0,0,0,0,0,0,0,0.167433751728549,0
X601288.CH.EQUITY,0,0,0.12818764856055,0,0,0,0,0.464117304315805,0,-0.0484433923896685,0,0.0416191968842928,0,0,0,0,0,0,0,0,0,0,0.143061397361079,0,0.0441757361670608,0,0,0.145627859104928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136206903856861,0.0218914293486867,0
X600036.CH.EQUITY,0,0,0,0,0,0.170163366269318,0,0,0,0,0,0,0.074765397030899,0,0,0,0,0.0440914724698697,0,0,0,0,0,0,0.033986614075789,0.496786149073754,0,0.158928205694253,0,0,0,0,0,0,0,0.034962906202723,0,0,0,-0.0904729822439586,0,0,0,0,0,0,0,0,0,0,0,-0.101272497569873
X1299.HK.EQUITY,0,0,0,-0.086330449633976,0,0,0,0,0,0.185265060457703,0,-0.0530065952997458,0,0,0,0,0,0,0,0,0.0597831924630431,0,0.147895731810904,0,0,0,0,0,0,0,0,0,0,0,0,0.0995464564980617,0,0.147505785759829,0,-6.93889390390723e-18,0.134811938701311,0.108971279442047,0.052062606178859,0,0,0,0,0,0.209369834481119,0,0,0
X601628.CH.EQUITY,0.0712624963577345,0,0,0,0,0.02555815883425,0,0,0,0,0,0,-0.00542690563040741,0,0,-0.184676149879857,0,0,0,0.245910882399156,0,0,0,0,0,0,-0.117897647011596,0,-2.16840434497101e-19,0,0,0,0,-0.00657687105504081,0,0,0.613042839513874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466794333362828,0
X601988.CH.EQUITY,0,0,0.0748648641327058,0.441771857343936,0,0,0,0,-0.0916584491377031,0,0,1.73472347597681e-18,0,0,0,0,0.280074587732572,0,0,0,0,0,0,0,0.0835060490901031,0,0.0452698614580799,0,0,0,0,0,0,0,0,0,0,0.00190867232426313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.221011345160759,0.134201114158547,0,0,0,0,0,0,-0.0636077873979676,0,0,0,0,0,0,0,0,0,-0.0594910452098273,0,0,0.43007945527257,0.159487992558408,0,-0.0396872385752967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000286976991958759,0,0,0.113691289817042,0,0,0,0,0.208204512050092,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.188114223972301,0.40303420822783,0,0,-0.143848758812873,0,0,-0.00454375043782382,0,0,-0.0490280822733501,0,0,0,0,0.391152612929179,-0.165435565328057,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.181380713087908,0,0,0,-0.0677286272285004,0,0,0.0620477799375871,0,0,0,0,0,0,0,0,0.0183111012461763,0,0,0.179745191385361,0
