,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,1.38777878078145e-17,0.288740422058397,0.0981697801477992,0.0807647836124258,0,0,0.268921754901381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143686636397083,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0946466179751099,0,0,0,0,0,0,0,0,0,0,0,-0.0506758923405997,0,0
X601318.CH.EQUITY,0,0,0.188056225859554,0,0,0,0,0,0.173225931945602,0,0,2.16840434497101e-19,0,0,0.10443373218318,0,0,0,0.0394049277608356,0,0.143079696263648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542134590295091,0,0,0.0231303176690215,0,0,0,0.0408005450097936,0,0,0,0,0,0,-0.147524455264849
X601939.CH.EQUITY,0.415595665078979,0.261042739062297,0,0,0,0,0,0.390810648687527,0,0,0,0,0,0,0,0,0.0352611770669023,0,0,0,0,-0.0908443826976897,0,0,0,0,0,0.130860199583577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142683204943496,0
X601288.CH.EQUITY,0,0,4.33680868994202e-19,0,0,0.0837261141283756,0,0.472635628758889,0,0,-0.091386166223127,0.141984000789873,0,0,0,0,0,0,0,0,0,0,0.0120179278068461,0.0335697584683709,0,0,0,0.0593689349343058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513309568615922,0,0,0,0.0769959196794636,0,0,0.0641715390274038
X600036.CH.EQUITY,-0.0176931959487116,0.0846280789011777,0,0,0,0,0.185334811496246,0,0.0162198238076056,0,0,-0.0836137763433631,0.0948327702869117,0,0,0.101288255354211,0,0,0,0,0,0,0,0,0.544650744033351,0,0.124206022446849,0.103769090139706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082152660892737,0
X601628.CH.EQUITY,0.172393182689151,0,0,0,0,0,0,0,0,0,0.0311758737844244,0,-0.00926839690105172,0,0,-0.213585249276139,0,0,0,0,-0.0109376437339043,0.097725355900774,-0.0361342124287233,0,0,0,-0.141103522843646,0,0,0,0,0,0,0,0.66145516077059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879787460690453,0,0
X1299.HK.EQUITY,0,0,0,-0.0178700436455133,0,0,0,0,0,0,0.0736342384390772,-0.0525011595731461,0,0,0,0,0,0,0,0.0315299896995538,0,0,0.153436139443776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108621623753912,0.122897836306481,0.162391593908591,0,0.147817485077935,0,0,0,0,0,0,0.269222754805413,0,0
X601988.CH.EQUITY,0,0,0.100131591030941,0.482162046584041,0.0822867323345566,0,0,0,0,-0.00277481050217647,0,0,0.214033947081049,0,0,0,0.0721072157071286,0,0,0,0,0,0.0399078126685707,0,0,0,0,0,0,0,0.0219654516695628,0,0,0,0,0,0.0299742676486164,0,2.16840434497101e-19,0,0,0,0.0368874378677319,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0917766600328632,0,0,0,0,0,0,0,0,0,0,0.000486229391063172,-0.107453474852868,0,0,0,0,0,0,0.145840207008939,0,0.167803391695257,0,0,0.120095707901755,0,0,0,0,-0.044782723002266,0,0.104010535199795,0,0,0,0,0,0.331829924359471,0,0,0,0.203097416967447,0,0.0525892406246702,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0292071782714915,0.00625998819302267,0,0,0,0,0,0.0764448499027631,0.0887990146333411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121962409217599,0.440023042133421,0.0111915445673881,0,0,0,0,0,0.0283017250908197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962059227032824
