,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0567132496484557,0,0.138743761382925,0.176388633022178,0,0.351767208454446,0,0,0,0,0.000600259388103156,0.131828532270952,0,0,0,0,0,0,0,0,0,0.0118754274196103,0,0,0,0,0.10402778519815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.209359393412174,0,0,0,0,0,0,0,0.217046705700316,0,0,0,-3.46944695195361e-18,0,0.0746853673426145,0.14422512551405,0,0,0,0.213000398491982,0,0,0,0,0,0,0,0,0,0.0778555590281011,-0.0608366633337582,0,0,0,0,0,0.0682630628084832,0,0,0,0,0,0,0,0,0,0,0.0720878018587572,0,0,0,0
X601939.CH.EQUITY,0.263703565989893,0,0,0,0,0,0,0,0,0,0,0,0.425688078570428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191838922566647,0,0.106013088314247,0,0.00656095596611268,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.342767718243916,0,0.0423601299945124,0,0,0.467202468084034,0,0,0,0,0,0,0,0,0.0359576698824306,1.38777878078145e-17,0,0,0,-0.010943570578281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112846211478616,0,0,0
X5.HK.EQUITY,0,0,0,-0.0469185085410512,0,0,0,0.264336479552164,0,0,0,0,0,0.328541908634391,0,0,0,0,0,0,0,0,0.627877798347114,0,0,0,0.09109466671135,0,0,0,3.46944695195361e-18,0,0,0,0.212095163760501,0,0,0,0,0,0,-0.360931283742153,0,0,0,0,0,0,-0.0666154625634931,0,0,-0.0626630787240064
X601988.CH.EQUITY,0.13691219594567,0,0,0.0492457263240577,0,0,0,0,0.200934240863306,0,0,0,0.143708761388815,0,0,0,0,0,0.0210261720172915,0,0.168428949274521,0,0,0,0.0277339871864574,0,0,0,0,0.0495430034543337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186340364094748,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.148252359035448,0,0,0,0,0,0,0,0.359133598295524,0.02491963171201,0,0,0,0,0.182318553976116,0.271540848907276,0,0,0,0,0,0,0.266985529698178,0,0,0,0,0,0,0,0.0124239587476062,0,0,0,0,0,0,0,0,0,0,0,0.0745769656052325,0,0,0
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214808921881895,0,-0.122350818858192,0.119638181625171,0,0,0,0,0,-0.622143686744381,0.655404934089513,0,0.103826745043431,0,0,0,0.505218818693898,0,-0.430598729418311,0,0,-0.369172461088744
