,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.113839728037446,0,0.0858146279869018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412293490737808,0,0.499640280839035,0,0,0.151182164248923,0,0,0,0,-0.148871580662107,0,0,0,0,-0.166670156387858,0,0,0,0,-0.808351509443164,0,0,0,0,0,0,0.0905799388591867,0,0,0
X601939.CH.EQUITY,0,0,0,0.269589495984288,0,0,0,0,0.189493960267806,0,0,0.00595602755393437,0,0.160503574216184,-0.00444032669076005,0,0,0,0,0.0453333897062681,0,-0.0203795451310903,0,0.0154967666285923,0,0,-0.0510731831509519,0,0,0,0,0,0,0,-0.0903105415729901,0,0,-0.0655879126854695,0,0.0494995776435857,0,0,0,0,0,0.450758817821355,0,0,0,0,-0.134123664135884,0
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0666042971926443,0.295227985586818,0,0,0,0,0,0,0,0,0,0,0,0,0.0494320888387505,0,0.129325706754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328769269963805,0,0,0,0.026416964607932,0,-8.67361737988404e-19,0.0745015036197217,0,0,0,0
X601288.CH.EQUITY,0,0.615300677444962,0,0,0,0,0,0,0,0.0459070489283264,0,0.0139091754033086,0.125888416770685,0.0479031125732788,0,0,0,0,0,0,0,0.0360803927128658,0.182152651816751,0,0,0,0,0,0,0,0,0,0,-0.102766171610826,0,0,0,0,0,0,0,0,0,-0.0566981315055452,0,0,0,0,0,-0.0727578875198164,0,0
X601988.CH.EQUITY,0,0,0,0.388661011142412,0,0,0,0,0,0,0.230015330730705,0,0,0,0,0,0.224301274107313,0,0,0.137455875545025,0,0,0,0,0,0.0656507178830225,0,0,0,0,0,0,0,0,0,0,0,-0.542435862334165,0,0,0,0,0,0.0881484602931981,0,0,0,0,0,0,0,-0.292122744685487
X600036.CH.EQUITY,0,0.123255087680084,0.00874303222672494,0,0,0,0,0.121267680654123,0,0,0,0,0.0788453751364579,0,0,0,0,0,0.0359090000928165,0.041849781543869,0.0841938620776659,0,0,0,0,0,0,0,0,0,0,0,0,0.361261374841789,0.103588258783551,0,0,0,0,0,0,0,0,-0.0614254924016775,0.0450812193450026,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0222616354932943,0,0,0,0,0,0,0,0,0,0.153297201350795,0,0,0.118442272198908,0,0,0,0.302348493159034,0,0,0,0,-0.114743483161821,0.0467227200941635,0,0,0,0,0.0397021305428302,0,0,0,0,0.0493452408133385,0,0,0,0,0.0261669019702032,0,0,0,0,0.337757113946353,0.0360899318144117,0,0,0,0.0345413285906493,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.339586617052824,0,0,0,-0.161410214137757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0339328882020955,0,0,0,0,0,0,0,0,0.0678669243507686,0.168503411828539,0,0.0973728774040024,0,0.130085921906768,0.0707587616479733,0,0,0,0.138541259522991,0,0,0,-0.0605993284530193,0,0,-0.00439727614340878
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457177265630205,0,0,0,0,0,0,0.0419270046260351,0.53671449478419,-0.338871738077033,0,0.593081170432568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469995703294678,0,0.21374620201377,0,0
X388.HK.EQUITY,0,0,0.273870873551395,0.0279704388498941,0,0,0,0,-0.029176445843182,0,0,0.0103757625483253,0,0,0,0,0,0,0,0,0,0.196104724732942,0,0,0,0,0,0,0,0,0,0,0,0,0.142200855015198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
