,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,8.67361737988404e-19,0.0978573483664794,0,0,0,0,0,-0.0303961122388972,0,0,0,0,0,0,0,0,0,0,-0.077434605897974,0,0.461933248100554,0.439775405945738,0.0620782868950145,0,0.176366380005782,0,-0.223911509656996,0,-0.0477842889584795,0,0,-0.0738856624082644,0,0,0,0,0,0,0,0,0,0.0543541558540861,0,3.46944695195361e-18,0,0,0,0,0,-0.0345349314302377
X601318.CH.EQUITY,0,0,0,0,0,0.199656885177607,0,0,0,-0.0655155309266439,0,0,0.104289286659686,0,0,0,0,0,0.0491429340649837,0,0,0,0,0,0,0,0,0,0,0.19569992222339,0,0,0.0218001450386428,0,0,0,0.25209308802538,0,0.045289210732277,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0
X601939.CH.EQUITY,0,0.0642855554076639,0,0.814591099281637,0,0,0,0,0,0,0,0,-0.030876777909915,0.014021924860395,0,0,0.0778886401222728,0.0430655415428129,0.021393109244528,0,0,0,0,0,0,0.0177669226356301,0.0271211981980429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240588173772101,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.912751414061328,0,-0.0828865175405862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139736190433139,0,0,0,0,0,0,0.0665451009942888,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171393042440102,0,0.00385919184466301,-0.0732751720998767,0,0,0,0,0,0,0,0,-0.0531173536776596,0
X601628.CH.EQUITY,0,0,0,-0.0346576175911365,0,0,0,0,0,0.149065268241985,-0.106042161307884,0.3983882323301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042522342683608,0,0,0.665130781361225,0,0,0,0,0,0,0,0,0.225004964511393,0.0337923169388046,0,0,0,0.0637763445564759,-0.0330122538923051
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.148230543913789,0.0923448467171079,0,0.043118955296161,0,0,0,-0.0128697918908317,0,0,0,0,0,0,0,0,-0.074540807054242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107544637669704,0,0.00764023656721031,0,0,0,0,1.04721996386421,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.15727413641529,0,0,0,0,0.128047875900254,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205875595214466,0,0.417838907203212,0,0,0.0890968402001645,0.385129178006366,0.16459889071071,0.0943062869495727,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.176597877590836,0,0,0,0,0,0.0893976875444122,0
X5.HK.EQUITY,0,0,0,0,-0.0262398370006476,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588594130394746,0,0,0,0,0,0,0.277036806486072,0,0.462350545198624,-0.155865680168121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436865895264151,0,0,0,0,0.126035842926902,0.0710516902564218,0.00813897063344186
X388.HK.EQUITY,0,0,0,0,0.188539735129442,0,0,0,0.0679380981394585,0,0,0,0,0,0,0,0,-0.239972702170136,0,0,-8.67361737988404e-19,0,0,0,0.364588638581472,0,0,0,0.0846570466432208,0,0.0932424111548529,0.0450050961654392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248700833477388,0.0466893292986279,0,0,-0.199916908465598,-0.00353732075288646,0
