,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.262833796985854,0,0.179439793238278,0,0,0,0,0,0,0.122499384255284,0,0,0,0.0675093418082117,0,0,0.00124399212112396,0,0,0,0,0,0,0,0,0,0,0,0.145382949408118,0.0150765302449307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.194583365970709,0
X601939.CH.EQUITY,0.4539428727166,0,0,0.0809018597461616,0,0,0,0,0,0,0,0,0,0.103450150786481,-0.149124657528999,0,0,0,0,0,0,0,0,0,0,0.269586325283851,0,0,0,0,0,0,0,0,0,0,0,-0.0210390927798908,0,0,0,0,0,0,0,0,0,0.142316702054083,0.0714791665615986,0,-0.074952435284871,0
X601318.CH.EQUITY,0,0,0,0,0.152115166501465,0.160675004362274,0,0,0,0,0,0,0.0309731349727221,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.136964652411634,0,0,0,0,0,0.0569381609425964,0,0.0308150399255032,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296455289979514,0.0946782723915886,0,0,0.174268083470328,0,0,0,0,0,0,0,0,0.185006646444564,0,0,0,0,0.0447851364976382,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119212928118964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.483259312788745,0,0,0,0,0,0.30937644627099,0,0,0,0,0,0.190093294527669,0,0.142564227587506,0,0,0.0540753073737946,0,0,0,0.0378399595278988,0,0,0,0,0,0,0,0,0,0,0,0,-0.528310601979495,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.258400577676598
X600036.CH.EQUITY,0,0.0497362010812131,0,0,0,0,0,0,0,0,0,0,0.169961831210375,0,0,0,0,0.028635584999185,0,0,0,0,0.20793600094977,0.0133284571004697,0,0,0,0,0,0,0,0,0.357855306731747,0,0,0,0,0,0,-3.46944695195361e-18,0,0.11213267773645,0,0.142519891151317,0,0,0,0.00285094049010302,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.212712225115564,0,0,0.434887920551538,6.93889390390723e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0708877243005617,0,0,0,0,0,0,0,0,0,0,0.0405805293098921,0,0.0777521349194106,2.16840434497101e-19,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0282956363905445,0,0,0,0,0,-0.103988435832065,0,0,0,0,0,0,0,0,0,0,0.302882613004481,0.147965351584409,0,0,0,0,0,0,0,0.100284943564162,0,0,0,0,0,0,0,0,0.0457040442141632,0.180897938426318,0,0,0,0,0,8.67361737988404e-19,0,0,0.147050582364859,-0.0373560030193604
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363041620748175,0,0,-0.0781773693335529,0,0,0,-0.405456192643432,0,0.629779554417928,0,0.0661278580007786,0,0.695753463613482,0,0,0,0,0,0,0,0,0,0,0.0433631222816394,0,0,0,0,0,0,-0.135913218946036,0,0.257831407142272,0,0,0,0
X601658.CH.Equity,0,0,0,0.0780667939170358,0.0729981153559526,0,0,0,0,0,0,-0.0453941794097549,0,0.0980915592720452,0,0,0,0.143785902126171,0,0,0.289182113042036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318553605545108,0,0.10952650895739,0,-0.150133623722896,-0.154210473695019,0,-8.67361737988404e-19,0,-6.93889390390723e-18,0,0,0,0,0,0,0
