,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.109359829690987,0,0,0,0,0,0,0,0,0,0,0,0.606554293211801,0.462369592372373,-0.0834571195187702,0,0.0976630130418349,0,0,-0.00143544849043221,0,-0.113851037613542,0,0,-0.246662513801796,0,0,0,-0.434927186614432,0,0,0,0,0,0.059056016474549,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0744028304674999,0,0,0.327466513020169,0,5.42101086242752e-20,0,0,0.066383351925949,0,0,0,0.0398586066330876,0.167574636158702,0,0.105307280751106,0,0,0,0,0,0,0.0155145043070319,0,0,0,-0.0152518885649656,0,0,0,0,0,0,0,0,0,0,-0.0283651956904346,0,0,-0.0156370501927258,0.0133284162417864,0,0,0,0,0,0,0,0.300083074225683,0,-0.105542591172538
X601288.CH.EQUITY,0,0,0.33651184129375,0,0.328362978275414,0.0531912454200996,0,0.0309144125151288,0,0,4.33680868994202e-19,-0.00470417714152833,0,0.100974714794008,0,0.0443380261929989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574542815891066,0,0,0,-0.0075540482896138,0,0,0,0,0,0.0327013920525662
X601988.CH.EQUITY,0,0,6.93889390390723e-18,0.333351795463922,0,0,0,0,0,0.410994601886032,0,0,0,0,0.147952247179182,0,0,0,0.0567396587362017,0,0,0,0.0924686205322838,0,0.0255892683832026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.351331941561696,0,0,0.067056475249865,0,0,0,0,0,0,0,-0.151555135356303
X600036.CH.EQUITY,0,0,0.282961517385157,0,0,0,0,0.11062309279466,0.108771554508192,0,-0.00238314506206773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067786220529759,0,0,0,0,0,0,-0.0280467614741518,0,0.232054105944139,0,0,0,0,0,0,0,-0.0396861001453507,0,0,0,0,0,0.125620593263263,0,0,0,0.0188613416028406
X601628.CH.EQUITY,0,0,0,0,0,0.341786313809202,0,0,0,0,-0.0736093641411202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186291698299148,0,0,0.0814180032705081,0.0388300257519767,0.0744900817960066,0.0448651398552724,0,-0.0305331745346172,0.0482481436861603,0,0.129068948835305,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0778246118679588,0,0,0,0,0,0,0,0,0,0.0334217864413682,0,0,0,0,0.185361297074337,-0.0589917020707104,0,0,0,0,0,0,0.161084503069875,0,0,0,0,0,0,0.0219230552061587,0.0386165684604354,0,0,0,0.173025914241745,0.117238439444418,0,0,0,0,0.444533561202489,0,0,0.0890966064954501,0
X5.HK.EQUITY,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.113578581732103,0,0,-0.397007444885104,0.889652956119839,0,0.0748792987298657,0,0,0.666331855446568,0,0,0,0,0,0,-0.235815965159681,0,0,0,0,0,0.196525929871528,0.135503923281474,0,0,0,0,0,0.123274824401566,0.106332644038531
X601658.CH.Equity,0,0,0,0,0.00989857226801907,0,0,0,0,0,0,0,0,0,0,0,0,0.212185023834459,0.0385799010872965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250021803096985,0,0,0,0,-0.0132534766860692,0,0,0,0
X388.HK.EQUITY,0,0.350299289279127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309570687412581,0,0,-0.374947585634287,0,0.117632742046852,0.0874210697691742,0,0.361718516904651,0,0,0,0,-0.0857271314390896,0,0,0,0,0.109364720726453,0,0,0,0.439553860472616,0,0,0,0,-0.291446138034417,-0.0383446213255312,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.00317667341163241,0,0,0,0,0,0,0.232867937220046,0,0,0,0.0127188787449573,0,0,0,0,0,0.0224251022186172,0,0,0,0,0,0,0.0395639696553449,0.362944655536235,0,0,0.0968384469666827,0,-6.93889390390723e-18,0,0.0480494375895421,0,0,0,0,0,0.00140328259707045,0,0,0,0,0.0478485532257928,0
X601166.CH.EQUITY,0,0.101549058575549,0.1591013572395,0.0826396620034223,0.076343977901662,0,0,0,0,0.0262843109634383,0,0,0,0,0,0.349189425664514,0.103308837401278,0,0.0288055232147613,0,0,0,0.0468128539513722,0,0,-0.00696086794794041,0,0,0,0,0,0.018307677921765,0,0,0,0,0,0,0,0.0119957586460311,0,-0.0123324986370595,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.355020836846005,0,0,0,0,0.00410971403700067,0,0,0,0,0,0,0,0.125714136089484,0.0737050751908643,0,0,0,0,0,0,0,0,0,0,0,0,0.124993604381768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794905015898728,0,0,0.0390283227315836,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.0997319626683406,0,0.0262994060912898,0,8.67361737988404e-19,0.588226745807254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745113964019388,0,-0.0954284828036202,0,0.13948154945437,0,0.0652426037391979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0521135206821162,0,0.0223699009758102,0.0354022177925964,0,0.030003840641047,0,0.513870037084824,0.0452808435205434,0,0,0,0,0,0,0.159552512332838,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00751075193731578,0,0,0,0,0,0.121771520393773,0,0,0,0,0,0,0,0,0.0416016164571648,0,0,0.16806529583846,0.0838334781553141,0.116062960238662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278364543557077,0.0803034238481646,0,0,0,0.00537394628777381,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816666687391661,0,0,0.125626387468834,0,0,0,0,0,0,0,0,0,0.286822878277198,0,0,0,0,1.73472347597681e-18,0.178242287340353,0,0.180625468198236,0,0,0.0792844404812125,0.0145086755685879,0,0,0,0,0,-0.0687330836535667,0
