,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.101882821967274,0.0639495372831001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143637955497643,0,0,0,0,0.145908851340187,-0.288895043905189,0,0,0,0,0.694979131141907,0,-0.129549033041183,0,0.1393330570077,0,0,0,-0.00681746283024938,0,0,0,0.0725901574367273
X601318.CH.EQUITY,0,0,0,0,0,0,0.214262135491746,0,0.165099642306456,0.0183648757882815,0,0,0,0,0,0.00643907653806056,0,0,0,0,0.0712748134419196,0,0,0,0.133018153554598,0,0,0,0.0019859700519044,0.0585880657124059,0,0.0382682924644463,0,0,0,0,0.25818045072025,0,0,0,0,0.0860179461537372,0,0,0.0488750524981009,0,0,-0.0595629295763402,0,0,0
X601939.CH.EQUITY,0.399682424592909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252888773817441,0,0,0,0,0,0,0,0,0,0,0.051372614231176,0.0495185883459648,0,0,0,-0.252549055478905,-0.153022958218176,0,0,0,0,0.500863877797218,0,-0.0177583707266121,0,0.0772490047273946,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.219768247909648,0.166373683640674,0,0.571210128712795,0,0,0,0.211908915219461,0,-0.163059540579706,0,0,0,0,-0.0932831728029866,0,0,0,0,0,0,0,0,0,0,-0.706356391589018,0,0,0,0,0,0,0,0,0,0.373547787019334,0,0.00255549074138241,0,0,0.11715737339595,0,0,0
X5.HK.EQUITY,-0.0678234780125273,0,0,0,0,0.00970877855839925,0,0,0,0,0,0,0,0,0,0.422587890101365,0,0,0.494866746635817,0,0,0.0449246792339277,0.0686131915911136,0,0,0,0,0,-0.130427942190687,0,0,-0.162307315820276,0,0,0,0,0,0,0,0,-0.147345297811712,0.204439341159229,0,0,0,0,0,0,-0.124837833521795,0,0
X601988.CH.EQUITY,-0.285924324286694,0,0,-0.0200760429223116,0.452504933918249,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0824880922196679,0,0,0.709299220157431,0,0.00967570774375611,0,0,-0.56784474919173,0,0,0,0,0,0,0,0,0,0,0.175363610339658,0,0,0,0,0.105091204625817,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0283982600693244,0.10031544992823,0,0.626749765352094,0,0,0,0,0,0.0283000719088673,0,0,-0.0502450550038279,0.0443605579157231,0,0,0,0,0,0.0304005713648703,0,0,0,0,0,-0.0815751585505534,0,0,0,0,0,-0.0518509722042789,0,0.115859216566402,0,0,0,0,0,0,0,0,-0.293051536645865
X1299.HK.EQUITY,0,0.026193892816419,0,0,0.139481787370431,0.0218934449346519,0,0,0.113709385460514,0,0,-0.0546846857818229,0,0.0480156825396279,0.244148824000386,0,0,0,0,0,0,0,0,0,0,0.123285774268165,0,0,0,3.46944695195361e-18,0.178361202958941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0399441460193407,0.0240917654483284,0.0792686560437812,0,0,0,0.00692159422704507,0,0,0,0,0,0.342758150489776,0,0,0,0,0,0,0.0679408579547899,0,0,0,0.0542391280815944,0,0,0,0,0.0119512050453698,0,-0.0578073508992086,0,0,0,0.143056064663508,0.159776304742136,0,0,0,0,0,0,0,0,0.0776854046820125,0,0,0,0,0
X601328.CH.EQUITY,0,0.0360802276373635,0.0798969958633009,0.061385766981307,0,0,0.574445943277765,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.283796556946408,0,-1.0842021724855e-19,0,0.212803821420139,0.148531843327429,0,0,0,0,0,0,0,0,0,0,0,-0.0886389401121025,0,-0.061338599327627,0,0,0,0.0212225277428697,-0.28601100155817,-0.00364475680088516,0,0,0,0
