,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.258674065836809,0,0.154918211064051,0,0.128858469096656,0,0,0.276833942595941,0.0858357710181558,0,0,0,0,0,0,0,0,0.00624094944699524,0,0,0,-0.112463471577641,0,0,0,0,0,0,0,0,0,0,0,0,0.0321121493519578,0,0,0,0,0,0,0,0,0,0.11782635600221,0.0132365780610995,0,0,0,0,0
X601939.CH.EQUITY,0.479947590171067,0,0,0,0,0,-0.0319318681713603,0,0,0,0.169556142826528,0,0.266062327092361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000423264105304895,-0.0148071842229276,0
X601318.CH.EQUITY,0,0,0,0,0.0129036645827782,0,0,0,0,0,0,0.188004255764681,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153701400399647,-6.93889390390723e-18,0.0918269288242618,0,0.16553676649287,0.206706889997074,0,0,0,0,0
X601288.CH.EQUITY,0.429830936994773,0,0,0,0.343590688320127,0,0,0,0,0,0,0,0,0,0,0,0.0790495917538663,0,0,0,0.0740476583310752,0.0324959269064834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.324267014888803,0,0,0,0,0,0,0.256763298666543,0.144389609181015,0,0.0711077915210849,0,0.0106907289070512,0,0,0.129211885428737,0,0,0,0,0,0.0379021863851438,0,-0.0213046820654659,0,0,0,0,0,0,0,0,0,0,0,0,0.041031214639572,0,0,0,0,0,0,0,0.0242523226633093,0,0,-0.021730196400838,0.0107466612878263
X600036.CH.EQUITY,0,0,0.0210302853051232,0,0,0,0,0,0,0,0,0.409099221973553,0,0,0,0,0,0,0,0,0,0,0.052591849550942,0,0.12224713286293,0,0,0,0,0,0,0,0,0,0,0,0,0.0838465304239906,0,0.058348062604756,0,0,0,0,0,0,0,0,0,0.260910072878029,0,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0835238565259222,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0998919647418337,0,0,0,0,0.088035295664111,0,0,0,0,0,0.177833789753194,0,0,0.0875500427035134,0,0.207098677509334,0,0,0,0,0,0,0,0,0,0.0100538889844932,0,0,0,0.162050286827792,0,0,0,0
X5.HK.EQUITY,0,-0.123057399406924,0,0,0,0,0,0,0,0,0,0,0,-0.025907087437925,0,0.315442264344381,0,0,-0.251842332906241,0,0,0,1.00743868394877,-0.863078265339854,3.46944695195361e-18,0,0.551726276629521,-0.0311407127867169,0,0,0,0,0,0,0,0,0,0,0,0,0.341876346882355,0,0,0,0,0,0,0,0,0,0.0613177241819532,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0853485873299969,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.250547727023927,0,0,0,0.34819749306441,0,0,0.0648822902294456,0,0,0,0,0,0,0.00769726336131835,0,0,0,0,0,0,0,0.0144846940774381,0,0,0,0,0,0,0.072246919343664,0
X601658.CH.Equity,0,0,0,0.216599065784162,0,0,0,0.0455591381506464,0,0,0,0,0,0,-0.0826271016650395,-0.199095402017735,0,0,0,0,0,0,0,0,0,0,0,0,0.836811720066075,-0.143221633029469,0,0,-0.184512224613166,0,0,0,0,0,0,0,-0.188792454982845,0,0,0,0,1.0092560159706,0,0,0,-0.130742704718679,0,0.200854057658931
X601328.CH.EQUITY,0,0,0,0.260571378869757,0,0,0,0,0,-0.0792947117871904,0,0,0.301713166585172,0.0143681243431287,0,0,0,0,0,0.153274659724244,0,0,0,0,0,0,0,0,0,0.029406545628129,0.180836743984189,0.0333567269911118,0,0,0.106188306337381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262559788814387
X601166.CH.EQUITY,0,0.0376448427325054,0,0,0,0.16005826122423,0,0,0,0.0177812520278991,0,0,0,0.0198073970133109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254328781081582,0,0,0,0,0,0.00115104973730315,0,0,0,0,0.014402750183733,0.25610632062272,0,0,0,0.216005119855575,0,0,0.0304864547790406,0.0168643861434953,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0603396691026176,0,0,0,0,0,0,0,0,0.475155115472215,0,0,0,0,0,0.202741273557144,0,0,0,0,0,0,0,0,0.0889772138675284,0,0,0,0.0374800071437949,0,0,0.00435039989938639,0,0,0.0458558704386017,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.00801747951616309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106018880101837,0,0,0,0,0,-0.0412650743382476,0,0,0.0704842086646836,0,0.509675174735223,0,0.146676023382454,0,0.158142822536176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0.111470142609777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597009407259002,0,0,0,0.10858198744307,0,0,0,0.0628045285258145,0,0,0,0,0,-0.0787890675220719,0,0.197279688115795,0.056729607869062,0.234673581663059,0,0,0.251119711610024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.196427362084718,0,0,0,0.477016938017968,0,0,0,0.0306001599277273,0,0,0.00444526558536496,0,0,0,0,0.00532200952404041,0,0,0,0,0,0.0587868927088538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158973276614871,0,0,0,0,0,0.00267406282131188,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080495590895938,0,0,0,0,0,0.0183642310502904,0,0.22425203100814,0,0.249124861649525,0,0,0,0,0,0,0,0,0,0.29804526963699,0,0,0,0.14176685310866,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.148729554003684,0,0,0.0367539762536639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257312534943715,0.270203982022048,0,0,0,0,0,0,0.0658698784269989,0,0,0,0,0,0,0,0,0,0,0.119613838361408,0,0,0,0,-0.102499392229202
X000001.CH.EQUITY,0.314608809982034,0,0.212724609599464,0,0.0288395605638724,0,0,0,0,0.138877353844416,0,0,0,0.0729165963441624,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.058053176168847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163876188154234,0,0,0,0,0,0.0902114580110324,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.114984407674983,0,0,0,0,0,0,0.294684405825331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279990360174051,0,0,0,0,0.0364045082354756,0,0,0,0,0,0.00361417184543733,0,0,0,0,0.116409374353042,0,0,0,0.0798080520807553,0.0611050002869428,0,0,0,0.00920511219658241,0
X601319.CH.EQUITY,0,0,0.100261959399747,0,0,0,0,0,0.139026640408863,0,0.197288204025712,0,0.0285518462336161,0,0,0,0,0,0,0,0,0.119613587020989,0,0,0,0,0.0703917082575416,0,0,0,0,0,0,0,0.252099523161679,0.00386688422482137,0,0,0,0,0.036411907603714,0.0171409173953688,0.0190057411382747,0,0,0,0,0,0.0165693419521409,0,0,0
X601601.CH.EQUITY,0,0,0.00989400366304803,0.131862088400418,0,0,0.101410469518565,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0503696097164198,-2.77555756156289e-17,0.394334692622775,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128433680106701,0,0.0271294897811238,0,0,0,0,0.0865356641263758,0,0,0,-0.00294204140980346
