,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0327474268676306,0,0,0,0,0,0,0,0,0,0,-0.050539649754469,0.565216598321677,0,0.85903977337307,0.0697889101911086,0,0,-0.121677786378969,0,0,-0.195038192897701,0,0,0,0,0,-0.00299172175153968,0,0,-0.314358161236784,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0843054440481124,0,0,-0.0106043504289133,0,0,0,0,0.0451830772508351,0,0,0,0,0.302692150968258,0,0,0,0,0,0,0,0,0,0.0986389078076635,0,0,0,0,0,0.618800641685765,0,0,0,0,0,0,0,0,0,0,0.0122478098551141,0,0,0,-0.0489942327457412,0
X601939.CH.EQUITY,0,0,0,0.808903265582069,0,0,0.0653527104509551,0,0,0,0,0,0.0305565037806627,0,0,0,0.0248164711028961,0,0,0,0,0,0.0107434072648147,0.00717143335007647,0,0,0,0,0,0,0,0.0416323500979358,0,0,0,0.00978646782194239,0,0,0,0,0,0,-0.0132932562310899,0.0250917394516914,0,0,0,0,0,0.0499564301664527,0,0
X601288.CH.EQUITY,0,0,0.910940137496466,0,-0.0667914175115769,0,0,0,0,0,0,0,0,0,0,0,0,0.114329494849055,0,0,0,0,0,0,-0.0144787685341152,0,0.0597393966031005,0,0,0,0,0,0,0,0,0,-0.092925120934681,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485973167335592,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.135174699754041,0.849066624145821,0,0,0,-5.55111512312578e-17,0,0,0,0,0,0,0.116914844783956,0,0,0,0,0,0,0,-0.0651801098559708,0,0,0,0,0.188237290450726,0,0.0350783222111442,0,-0.112840314495844,0,0,0,0.037346724850707,0,0,0,0,0,0.0931608588923716,0.00476586756339367,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,1.21235684214515,0,0,0,0,0,0,-0.248904113236241,-0.211843238755435,0,0,0,0,0,0.0198334608997129,0,-0.0910765405255105,0,0,0,-0.053157405460266,0,0,0,0,0,0,0,0,0,0,0,0.0392371563765014,0,0,0,0.00873341616624337,0,0,0
X600036.CH.EQUITY,0,0,0.388438996504836,0,0,0,0,0,0.0387881139408957,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0.0668993248193282,0,0.0665891213471034,0,0,0,0.400298858695011,0,0,0,0,0.0112612835551263,0,0,0,0,0,-0.00395139917348121,0.0521330641315933,0.0274327805666748,0,0,0,0,0,0.0660264682140584
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.319642229365353,0.0376528239859117,0,0.0721973976478659,0,0,0,0,0,0,0,0,0,0,0,-0.20440278711203,0,2.77555756156289e-17,0,0,0.0209723532445251,0,0.215784355403282,0,0,0.0601522042216223,0,0,0,0,0.0366270005735369,0,0,0.0682715274335401,0,0,0,0.427366170191655,0,0,0,0.0337761677389892,0.123396645202103,0
X5.HK.EQUITY,0,0,0,0,-0.168205961037402,0,0,0,0,0,0,0,0,0,0,0,0.269310634975811,0,0,0,0,0.167244482100724,0,0,0,0.307476393018647,0.0690401915301986,0,0,0.139600766497213,0,0,0,0,0,0,0,0,0,0,0,0,0.178706059496698,-0.0132828355983911,0,0,0,0,0,0,0.141558890366845,0.222410271115997
X388.HK.EQUITY,0,0,0,0,0.172346979063878,0,0,0,0,0,-0.0424621701147077,0,0,0,0.0820067399258304,0,0.0400187088108563,-0.127472221874363,0,0,0.0561502943897624,0.00498120388073421,0,0,0,0,0,0.517795340170842,0,0,0,0,0,0,0,0,0.274208758492184,0,0,0,0,0,0,0,-0.20682417990264,0.0202028293149114,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.20250315886303,0,0,0,0,0,0,0,0,0,0.0861121380903585,0,0,0,0.200034114842633,0.0695395592666585,0,-0.261055680847242,0,0,0,-0.0976895121474244,0,0,0,0,0,0.0594586035153621,0,0,0,0,0,0,0,0,0,0,0.460432125818276,0,0,0,0,0,0,0.0348791776745076,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.137050047285102,0,0,0,0,0.0328078010226095,0,0,0,0,0.0283984621361647,0.187930262767506,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.567338567908572,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0369841854563924,0,0,0.00253813652464698,1.38777878078145e-17,0,0,0,0
