,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,-0.127867594387792,0,0,0,0,0,0,0,0.153422085681049,-0.0786255965975544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0745109652313918,0.155358328874298,0,0,0,-0.213858555380614,0,0,0,0,0.56993013888509,-0.0623730709453808,0.0766339391936792,0,0,0,0,0,0,-0.0329154868779189,0,0.104163514853422
X601318.CH.EQUITY,0,0,0,0,0,0,0.0472563901664297,0,0.169108227858024,0.0261529834409013,0,0.0473155371451748,0,0.237981582599547,0,0,0,0,0,0,0,0,0,0.116686454885672,0,-3.46944695195361e-18,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.128787648346588,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410435775911326,-0.0867068092983661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302908728093988,0,0,0,0,0,0,0,0,0,0,0,0.0863924445105528,0,0,0,0,-0.23892342036912,-0.143351757791463,0,0,0.53247817419772,0,0,0,-0.0275915880790326,0.131116367686551,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0372779584007581,0,-0.120829002007005,0.147772383053358,0,0.548131135377078,0,0,0,0.0658557338290842,0,-0.180245444146762,0,0,0,-0.0618460575846486,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.797463756552457,0,0,0,0,0,0,0,0,0,0,0.359606045645854,0,0,0,0,0.204030953031264,0,0,0,-1.38777878078145e-17
X5.HK.EQUITY,-0.215830408330762,-0.154315916636166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287026661217996,0,0,0,0.237523390795621,0.0749298362922256,0,0,0,0.435669721185103,0,0.00627327921866063,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109416038042892,0,0.232721734800379,0,0,0,-0.0300919536063602,0,-0.0274544138199534,0,0.053363354120367
X601988.CH.EQUITY,0.137210786623761,0,0.0150759946147572,0.399151301021959,0,0,0.0352442048753872,0,0,0,0.177718506670051,0,0,0,0,0,0.196960473728115,0.148940177200416,0,0,0,0.0352952831647408,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892658680356512,0,0,0,0.123101127332255,0,0,0,0,0.0907814283937462,0.162561584405469,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0447934745799938,0,0,0,0.592282647961905,0,0,0,0,0.104990190921557,0,0,0.243766284672599,0,-0.106343652337861,0,0,0,0,0.055510314993458,0,0,0.0144879928403152,0,0.337711195772463,0,-0.183442973508808,0,0,0,0,0,0,0,0.0121622773828342,0,0,0,0,0,0,0,-0.216758610831305
X1299.HK.EQUITY,0,0.0923678480661041,0.0139418158405499,0,0,0,0,0,0.0248157810908786,0,0,0,0,0.144021111811942,0.222456874103599,0,0,0,0,0,0,0,0,0,0,0.0237363437122088,-0.00253487248934768,0,0,0.0207283938748949,0,0.304966870216507,0,0,0,0,0,0,0,-0.104676013061145,0,0,0,0,0,0,0.0778050318937069,0,0,0,0
X601628.CH.EQUITY,0,0.0323326905834671,0.00606481935281342,0.0454371820109125,0,0,0,0,0,0,0.0157633742799939,0,0,0.326610518461623,0,0,0,0,0,0,0,0,0.0763785943457303,0.00738911395399218,0,0,0,0,0,0,0,0,-0.0460572341196665,0,0,0,0.0556382406322938,0.230353594864816,0,0,0,0,0,0,0,0.131479134357306,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.608269008784492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279068605218585,0,0,0,0,0.0522951598604155,0,0,0,0,0,0,0,-0.036140794445977,0,0,0,0,0,-0.055910125244336,0,0,0,0,0.0428362115982662,0,0,0,0,0,0
