,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.288692051105669,0,0,0,0,-0.0518534113205305,0,0,0,0,0,0,0,0,0.121108010985234,0,0,0.142759858072482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194218672675357,0,0,-0.0575886697269016,0
X601318.CH.EQUITY,0,0,0,0,0,0.178033043675738,0,0,0.0552248122996814,0,0.0487483601822781,0,0.0780213437705599,0,0,0,0,0,0,0.461053615797154,0,0,0,0,0,0,0,0,0.0972562211560674,0,0.118682584793775,0,0,0,0,0,0,0.0643015919333364,0,0,0,0,0,0,0,0,0,0,0.0221622206532922,0,0,-0.156838872198178
X601939.CH.EQUITY,0,0,0,0,0.132717234907154,0,0.286122330591482,0,0,0.0642610227001256,0.0274673528146045,0,0,-0.122303390772195,0.0278321265296217,0,0,0,0,0,0.0765884042017418,0,0.459997750716031,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195282982233776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0776082177606918,0,0,0,0,0,0,0,0,0,0,0.203678236237519,0,0,0,0,0,0,0.126788491578279,0,-0.179228176199703,0,0,0.132144744912957,0,0,0,0,0.248525731243565,0.365382592399791,0,0,0,0,0,0,0,0,0,0,0.0650768287276457,0,0,0,0,0,-0.120582378071478
X601288.CH.EQUITY,0.16309227121805,0.00132544458604182,0,0,0,0,0.0937038227204967,0,0,0.0439416913963142,0,0,0,0,0,0.3217081561293,0,0,0,0,0.110309658537271,0,0.215012375056049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10110873580317,0,0,0,0,0,0,-0.051532964898391,0,0.0269875014702425,0,0,-0.048137230410292,0,0,0
X600036.CH.EQUITY,0.179177866152457,0.110236928829712,0,0.127032009888313,0,0,0.0264285600965032,0.0678638854934039,0,0,0,0,0.301272049686871,0,0,0,0,0,0,0,0,0,0,0,0.217457743588443,0,0,0,0.0487055314667969,0,0,0,0,0,0,0,0,0,0,0,0.0489915917025063,0,0,0,0,0,0,0,-0.0275014486816033,0,0,0
X601988.CH.EQUITY,0,0.218671979619254,0,0,0.202717785383185,0.271260180725506,0,0,0,0,0,0,0,0,0,0.155705665787068,0,0,0,0,0.1684635249289,0,0,0,0.0344146285449226,0,0,-0.0279155528999647,0,0,0.103974021509535,0,0,0,0,0,0,0,0,0,0,0,0,-0.150583181855953,0,0,0,0,0,0,-0.0453073541554788,0
X1299.HK.EQUITY,0,0,0,0,-0.183628023119596,0,0,0,0,0.336054426911234,0,0,0,0,0,0,0,0.131466065597466,0,0,-0.0294121100124139,0,0,0,0.0492646920827136,0,0.424886903386847,0.127029727162762,0.0983313797546569,0,0,0,0,0,0,0,0,0.00173438379942011,0,0,0,0.0486528357233486,0.0110785901161435,0,0,0,0,0,0,0.0280253841779795,0,-0.0613615051933118
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.121742358873279,0,0,0,0,-0.0671249473395751,0,0,0,0,0,0,0,0,0.433519937869641,0.0842589361819176,0,0.036900781795736,0,0,0.135636474427691,0,0,0,-0.00209515349466757,0,0,0,0,0,0.30691397002693,0,0.183708856521847,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0905622052448392,0,0.109049769600791,0,0,0,0,0,0,0,0,0,0,0.352039667505212,-0.0443060726007545,6.93889390390723e-18,0.0265530592115759,0.0153002263007872,0,0,0,0.357368632846235,0,-0.197140109437611,0.304594903373242,0,0,0,0,0,0,0.154639025632535,0,0,-0.296152500609594,0.0718871908593483,0,0,0,0,0.177479843404868,-0.0739540984668264
