,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.00107228283449,0,0,0,0,0,-0.040419736203779,0,0,0,0,0,0,0,0,0,0,0,0,0.515391225306227,-0.11411350861144,0.660605117554156,0.00755352186213761,0,0,0,-0.196293128874172,0,0,0,0.243029070644278,-0.309770222756443,0,0,0,0,0,-0.0546968176091775,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0.0117198559299371,0,0,0.195524765385621,0,0,0,0,0,0,0.113518230596168,0,0,0,0,0,0.132776727492638,0,0,0,0,0,0,0,0,0.133666733648386,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.228553956007991,0,0,0,0,0,0,0,0,0,0,0,-0.0156678780482717,0
X601939.CH.EQUITY,0,0,0,0.831721920781806,0,0.0208010590696039,0.0104845691871357,0,0,0,0,0,0.00454200907694425,0,0,0,0,0,0.0667285672118334,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0144963008329757,0,0.0439627367445412,0,0,0,0,0,0,0,0.0718593916405166,0,0,0,0,0,0,0.0223281083945513,0,0,0
X601288.CH.EQUITY,0.0117751538772379,0,0.884429922507762,0,-0.0868627194839237,0,0,0,0,0,0,0,0,0,0.0064114811728289,0.0550306684392195,0,0.128366761913137,0,0,0,0,0,0,0,-0.0258858181714575,0,0.0519826979376567,0,0,0,0,0,0,0,0,0,0,0,0,-0.11575252222614,0,0,0,0,0,0,0,0,0,-0.0423922448789087,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.912725587314496,0,0,0,0,0,0,0,0,0,0.0983041733921553,0,0,0,0,0,0,0,-0.112378249506549,0,0,0,0,-0.0826366708923534,0,0,0,0.0791284950053556,0,0,0,0,-0.0565936681193625,0,0.0161420389317329,0,0,0.03442065422357,0,0.0568331752682956,0
X601988.CH.EQUITY,0,0,0,0,-0.0461553054540683,0,0,0,0,0,0,0,1.10203179987868,0,0,-0.01390433262955,-0.0382984458049102,-0.200675197301294,0,0,0,-0.0626042973269876,0,0,0.227009903991806,0,0,0,0,-0.0287652558225075,0,0,0,-0.0695313492725736,0,0,0,0,0,0,0,0,0,0.0663522082616977,0,0,0,0,0,0.00699647178859032,0.11839949433292,0
X600036.CH.EQUITY,0,0.0497651907679072,0.38212041778689,0,0,0,0,0,0.00838348168235401,-0.00551537342458023,0,0,0,0,0,0,0.138236923122058,0,0,0.000197558748296342,0,0,0,0,0,0,0,0.209420311531894,4.33680868994202e-19,0,0,0,0,0.172759511761095,0,0,0,0,0.00147907130383433,0,0,0,0,0,0.0355335331750191,0,0,0,0,0,0,0.0512941739936287
X1299.HK.EQUITY,0,0.055332227186697,0,0,0.0789662977381461,0,0,0,0,0.159953381317422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132762019416188,0,0,0.243106123099317,0.346832231280401,0.134761746879588,0.118036724758679,0,0,0,0,0.0819387420977791,0,0,0,0,0,0,0.162595315929668,0,-0.218365273681616,0,0,0,0,0,0.168218200128931,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263561515247655,0,0,-0.31772260265843,0,0,0,0.016017294196677,0,0,0.105570278685289,0.383965026581924,0.332415340552932,0,0,0,0,0,0,0,0,0,-0.13392293664771,0,0,0,-0.0708327379966358,0,0.140259020647852,0,0,0,0,0,0,0.11908924993446,0.0903998651635246
X388.HK.EQUITY,0,0,0,0,0.253006921228289,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.247908805446795,0,0,0,0,0,0,0.49200593122216,0,0,0,0,0,0,0,0,-0.0758605846055963,0,0,0,0,0,0,0.215201789210412,0,-0.0974899857446527,0,0,0,0,0,0,-0.0855317769613707,0
