,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.368632021755468,0,0.297480272317375,0.00316094962668588,0,0.172796841236678,0,0.128378997036993,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107703012360509,0,0,0,0,0,0,0,0,0,0,0,0.104501767880424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212704521648144,0,0,0
X601939.CH.EQUITY,0.36970935404322,0,0,0,0,0,0,0,0,0,0,0.0757489382627625,0.307434488150437,0,0,0,0,0.102141017183712,0.0709087871294427,0,0,0,0,0,0,0,-0.106724783260621,-0.012265181012149,0,0,0,0,0,0,0,0,0.0130907078735867,0,0,0,0,0,0,0,0,0,0.0298845186154457,0,0,0.0326425196313557,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386984121380339,0.0536078067704688,0,0,0.354532851482628,0,0,0,0,0,0.113284791722132,0,0,0,0,0,0.0602129648498144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318200705192621
X601988.CH.EQUITY,0,0,0,0.264724403654811,0,0,0,0,0,0,0,0,0,0.0198550045042223,0,0,0,0,0.16545630454575,0.170978202341591,0,0,0,0,0,0,0,0,0,0,0.0669223342437827,0,0,0.0240119532151172,0,0,0,0,0,0,0,0,0,0.180915113055276,0,0,0.0978550148440008,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0559380582587518,0,0,0,0,0,0.0266031132356437,0,0,0,0,0,0,0,0,0,0,0,0.547776792713077,0.17898617891006,0,0,0,0,0,0,0,0,0,0.0736452850137211,0,0,0,0,0,0,0,0,0,0,0,0,0.45845299905764,0.0569850788771667,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.176155543549318,0,0,0,0.561555002839587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121148480605174,0.0981357516488866,0,0,0,0,0,0,0,0,0.093359339965612,0.0985022872426025,0,0.0500445817549436,0,0.0426231787604537,0,0,0,0,0,0,0,0,0,0,0.0385473286806049
X1299.HK.EQUITY,0.0280527633311245,0,0,0,0,0.0399495190816014,0.0707746611120956,0,0.0709137689953113,0,0,0,0,0,0,0,0.347551404226992,0,0,0,0.222805423791927,0,0.193687748921086,0,0,0,0,0.0911613189952969,0,0,0.140295701430641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.132362513044049,0.0404334054540753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39807920357083,0,0.0522686852503551,0,0,0,0,0,0,0.136813870587358,0,0,0,0,0,0,0,0,0.0272767826469464,0,0,0,0,0,0,0,0,0,0,0.0361240317564068,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108124123334954,0,0,0,0,0,0,0,0,0,0,0,0,0.311015709394438,0,0,0.244561329409622,0,0,0,0,-0.019162791796528,-0.361300854331341,0.454514161813083,0,-0.118234128615529,0,0,0,-0.177651060018141,0.534612401668885,0,0,0,0,0
