,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.338231386198051,0.0631519393031995,0.105654236926467,0,0,0,0,0,0,0.200637496687997,0,0,0,0.00981636221142639,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0169519377961079,0,0,0,0.0659670383423771,0.0131605541251998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372525188704629,0,0,0,0.143084684229197,0
X601939.CH.EQUITY,0.299247339165709,0,0,0.0400122983877908,0,0,0,0,-0.0499198297745028,0,0.186817018758518,0,0,0.106314370785451,0,0,0,0,0,0,0,0,0,0.215324573188881,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329479607009741,0,0,0,0,0,0,0,-0.011220304109323,0,0,0,0.143669098708237,0,-0.045550862719746,0
X601318.CH.EQUITY,0,0,0,0,0.17110577096997,0,0,0,0,0,0,0.186622005149537,0,0,0.0186001549692317,0,0,0,0,0,0,0.0971290727746647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0568037312064756,0,0,0.203178511848886,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.412095924720957,0,0,0,0.217396453196028,0,0,0,0,0,0,0,0,0.112959222807641,0,0,0,0,0,0.0854170156845643,0.0582345650389521,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0201649962946839,0,0.024875697008503,0,0,0,0,0,0,0,0.0200329958676933,0,0,-3.46944695195361e-18,0,0,3.46944695195361e-18,0.0152952551586481,0,0
X601988.CH.EQUITY,0,0,0,0.493411247868863,0,0,0,0,0,0.243774252857977,0,0,0,0,0,0.0647967329858712,0.125879343924325,0,0,0,0.0710661438121308,0,0,0,0,0,0.0858859398735632,0,0,0,0,0,0,0,0,0,-0.577226146773409,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.186240545835431
X600036.CH.EQUITY,0,0.0280553414961876,0.0708479612421244,0,0,0,0,0,0,0,0,0.148269723510761,-0.0574962166831581,0,0,0,0.0910829045653775,0,0,0.0588206225545614,0,0.2316851884664,0,0,0,0,0,0,0,0,0,0.195183989216273,0,0,0,0,0,0,0,0,0.136807667853977,0,0,0,0,0,0,0.111855303095881,0.0169921082097232,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239082294930949,0,0,0,0.482015571656459,0,0,0,0,0,0,0,0.108281578044794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112299059329955,0,0,0.046513946884243,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.229585898815142,0,-0.36421545067533,0,0,0,0,0,0,0.100718086646283,-0.344839916818422,0.600056638854003,0,0.669301479533986,0,0,0.0945040091137992,0,0,0,0,0,0,0.415823512722703,0,0,0,0,0,0,-0.108636576414587,0,0,0.0315686109156331,0,0,0,0.123590637545925
X601628.CH.EQUITY,0,0.0284023715480689,0,0,0,0,0,0,0,0,0,0,-0.14665940749241,0,0,0,0,0.0422277758453192,0,0,0,0.350138957511594,0,0,0,0,0,0,0.0272050916049635,0,0,0,0,0.0318181728161932,0,0.0565440409438457,0,0,0,0.00165558757120989,0.267211517068087,0,0,0,0,0,0,0,0,0,0.155207044293298,-0.0218167224347291
X601658.CH.Equity,0,0,0,0.158192840451594,0.181349080430623,0,0,0,0,0,0,0,0,0.118306931607491,0,0,0,0,0,0,0,-0.0818610682503916,0,0,0,0,0.0366166376468045,0,0.0938194168565901,0,0,0,0,0,0,0,0,0.275997879122082,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.434764227564077,0,0,0
X601328.CH.EQUITY,0.235641655657617,0,0,0.434756602043636,0,0,0,-0.0295204777106714,0,-0.040551091882562,0,0,0,0,0.0549475168238712,0.171792685967738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159145940320505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734563809273929,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.397357630557108,0,0,0,0,0.0755912069814772,0,0,0,0,0,0.0564500167990565,0,0,0,0,0,0,0,0,0,0,0,0,0.215390705243011,0,0,0,0,0,0,0,0,0,0,0,0,0.0560415422770754,0,0,0,0.0261865009465228,0.0678330754981483,0.112949335285907,0,0,0
X388.HK.EQUITY,0,0,0.232684029756084,0,0,0,0,0,0,0,0,0,0,0.0516096076038332,0,0,0,0.0359870180349152,0.169903520660113,0,0,0,0,0,0.0582318179377231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544188932995678,0,0.0302435224328339,0,0,0,0,0
X600000.CH.EQUITY,0.299521178434873,0.0501021111769996,0,0,0.123231828454925,0,-1.73472347597681e-18,0,0.107821074133414,0,0,0,0,0,0,0,0.0297595025661044,0,0,0.0530989771659678,0.0715695074541384,0,0,0,0,0,0,0,0.027261496094321,0,0,0,0.0245780333623579,0,0,0,0,0,0,0,0,0,0.0542104848764906,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.00652463104130801,0,0,0,0,0,0,0,0.0414056604518053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119136946010256,0,0,0,0.441279794249232,0.0547251408791769,0,0.179160433401571,0,0.185689035805478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255529806046393,0,0,0,0,0,0,0,0,0,0.236855189901891,0,0.118059317882142,0,0,0,0.0820444079579045,0,0,0.0720743152656557,0,0.176035047069932,0.0633045053322586,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0775259906544384,0,0.500308084211737,0,0,0.127791495809784,0,0,0,0,0,0,0,0.102396657172363,0,0,0,0.029646966711107,0,0,0,0,0,0,0,0,0,0,0.000341680097194244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.348865526178787,0,0,0,0,0,0,0,0,0,0,0,0,0.230819942752054,0,0,0,0,0,0,0,0,0.0565854374527744,0,0,-0.0572715918000531,0,0.037593360059027,0,0.265802831623145,-0.072944779987356,0,0,0,-0.0575762659451087,0.121996813102251,0,0,0,0,0,0,0,0,0,0
