,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.12140643831227,0,0,0,-0.175781473905708,0.255616900999179,0,0,0.0910271799974527,0,0,0,0.277085949961532,0,0,-0.12704000661851,0,0,0,0,-0.136283642667271,0,-0.194182657271428,0,0,0,-0.224261543434501,0,0,0.814965510998181,-0.051671532221617,0,0,-0.08235893509517,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0542426522997912,0,0.160008504212681,0,0,0,0,0.0968905290010748,0,0,0,0,0.108242150656281,0.0206605794675059,0.112213813153317,0,0,0,0,0,0,0,0,0,0,0.0413382351439115,0,0.0323924752911166,0.13704736681489,0,0.237365636984205,0,0,0,0,0.00607451943763004,0,0,0,0,0,0,-0.0174500726431763,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.2591905811829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.0250453318126865,-0.0688345170521974,-0.255124290947655,0,0,0.197434444718006,0.0282377984924626,0,0.508031816611534,0,-0.0370721385924483,0,0,0,0.0983365488061544,0,0,0,0,-0.134618542601864
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.751929108954632,0.110587018239245,0.0744498276557165,0.306538582877941,0,0,0,0.455659362657812,-0.163909590141181,0.362900633917681,0,0,-0.402347552156881,0,0,0,0,0,0,0,0,0,0,0,0,-0.363012193565832,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.508637310731076,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145432660635508,0,0.132471769151944,0,0,0.0692676743100905,0,0,0,0.168523880150008,0,0,0.116983207377526,0.00373274854523575,0,0,0.0468637796730525,0,0,0,0,0,0,0,-0.0127561893225609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958790567198491,0,0,0,0.195689905442144,0,0,0.0054352886827126
X601988.CH.EQUITY,0,0,0,-0.0217071113264669,0.475324553744126,0,0,0,0,0,0,0,0,0,0.0860769961883746,0,0,0,0,-0.186034785454696,-0.0391129156991806,0,0,0.273494086477552,0,0,0,0,0,-0.407739423612253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1460435623687,0,0,0.0442993572401709,0,0
X600036.CH.EQUITY,0,-6.93889390390723e-18,-0.103264851324827,0,0,0,0,0,0,0.332808553185341,0,0.395004416540497,0,0,0,0.0236127762553067,0,0,0,0.112449608583888,-0.00968767295564214,0,0,0,0,0,0,0.0429798698742118,0,0,0,0,0,-0.0868552113882125,0,0,0,0,0,0,0,0.174881303282582,0,0,0,0,0,0,0,0,-0.247967055097629
X1299.HK.EQUITY,0,0,0,0,0.278012397743707,0,0,0,0,0,-0.0386921487279565,-0.0921799248289896,0,0,0,0,0.013159790087088,0,0,0,0,0,0,0,0,0.0722115577835628,0.170047252617473,0,0.0723209867639483,0,0.107572491306584,0,0,0.0482404084269392,0,0,0,0,0,0,0,-0.116544672359274,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.123085454112455,0,0.0758108472079072,0,0,0,0,0,0,0.0145923803982684,0,0,0.254848140020876,0,0,0,0,0,0,0,0,0,0.147259171749633,0,0,0,0,0,0,0,0,0,0,0,0.119299061078994,0,0,0.0356172957972762,0,0,0.16544038862965,0.241894363584786,3.46944695195361e-18,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.198969603585016,0.0416361287178825,0,0,0.609015831033662,0,0,0,0,0,0,0,0,0,0,0,0,0.237317085835578,0,0,0,0,0,0,0.258656746975463,0,0,0,0,0,0,0,0,0,-0.0605305249300167,0,0,0,0,0,0,0,0,-0.452610653304243,0,0,-0.0664029863838155,0,0
X601166.CH.EQUITY,0.0541993855222684,0,0,0.136754827245334,0,0,0.0351111727552547,0,0.128140911812599,0,0,0.101131294875385,-0.0338343385573604,0,0.0376271911569187,0,0,0,0,-0.0310016008882892,0,0,0,0,0,0,0,0,0.0945752479387776,0,0,0.290137043808255,0,0,0,0,0,0,0,0,-0.199420120905219,0,0,0,0,0,0,0,-0.148124112474768,-0.132871796333503,0
X600000.CH.EQUITY,0,0,0.0261068506147914,0,0,0,0.193247478939073,0,0,0.291950341920521,0.43027696145259,0,-0.0227473193089624,0,0,0,0,-0.104852235315852,0,0,0,0.0784098491006106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183226142831179,0,-0.0746805532645572,-0.0170657810925759,0,0,0,0,0,0,0.332230889549966,0,4.33680868994202e-19
