,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.098175886262986,0.0348202535213766,0,0,0,0,0,-0.235348177892857,0,0,0,0,0,0,0,0,0,0,-0.0163324154878042,0.0968332624693218,0,0.270275534221951,0.450262376236834,0,0,-0.0217198433989472,0,0.139956045151478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0666717850415715,0,0,0.0601535132690473,0,0,0,0.178906947209574,0,0.0840840099369801,0.205554223862162,0,0,0,0,0,0,0.10176926879721,0,0,0,0.169271908052083,0,0,0,0,0.109486585767911,0.0172554327454751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543353681358486
X601939.CH.EQUITY,0,0,0,0.772422185130263,0,0,0,0,0,0.00162038816065226,0.09978485156349,0,0,0,0,0,0.108955030908109,0,0,0,0,0,0,0,0,0,0,0.0126585043220082,0.0679397882377496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606411131250348
X601288.CH.EQUITY,0,0,0.977112229684413,0,-0.0195660988915203,0.0267332483233884,0,-0.0595041568536071,0,0.0179737483877585,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0028898424079897,0,0,0,0,0,0,0,0.0354125782781975,0,0,0,0,0,0,0,0,0,0.0206603584883896,0,-0.0463050673887711,0,0,0,0,0.0651707301398304,0,0,0,0,-0.114307612659216,0
X601628.CH.EQUITY,0,0.110759306138031,0,0,0,0,0,0,-0.0370772484773118,0.281201114575436,0,0.258668193424687,0,0,0,0,0,0,0.280954820317003,0,0,0,-1.35525271560688e-20,0,0,0,0,0.0104048331627396,-0.129619667497036,0,0,0,0,0,0,0,0.164313084875682,0,0,0,0,0,0,0,0,0.129126946053316,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.062699672371966,0,0.0132750919003377,0,0,-0.0572112286524371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730967870349971,0,0,0,0,0,-0.0256497486008315,0,0,0,0,0,0,0,0,0,0,0.00046170898460609,-0.134226610868177,0,0.999771151260144,1.73472347597681e-18,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.148902874576406,0,0,0,0,0,0,0,0,0,0,0,0.301550101788046,0,0,0,0.0466183698635993,0,0,0,0,0,0,0,0.115843064651741,0,0,0,0.0706761641613016,0.182608203734954,0,0,0,0.0245389415174826,0.0524991407567837,0,-0.0229374915636129,0,0,0,0.141008580301379,0,-0.0532222488503035
X5.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0,0,-0.0315171814937206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172863309365126,0.375159172711782,-0.116859451959822,0,0,0,0,0,0,0,0,0,0,0,0.0250517944024331,0,0,0,0,0.229010264819959,0,0,0,0.0272713658857994,0,-0.314570065513412,0.226715015883258,0.0596142582142276
X388.HK.EQUITY,0,0,0,0,0.250493293202491,0,0,0.0369330368882227,0,0,0,0,0,0,0,0.185187643028651,-0.0808229057623344,0,0,0,0.230877804234642,0.275574003021871,0,0,0,0,0,0.335984927541455,-0.100525663596941,0,0,0,0,0.121726872731932,0,0,0,0,0,0,-0.0413768798949393,-0.0721152674079105,0.164143437399112,-0.11649408800286,-0.259335152954485,0,0,-0.0851517997377967,0,0,0,0
X601658.CH.Equity,0,0.0320370116601709,0.329287388167408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018297629215558,0.0287800198823396,0.159501878527601,0,0,0,0,0,0,0,0.0941168914155265,0,0.00464207844463311,0,0,0,0,0,0.013832677727247,0,0.0332970740409257,0.0346941734124087,-0.0880269082988036,0,0,0.0875084196183523,0,0,0.0584935437228657,0.0392434451196811,0,0.0544906919306207,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0844242290356303,0,0,0,-0.0154313721793249,0.0512539651849779,0,0,0.351651659874931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100229554446571,0,0,0,0,3.46944695195361e-18,0,0,0.087549504051598,0,0,0,0.202500232747216,0,0,-0.0205418860874586,0.125126213558501,0,0,0,0,0,0.184262102959741,0,0.0791278252837862
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0230369010666323,0,0,0,0.712811542288296,0,0,0.0409821910179945,0,0,0,-0.0660249728537811,0,0,0,0,0,0,0,-0.0292845213844309,0,0,0,0,-0.000812761584781821,0,0,0.0401538399786721,0,0,0,0,0.0799254597822556,0,0,0.0369662033411216,0,0,0.01282976273551,0,0,0,0,-0.0263738831564053,0
X601166.CH.EQUITY,0,0,0.0203860584538816,0,0,0,0.332973157403599,0,0,0,0,0,0,0,0,0,0.144447246072038,0.0183600694596112,0.0827974056986735,0,0,0,0.0618903707522609,0.111096973983648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0692176076354292,0,0.210034823220938,0,0,0
X000002.CH.EQUITY,0,0,0,0.186428159906026,-0.225279815162712,0,3.46944695195361e-18,0,0.181299064238268,0.017466116898694,0,0,0.3685349317572,0.12112921940256,0,0,0,0,0,0,0,0.0645564305712114,0,0,-0.087108581096284,0,0,0,0,0,0,0,0,0,0,0.0714488337116021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308091076583413,0.0212852469090688
X601328.CH.EQUITY,0,0,0,0.255268778610532,0,0,0,0,0,0,0,0.0484078918888137,0,0,0,0,0,0.0666433746514584,0,0,0,0,0.350004136686325,0,0,-0.00270344877149672,0,-0.0602979066654963,0,0,0,0,0,0,0,0,0,0,0,0.115659464250139,0,0,0,0,0.111987227323042,0,0,0,0.00573778113275427,0,0,0
