,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,-0.152175159661462,0,0,0,0,0,0,0,0.258264463491414,0,0,0,0,0,0,0,0,0,0,0,-0.142467671929296,0,0,0,0,0,0,0,-0.0145636565339358,0.145132048020099,0,-0.26662269105096,0,0,0,0,0.625502129405467,0.0444082760754611,-0.186785654142317,0,0,0,0,0,0,0,0,0.211986292019872
X601318.CH.EQUITY,0,0,0,0,0,0,0.192457425621456,0,0.0599644069917047,0.0370210457723269,0,0,0,0,0,0.00628220312987212,0.0262207373796912,0,0.122179992809287,0,0,0,0,0,0.0265113820174657,0,0,0,0,0.0878781117449098,0,0,0,0,0,0,0,0.0465934789655464,0.456113320184803,0,0,-0.0963419554278959,1.73472347597681e-18,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.315269462786106,0,0,0,0,0,0,0,0.00924972338358423,0,0,0,0,0,0,0,0,0,0,0,0.0487138070000869,0,0,0.132693810575349,0,0,0,0,0.109061347359624,0,0,0.0237947865210683,0,0,-0.0822249254491973,0,0,0.291472329175222,0,0,0,0,0.0821202717216276,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0394973747547194,0,0,0,0.244214573481852,0.0227021390351673,0,0,0.00246425807521295,0,0.116961016908214,0.00977787297730881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245424842697793,0,0,0,0,0,0.0150830623233324,0,0,0,0,0.145438807059449,0,0,0,0.00835078446974737,0,0,0,0,0.12414659545549,0,0,0.142472733784795
X5.HK.EQUITY,-0.107321051613422,0,0,0,0,0,0,0.0859607360097459,0,0,0.083985127385617,0,0,0,0.0918463308532497,-0.0317197287367171,0.239612200343132,0,0.00830350780358742,0,0.268297322093831,0,0,0.392859568716732,0,-0.0205623974938916,0,0,0,-0.34998989469323,0,0,0,0,0,0,0,0,0,0,0.240832307707051,-0.0846280788905771,0,0,0,0,-0.128517437178814,-0.242831709204974,0,0,0.106061131715662
X601988.CH.EQUITY,0.254751123037495,0,0,0.571823641903837,0,0,0,0,0,0,0.101471633670981,0.100007341343263,0,0,0,0,-0.0473492480624438,0,0,0,0,0,0.00624024174144838,0.0584820221310568,0,0,0.0411917466098945,0,0,0,0,0,0,0,0,0,0,0.0265998644227972,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.571877344156927,0,0.0879994442144093,0,0,0,0,-0.0789606845485609,0,0,0,0,0,0,-0.0606896911431335,0,0,0,0.0755893222872045,0,0,0,0,0,0.148330377966286,-0.0689082522080114,0.0250003382739085,0,0.0597072456897058,0,0,0,0,0,0,0,0,0,0,0.173890745860125,0,0,0,-0.150715392221697,0,0,0.0867178946271868,0,0,-0.13177627906701
X1299.HK.EQUITY,0,0.110269208489471,0.0327638146077427,0,0,0,0,0,0,0,-0.130297538460396,0,0,0,0.34404112159747,0,0.0953922801783712,0,-0.0563874605844667,0.165722237299609,0.18469690279715,0,0,0,0,0.148690265034444,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0832199053084528,0,0,0,0,0,0,0,0,0,0,-0.176351745948382
X601628.CH.EQUITY,0,0.0463396291933732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317671573192732,0,0.0731123648751036,0.126467001689562,0,0,0,0,0,0.0357123207809666,0,0,0,0,-0.0695087795186374,0,0,0,0,0,0,0.0461425632088058,0,0.224409799468626,0,0,0,0,0,0,0,0,0,0.116443844814983,0,0
X601328.CH.EQUITY,0,0,0.0351336895652522,0.331886204199155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170761091540867,0,0,0.162085527694253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
