,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.209370637368086,0,0.413221127294874,0,0,0,-0.0116086669490284,0.158788775881537,0,3.46944695195361e-18,0.073440680760794,0,0,0,0,0,0,0,0,0,0,-0.0799502985638522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616477300590554,0.00614610464363923,0,0.121212419694703,0
X601939.CH.EQUITY,0.354074168127214,0,0,0.286124949245141,0,0,-0.0952280790160679,0,0,0,0.00279701651595288,0,0.140307194861453,-0.0648196954940158,0,0,0,0,0,0,0,0,0,0,0,0.0316902183355388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201857207894166,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0
X601288.CH.EQUITY,0.450013972729667,0,0,0,0.209335097072276,0,0,0,0,0,0,0,0.0159745634797907,0,0,0,0,0,0,0,0,0.170199249590569,0,0,0,0,0,0,0.0199388495285787,0,0,0,0.0264054744914477,0,0,0,0,0,0,0,0,0,0.0643466737220411,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.10538437105893,0,0.356159978674175,0,0,0,0,0,0.283057778946972,0,0,0,0,0,0,0.25446916942566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101031369924747,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.108241281647092
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.08824709423847,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.142080655008959,0,0,0,0,0,0,0,0,0,0,0,0.0135803697364068,0.17694596977809,0,0,0.0313438192246817,0,0,0,0.18842536926497,0,0,0,0,0,0,0,0.0234705482330133,0,0.225270908340624,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.133702149994365,0,-0.167887503659053,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0140356665807211,0,0,0,0,0,0,0,0,1.17607872177848,0,-0.784665991246999,0,0.492352688096333,0,0,0,0,0,0,0,0,0,0,0,0,0.461326839621757,0,0,0,0,0,0,0,0,0,0,0.101778499805181,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0
X601658.CH.Equity,0,0,0,0.165439653583614,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138370639899667,0,0,0,0.141138466231705,0,0,0,0.29485459427524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0
X601328.CH.EQUITY,0.0845858916792674,0,0,0.323596028875168,0,0,0,0,0,0,0,0,0.193563603556449,0,0,0,0,0,0,0,0.0200768397519121,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0495317164141511,-2.77555756156289e-17,0,0,0,0.0411581287242908,0.0630532118289268,0.0514197903427665,0,0.140550813155077,0,0,0,0.0972488835013613,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.332121575159723,0,0,0,0,0,0,0,0,0,0.165456560666937,0,0.0089642253768355,0,0,0.213549138144793,0,0,0,0,0,0,0.022184625323419,0,0,0,0,0,0,0,0,0,0.123040647444776,0,0,0,0.113670003905225,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.110333704090071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.442413273187609,0,0.225756872105149,0,0.030441788238862,0,0.136575006893181,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0
X388.HK.EQUITY,0,0,0.221441602619316,0,0,0.00556467112233044,0.465630492146608,0,0,0,0,0,0,0,0,0,0,0,0.0314464484401,0,0,0,0,0.0363938779594224,0,0,0,0,0.00854434427599214,0,0,0,0.0154812872404748,0,0,0,0,0,0,0,0,0,0,0.00179798593424365,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.153963362436454,0,0,0.0342316883603424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251079194343072,0.258429384512536,0,0,0,0,0,0,0,0.0680800137527414,0,0,0,0,0,0,0,0,0,0,0.119292808163695,0,0,0,-0.102134016283801
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0379593191137059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953368178283248,0,0.0481935274733955,0,0,0,0,0,0,0,0,0.304720626342423,0,0,0,0,0,0.0208920517870123,0,0,0.17812022126366,0,0,0.333375607273818,0,0,0.0604426742970319,0,0
X16.HK.EQUITY,0,0,0,0,0.0758088215522531,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.356054810913188,0,0,0,0,0,0.217973894722511,0,0,0,0,0,0,0,0.112731974461351,-0.0487941611603259,0,0.00296830372549863,0,-0.130350645993919,0,0.194901970663808,0,0.153556027504037,0,0,0,0,0.0171848254876715,0,0,0,0,0,0,0,0,0
