,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0899657426506612,0,0,0.0731469926641748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182960138908937,0,0.0409273214492262,0.633321830533622,0.469648751197085,-0.244197873598905,0,0,-0.157756375344203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128284812304981,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.00470266419637649,0,0,0,0,0,-0.0260640557376407,0,0,0.0271502875807491,0,0.0555482392654132,0,0.0160529333055313,0,0.498080314907203,0.0193270911039083,0,0,0,0,0,0,0,0,0.118181992972968,0,0,0,0,0,0,0.0652381735292902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.107504928597738,0,0.755446724884208,0,0,0,0,0,0.0246900105821457,0.0874656073392496,0,0,0,0.0270207831275816,0,0.0181674650225486,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0580050487556495,0,0.00743876884102739,0,0,0,8.67361737988404e-19,0,0,0.0159181228717368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.954360319190023,0,-0.0449667818538285,0.0534527919920607,-0.0890767388939023,0,0,0.0281580627431221,0,0,0,0,0,0.0210836206841055,0,0,0,0,0,0,0,0,0,0,0,0.0503526655482956,0,0,0,0,0,0,0,0,0,0,0.0295260711513375,0,-0.083068470659402,0,0,0,0,0.0171953955985908,0,0,0,0,-0.110262365064266,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0951312172168234,0.217836895657173,-0.0692046067909683,0.355253530275055,0,0,0,0,0,0,0.387196740960234,0,0,0,0,0,0,0,0,-0.0796237975739525,0,0,0.0199544012788986,0,0,0,0,8.67361737988404e-19,0.157658717729878,0,0,0,0,0,0,0,0,0.181793579759896,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.333933809883509,0,0,0,0,0.0775057553631868,0,0,0,0,0,0.0209518389591173,0,0.0309647336049982,0.13808325466661,0,0,0,0,0,0,0,0,0,0,0.1167601122776,0.159357256764483,0.0399704806426824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345814331546578,0,0,0.0551784862757992,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0295668263472833,0.322812818082382,0,0,0,0,0,0,0,0,0,0,0,0,0.288333370520282,-0.0716481603157759,-0.0470736283085779,0,0.108464777267019,0,0,0.0291527042134541,0.0634119746725263,0,0,0.138810426091696,0,0,0,0,0.0615296064037094,0,0,0.0449080536317664,0,0.0683751921063485,0,-0.0184017060116363,0,0,0,0.166334750701427,0,-0.0242599826276721
X601988.CH.EQUITY,0,0,0,0.0686334317703994,0,0,0,0,-0.0494220324917676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694241520503515,0,0,0,0,0,0,-0.020873582114269,0,0,0,0,0,0,0,0,0,0,0.000633796680604686,-0.134271989446834,0,1.00129033204647,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.0315360740977948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17259444418471,0,0.380315338842779,0,-0.116821601188489,0,0,0,0,0,0,0,0,0,0.0251497618527379,0,0,0,0,0.229668539840284,0,0,0,0.027254139700264,0,-0.314050613905969,0.226135415700393,0.0614512304555679
X388.HK.EQUITY,0,0,0,0,0.268627005561593,0,0,0,0,0,0,0,0,0,0,0.184903003952253,-0.0707884867044549,0,0,0,0.243860897739046,0,0.262054138714055,0,0,0.321366947647874,0,-0.0675200420806557,0,0,0,0,0,0.127871021918899,0,0,0,0,0,0,-0.0596484865110525,0.141695110163213,-0.0774909986021472,-0.106676939624799,-0.246922143301892,0,0,-0.10526806749261,0,0,0,0
