,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.207621336700437,0,0.0339657189133438,0,0,0.389556789215283,0,0,0,0,0,0,0.0101265363060155,0,0,0,0,0,0,0,0,0,0,0.251638522553366,0,0.0409063223018546,0,0.00256804394299554,0,0,0,0.0869935551623004,0,0,0,0.0533035916977577,0,0,0,0,0,0,0,0,0,0,-0.0903868454256325,0,0,0
X601318.CH.EQUITY,0,0,0.158289902041501,0,0,0,0,0,0.161850111190194,0,0,0,0,0.199783529538291,0.0849912516435567,0,0,0,0,0.12366776911291,0,0.0828844840737083,0,0,0,0,0,0,0.174406953473313,0,0,0.0213121712052398,0,0,0,0,0,0,0,0.0720957436795073,0,0,0,0,0.0252686673854158,0,-0.127861756662916,0,0,0,0.0755641160554676,-0.094717539090708
X601939.CH.EQUITY,0.282483794950905,0.230812469238825,0,0,0,0,0,0.492442087864225,0.0808164715595984,0,0,0,0,0,0,0,0,0,0.0295705769780141,0,0,0,0,0,0,0,0,0,0,-0.0213084842529114,0,0,0,0.0598369784374986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18145221289822,0
X600036.CH.EQUITY,0,0,0,0,0,0.15772627830952,0,0,0.0740559349584314,-0.11905352518585,0.0316425141214995,0.13837677083397,-0.0994413356254339,0,0,0.185778125717234,0,0,0,0.15612850499142,0,0,0,0,0,0,0.378926773050058,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0134897570962468,0,0,0,-0.0539685627486126,0,0,0,0,0,0,0,0,0,-0.0279735957555363,-0.0280704398108015
X601288.CH.EQUITY,0,0,0.1305383415295,0,0,0,0,0.537530556461713,0,-0.0503297440684329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12841185136455,0,0,0,0,0.119987708838995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00672411530971111,0.035887436730558,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0974547262807372,0,0.2175953420889,0,-0.0255739592075424,-0.0290406509037388,0,0,0,0,0,0,0,0,0,0,0.184795514213175,0,0,0,0,-0.00119921393304482,0,0,0,0,0.143805782124469,0,0,0,0.0628324807352754,0,0.165974678742442,0,0,0,0.181081896804484,0,0,0,0,0.211757911594656,0,-0.0880723121778191,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072929623037639,0.155195550345033,-8.67361737988404e-19,0,0,-0.0102815247294991,0,-0.138301875022063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436243763131127,0,0,0,0,0,0,0,0,0,0,0.00336232872023732,0,0,0.00362057605543498,0
X601988.CH.EQUITY,0,0,0,0,0.468654688989089,0,0,0,0,0,0,0,0,0,0,0,0,0.130998295661343,0.38003202132305,0.0322862436473633,0,0,0,0,0,0,0,0.0715506510280514,0,0,0,0,0,-0.00537503689819033,0,0,0,0,0,0,0,0,0,0,0.0337642361754357,0,-0.0630880158974305,0,0,0,-0.0496227930835137,0
X5.HK.EQUITY,0,0.0425212155216399,0.0630740710616908,0,0,0,0,0,0,-0.0272333299382802,0.14148287026623,0,0,0,0,0,0,0,0,0,0,0,0,0.142031035867066,0.0321943863943696,0,0,0,0,0,0,0,0,0.166124100075053,0,0,0,0.0158478038894624,0,0,0.334751046403976,0,0,0.131198306163833,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.154832313798653,0,0.434621568527035,0,0,0,0,0,0,-0.0114162143045824,0,0,0,0,0,0,0,-0.142286709730069,0,0,0,0,0,0,0,0,0,0,0,0,-0.243858886951901,0,0,0,0,0.0965116431351831,0,0,0,0.0304162986280017,0,0.259540052020567,0,0,0,0,0,0.18656061504687,0.0205049744009367
