,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0.159332972848911,0,0,0,0,0.353150214499682,0,0,0,-0.091362558006026,-0.0572936018026437,0,0,0,0,0,0,0,0,0,0.0545346081343595,0,0,0,0,0,0,0,0,0,0.0972244384998514,0,0,0.0664779779948081,0,0,0,0,0.0215209001990314,0,-0.0515856229571222,0,0,-0.135827493722808,0,0.084099678222632
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.176645219887387,0,0.0888113018165565,0,0.311140089749129,0,0,0,-0.031845523914051,0,-0.0126928478783564,0,0,0,0,0,0,0,0,0,0.078094287294324,0,0,0,0,0,0,-0.281315909340169,0.247903148969029,0,0.221855570645466,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.308886171234203,0,0,0,0.0468850646395269,0,0,0,0,0,1.73472347597681e-18,0,0,0.12449539709676,0,0,0,0,0,0.137741655468005,0.00443135472361748,0,0,0,0,0.182945570037579,0,0,0,0,0,0,0,0.175320518977625,0,0,0,0,0,0,0,0.00575647826926577,0,0,0,0,0,0,0,0,0.0379209000833699
X601288.CH.EQUITY,0.0452581320771885,0,0.0840698176248916,0,0.0200166143864488,0.254332196544664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121884481438011,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316529857712932,0,0,0,0.229954790167625,0.111834307492209,0,1.38777878078145e-17,0,0,0,0,0.0257823444514643,0.135376351709492,0,0,0.139009414160689
X5.HK.EQUITY,0,-0.208391406128689,0,0.426614012096749,0,0,0,-0.121819558185609,-0.0416944269335337,0,0.185790695413179,0,0,0,0,0,0.079858646173884,0.124519056311919,0,0.0178389856116722,0,-0.0844597841952145,0.467730042697281,0,0,0,-0.0253799296804791,-0.00797760234661048,0,0,0,-0.0553944579138353,0,0,-0.190498916860355,0,0,0,0.0346955674244473,0,0,0,0.139163012992676,0,0,0,0,-0.208201799989014,0,0.0347149488481472,0
X601988.CH.EQUITY,0.0533667482956469,0,0.11174175195626,0,0,0,-0.0144740456544983,0,0.00978492874143831,0.234846528500782,0.159830674298245,0,0,0,0,0,0,0,0,0,0,0,0,0.403871663737863,0,0,0,0,0,-0.0810157297352156,0,-0.0658472997710376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807576673416822,0.0811408779031653
X600036.CH.EQUITY,-0.0473431193912658,0.210675323687424,0,0,0,0,0,0,-0.0157792487811358,0,0,0.105451891053727,0,0.264855405079147,0,0,0,0,0.168517597396998,0,-3.46944695195361e-18,0,0.0476688215964576,0,0,0,-0.0492173005622862,0,0,-0.0193589635002526,0,0.144374698614192,0,0,0,0,0.0686238659499567,0,0,0.0734332549884295,0.214774245959678,0,0,0,0,0,0.0489732672137427,0,0,0.0985064070083892,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151986921018627,0,0,0,0.238728928080993,0.191914962907413,0,0.143200977956107,0.167243682706852,0,0,0,0,0,0,0,0,0,0,0.0387661960042978,0,0,0,0,0,0,0,0,0,0,0,0,0.043582478198262,0,0,0,0.0707636672642377,-0.0641830058548454
X601628.CH.EQUITY,0,0,0,0,0.0444625527429089,0,0,8.67361737988404e-19,0,0.00439229598409861,0,0,0,0,0,0.219985431784385,0,0,0,0,0.00617394323160137,0,0.0394135743465328,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.178959221740041,0,0,0,0,0,0,0,0,0,0.0578346592023754,0.0346751708926038
X601166.CH.EQUITY,0,0,0.00307891690225689,0,0,0.229955862428283,0.0386420977328155,0,0,0,0,0,0,0,0,0.233620173485663,0,0,0,0,0,0,0,0,0,0.0920350230739026,0,0,0,0,0,0.335239612092416,0,0.248800483786234,-0.0307453992320684,0,0,0,0,0.162432969875359,0,-0.178846688549421,0,0,0,0,0,-0.0686636668937065,0,0,0.132963657269125
X601328.CH.EQUITY,0,0,0.0139815185436999,0,0.0472076955871127,0.292148437541288,0,0,0,0,0,0.172065244750539,0,0,0,0,0,0,0.0230105456415474,0.184373016774551,0,0,0,0.165162624199185,0.113545462205911,0,0,0.0403139054121333,0,0,0,0,-0.00362347366594478,0,0,0,0,0,0,0,0,0.0926026659290774,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.192383204790262,0,0,0,0.0949977202469015,0.265447413828175,0,-0.0371654335247602,0,0.209667179321829,0,0,0,0,0,-0.0567249666352871,0,-0.0388440611418345,0,0,0,0,0.232795985071129,0,0,0,0,0,0,0,0.0249387460038525,0,0,0.0689044491567992,0,0,0,0,0,0,0,0,0,0,0,-0.00429181902071233,-0.141537757776879,0.0562163314486263,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.185970555958168,0.0768733395354856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142413583732826,0.161093577241148,0,0,0.0547997171638066,0,0,0,0,0,0.0283638674345038,0.0821239208069742,0,0,-6.93889390390723e-18,0,0,0,0,0,-3.46944695195361e-18,0.232843665183745,0.142878003597939,0,0.020971924061273,0,0,0
