,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0579760181105825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117956747657902,0,0,0,-0.290609312777659,0,0,0,0,0.507804172769551,-0.229763601946282,0.0951135587864125,0.0986556120537549,0,0,0,0,0,-0.0254894724386144,0,0.280929567626613
X601318.CH.EQUITY,0,0,0,0,0,0,0.172771350450401,0,0,0.0292487361066936,0,0,0,0.0293839821214868,0,0,0,0,0,0,0,0,0,0,0.161546443044681,-6.93889390390723e-18,0,0,0,0.0542433206972653,0,0,0,0,0,0,0,0.480978375325677,0,0,-0.0539315328976318,0,0.0475049526278138,0,0,0,-0.0208517400638004,0,0.011932507100399,0,0
X601939.CH.EQUITY,0.410173287138331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223701915575873,0,0,0,0,0,0.100858417459005,0,0,0,0,0.139306827645241,0,-0.155553444602557,0.0693633833234098,0,0,-0.106237222816837,0,0,0,0.445025418637459,0,0,0,0,0,0.086255063028035,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0650735760763064,0,-0.182405153625587,-6.93889390390723e-18,0,0.403528259184157,0.423316328419728,0,0,0,0,0.128967966185745,0,0,0,0,0,0,0,0,0,-0.0488926056554001,0.000326920545734397,0,0,-0.486505310709779,0,0,0,0,0,0,0,0,0,0,0.0746711172578281,0,0,0,0,0.0210144349840081,0,0,0,0
X5.HK.EQUITY,-0.154008137418233,-0.0349097800222165,0,0,0,0,0,0,0,0,0.0581859915607994,0,0,0,0,0.178932786411427,0,0.275669260782396,0,0.0156561239424551,0,0,0,0.460036135007173,0.00910756966529109,0,0,0,0,-0.283396728897168,0,0,0,0,0,0,0,0,0,0,-0.0337635229738761,0,0.2083017580617,0,0,0,-0.152654159045686,0,-0.146692869285881,0.0647808297207245,0.0729088533060241
X601988.CH.EQUITY,0.223408098178597,0,0,0.759514196791992,0.16507041518973,0,0,0,0,0,0.111722301664271,0,0,0,0.111719955868557,0,0,0,0,0,0,0,0.0130345145862249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105918501653256,0,0,0,0,0,0,0,0,0,0.000284776504121613,0,0
X600036.CH.EQUITY,0,0.751473454076944,-0.0631062737397825,0,0,0,0,0,-0.174781114547582,0.493558115925795,0,0,0,0,0,0,0,0,0,0.108592332576005,0.0701365036776306,-0.116951848543134,0,0,0,0,0,0,0,0.0455826743421771,0,0,0,0,-0.0345304300228679,0,0,0,0,0,0,0.0186942460822353,0.132853514254084,0,0,6.93889390390723e-18,0,0,0,0,-0.16420064752389
X1299.HK.EQUITY,0,0.0422577593699745,0,0,0.0967457828522825,0,0,0,0,0,-0.109348209127412,0,-0.00827073963961861,0.127191806648122,0,0,0.217994075182235,0,0,0.0407628058592561,0,0.124430177565965,0,0,0,0.0299834538600973,0,0,0,0,0,0.221037558378582,0,0,0,0,0,0,0,-0.0778767570253154,0,0,0,0,0,0,0,0.200474066421613,0.0343435041907901,0,0
X601628.CH.EQUITY,0,0.0582954886663554,0,0.0544777842193325,0,0,0,0,0,0,0,0,0,0.331023793386386,0,0,0,0,0,-0.024738691319302,0,0.116593207290376,0,0,0,0,0,0,0,-0.0591351432719035,0,0,0,0,0,0,0.044035456203755,0.215466679917498,0.0117762701233539,0,0,0,0,0,0,0,0,0.136824961621577,0,0,0
X601328.CH.EQUITY,0,0.182346184460216,0.296318287138621,0.0311070279674712,0,0,0.468156708956186,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.109776118722814,0,0,0,0,0.187731930900936,0.299279109150075,0,0,0,0,0,0,0,0,0,0,0,0,-0.10332408257078,-0.11736449647426,0,0,0,0,0,0,-0.504546091293165,-0.0135345294210816,0,0
X601166.CH.EQUITY,0,0,0,0.278511058766123,0,0.187913867824525,0,0,0,0,0,0,0,0.443856889154071,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120611864996812,0,0,0,0,0,0,0,0,0,0,0.155929108326832,0,0,0,0,0,-0.0680976286143161,0,0,0,0,0,0.0552901617209077
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191588183860369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140284093924195,0,0.275823112831735,0,0,0,0,0.0322082313027739,0,0,-0.123441355425751,0
X600000.CH.EQUITY,0.0355365944344687,0,0,0,0,0.0631710256786306,0.311334194870785,0,0,0.222651473733794,0,0,0,0.435404997037906,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.055819220477688,0,0,0,0.0601698881458627,0,0,0,-0.271058481236038,0,0,0,0,0,0.221447751785961,0,0,0,0.136437467522695,0,0,-0.0919279011659483
X601601.CH.EQUITY,0,0.417103982333678,0,0,0,-0.160709541029016,0,0,0.223954617529878,0,0,0,0,0,0,0.203861938485158,0,0,0,0,-0.080819920829133,0,0,0,0,0.0780829150661506,0,0,0,0,0,0,0,0,0,0,0,0,0.044710981447076,0,0,0,0,0,0,0,0,0,0,-0.0210772667262028,0
X11.HK.EQUITY,0.00965626614500977,0,0.0176407888520513,0,0.260344171718301,0.103305449726116,0,0,0,0,0,0,0,0,0,0,0,0.266239967413645,0,0,0,0,0,0,0,0,0,0,0.00142209117751842,0.0965247464011348,0,0.112250526933765,0,0,0,0,0,0,0,0,0,0,-0.0571560618237886,0,0,0,0,0,-0.109416549468952,0,0.047874722234978
X000002.CH.EQUITY,0,0,0,0.0319829886042451,0.0547918144804781,0,0,0,0,0,0,0,0,0.367566694911336,0,0,0,0,0,0,-0.047207846227787,0,0,0,0,0,0.259759213046827,0,0,0.316336306658039,0,-0.37260888302451,-0.000347246932335685,0,0,0,0,0,0,0,0,0,0.151834104760714,0,0.00979583628212473,0,0,0,0,0.354258846570479,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.132751901919523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181638610707011,0,0,0.0223261893509466,0.0236606182921178,0,0.177397246638394,0.168958739763389,0,0.0954891149237204,0,0,0,0,0,0.298382151318742,0,0,0,0,0,0,0.0338802385111216,0,0,0.0704347543965507
X2388.HK.EQUITY,0,0,0,0,0.146612421716038,0,0,0,0.156453621835415,0,0,0,0,0,0.162609894636542,0,0,0,0,0.324293856723343,0,0.205771949628094,-0.0480650122122289,0,-0.0489950456012567,0,0.0235421603256103,0,0,0.0172698125139796,0,0.219109133495033,0,0,0,0,0,0,0,0,0.0468524354124189,0,0.0442118729519949,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.0829676135121713,0.227064892445451,0,0,0,0.0723314049849795,0,0,0,0,0,0,0,0,0,0,0,0.0946471537585599,0,0.0839634677700712,0,0,0,0,0,0,0,0,0,0,0.0745726570551246,0,0,0,0,0.0967272904264262,0,0,0,0.022036976901959,0,0.1453598158826,0,0,0,0.228412969143195,0,0.159570352212603,0.0713674153785456,0,0
X388.HK.EQUITY,0,0,0,0,0.0391286332660888,0,0,0.446202675513443,0,0,-0.0953896520635922,0,0,0.173880804441371,0,-0.133018721852938,0,0,0,0,0,0,0,0,0.0338268927116274,0,0,0,0.151647252019923,0,0,0,0,-0.0657429728047294,0,0,-0.346000316882957,0,0,0,0.193434843623469,0,0,0,0,0.446286956043601,-0.0315752137247575,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0220864739876706,0,0.330813552900278,0,0,0.0451269130004564,0,0,0,0,0,0,0.0449466013521398,0.281379595845914,0,0,0,0.126483361271351,0,0,-0.242720227467611,0,0.000639607543241102,0,0,0,0,0,0,0,0,0.0654693793186722,0,0,0,0.0474226585350884,0,0,0.00294306710087189,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237987285517012,0.0353645550022679,0,0,0,0,0,0,0,0.00361308116119314,0.162349400843182,0.313649711246318,0.0837131692773675,0,2.77555756156289e-17,0,0,0,0.0995496803472837,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.139481725071312,0,0,0
X600016.CH.EQUITY,0,0,0,0.00670048129599558,0,0.423674333254308,0,0,0,0,0,0,0,0.103114821793358,0,0,0,0,0,0,0,0,0,0.167112519898664,0,0,0,0.188297769514344,0,0,0,0,0,-0.100575468534591,0,0,0,0,0,0,0,0.11528150769866,0,0,0,0,0,0,0,0.173743880906654,0
X601998.CH.EQUITY,0,0,0.0124355864548642,0,0,0,0,0,0,0,0,0,0.227151373314581,0,0,0,0,0,0,0.200282797150401,0,0.0688116861336465,0,0,0,0,0,0,0,0,0,0,0.0711076522079002,0,0,0,0,0,0,0,0,0,-0.0168720236123119,0,0,0,0.246630538896836,0,0,0,0.30458357966951
X000001.CH.EQUITY,0,0.198029294596784,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0810219294618234,0,0,0,0,0,0,-0.0979255342375521,0,0,0.0149937669734452,0,0,0,0.135290438708719,0,0.0263804752442046,0,0,0,0.249774036586873,0.0782768780481879,0,0,0.0738270545773745,0,0,0,0,0,0,0.0179325075440425,0
X1109.HK.EQUITY,0,0,0,0,0,0,0.0746693165148034,0,0.0734237964237502,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.40598297820786,0,0,0,0,0,0,0,0,0,0.0665182238559387,0,0.076014883226717,0.180330455476331,0,0,0,0,0,0,0,0,0,0,0,0,0.153721764315999,-0.0950290979303146,-0.0732650287152247,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.101431542118881,0.0142229446169137,0,0,0,0.0810345790982867,0.0325111247780946,0.040109349869884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154235304768347,0,0.140407628078096,0,0.308039753130765,0,0,0,0,0.192876823596455,0,0,0,0,0,0,0,0,0,-0.189970236166764
X601818.CH.EQUITY,0,0,0,0,0,0.265008089520237,0.440189525376019,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.135330523080413,0,0,0,0,0,0,0,0,-0.0726958759267706,0,0.0581834827660955,-0.0759994953805843,0,0,0,0,-0.0539046337081272
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290844899299733,0.00299756593884093,0.113594281580376,0,0,0,0.064321280797629,0.0714421477223401,0,0,0,0.0987198891665364,0,-0.059155139104193,0,0.173072082093904,0,0,0,0,0.0945626736277266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203017018975373,0,0.159817722955777
X600048.CH.EQUITY,0,0,0,0,0,0.0401587525462095,0.105326154715034,-0.119922024819049,0,0,0,0,0,-0.0642314319639383,0.0873657032736851,0.332298403287807,0,0,0,0,0,0,0,-0.0690118402042465,0.114535060479937,0,0,-0.0898493625038316,0.209630837448267,0,0,0,0,0,0.311278806504163,0,0,0.096666761801359,0,0,0,0,-0.0747819118896958,0,0,0,-0.141683296650846,0,0,0,0
X601688.CH.EQUITY,0.0122249417462473,0,0,-0.265177964940753,0,0,0,0,0,0,0,0,0,0,0.120553064136842,0,-0.0979994295678162,0,0.11828365961509,0,0,0,0,0,0,0,0,0,0,0,0,0.0845182881045697,0,0.0435455553731538,0.0131409078729335,0,0.328490928945347,0,0,0,0.0475399544108895,0.137962089574614,0,0.0567701661636284,0,0,0.272955475436115,0,-0.061766904597168,0,0
X823.HK.EQUITY,0,0,0,0.124475461856682,0,0,0,0,0,0,0,0,0,0,0,0,0.00105306760226986,0.144073704994403,0,0.4217964916449,0,0,0,0,0,0,0,0,0,0,0,0,0.1591044399143,0.0196255546807854,0,0,0,0,-0.178448336188805,0,0.344050447752249,0,0,0,-0.015330516418869,0,0,0,0,0,0
