,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.300118902793048,0,0.39774765419555,0,0,0,0,0,0,0.0897816659011206,0,0,0,0,0,0,0,0,0,0.0459688908754282,0,-0.0538095671320397,0,0,0,0,0,0,0,0.025842122739316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020944761980596,0.0550901460599327,0,0.105775439844151,0
X601939.CH.EQUITY,0.373535723179344,0,0,0.243190772130329,0,0,-0.0878101507751046,0,0,0,0.024475712322781,0,0.173847424508484,-0.0644222446946922,0,0,0,0,0,0,0,0,0,0,0,0.00303320526562768,0,0,0,0,0,0,0,0,0,0,0,-0.0127292059374012,0,0,0,0,0,0,0,0,0.213097399444108,0,0,0,-0.0239177621524179,0
X601318.CH.EQUITY,0.0238766222102825,0,0,0,0,0,0,0,0,0,0.257268719686473,0,0,0,0,0,0,0,0,0,0.178937085270962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192879330794717,0,0,0,0,0,0,0,0.0601294247612293,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.313456385330372,0.138096467099977,0,0,0.131900724652881,0,0,0,0,0,0,0,0.0122938645861271,0,0,0,0,0,0,0,0.160689652092102,0,0,0,0,0,0,0,0,0,0,0,0.0367749655491119,0,0.0172377642365181,0,0,0,0,0,0.100039069142974,0,0.0734458149672042,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-4.33680868994202e-19,0,0.500428591981768,0,0,0,0,0,0.295027597694868,0,0,0,0,0.149194137294451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795863938245266,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0661527041435814
X600036.CH.EQUITY,0,0,0.0350771605655424,0,0,0,0,0,0,0,0,0.371415305698398,0,0,0,0,0,0,0,0,0,0,0.0355281764039263,0.124142617726221,0.0245496253593315,0,0,0,0,0,0,0,0.0130979410662018,0.0876378042043958,0,0,0,0,0,0.0546181736472303,0,0,0,0,0,0,0,0,0.279390810034743,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0849344674496978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554126799352968,0.245366176276661,0,0,0.130142962624634,0,0,0,0.134494808563779,0,0,0,0,0,0,0,0,0,0,0,0.146787050675762,0.0446219817314302,0,0,0
X5.HK.EQUITY,0,-0.151898187854072,0,-0.144945405621891,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,1.2052013296248,0,-0.759018769250474,0,0.478248182821231,-0.039730140676307,0,0,0,0,0,0,0,0,0,0,0,0,0.447620056578811,0,0,0,0,0,0,0,0,0,0.106171713837373,0
X601628.CH.EQUITY,0,0.0315182337845361,0,0,0,0,0,0,0,0,0,0.182490733773818,0,0,0,0,0,0.128957463382434,0,0,0,0,0,0,0,0,0,0,0.172863440258386,0,0,0,0.0680766799188749,0,0,0,0,0,0,0,0,0,0.192569564619112,0,0,0,0.038526258490441,0,0,0,0.0660094994921408,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894487883877131,0.274961210054445,0.0709998768239165,0,0,0.332368003534613,0,0,0,0,0,0,0,0.08039050967228,0,0,0,0,0.132873925654538,0,0,0,0,0,0,0,0,0,0,0
