,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.112452099570936,0,0,0,0,0,0,-0.0513638451615591,0,0,0,0,0,0,0,0,0,0,-0.0871563032991699,0,0.0230118209749118,0.544411021307908,0.483719779576658,0,0.169342562584821,0,-0.185348187526763,-0.125974414972613,0,0,0,0,-0.0826504369805302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.23966513476756,0,0,0,-0.0880744809298198,0,0,0,0,0,0,0,0.015049715650036,0,0,0,0,0,0,0,0,0,0,0,0.0651147661809938,0.191539449076094,0.027724834247619,0,0,0,0.217848682361797,0,0.123921000232927,0,0,0,0,0,0,0,0,0,0,0,0.0645660603466519,0,0
X601939.CH.EQUITY,0,0.00585718887073517,0,0.8142540604144,0,0,0,0,0,0.000204054881357,0,0,-0.0315924019549598,0,0,0,0.0783705089045058,0.106261306853713,0,0,0,0,0,0,0,0.00630425948077999,0,0,0,0,0.0436634930201973,0,0,0,0,0,0,0.0450154523468587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.910639201236324,0,-0.0893368808605435,0,0,0,0,0,0,0,0,0,0,0.0313863295623089,0,0,0.122425962509007,0,0,0,0,0,0,0.0446302849525693,0,0.029921052646126,0,0,0,0,0,0,0,0.0186305216945426,0,0,0,-0.025725956200264,0,-0.0787090594021876,0,0,0,0.00653267976934638,0,0,0,0,-0.0534922390068027,0
X601628.CH.EQUITY,0.00844976434463605,0,0,0,0,0,0,0,0,0.279609487698357,0,0.173923919194997,0,0,0,0,0,0,0,0.298184396782895,0,0,0,0,0,-0.0938144662689272,0,0,0,0,0,0,0,0,0,0,0,0.227886994818882,0,0,0,0,0,0,0,0.0837296953800583,0.295558395314321,0,0,0,0,-0.0043502362653497
X600036.CH.EQUITY,0,0,0,0.327911939039858,0,0,0,0,0.0689581364799559,-1.73472347597681e-18,0,0,0,0,0,0,0.145189478298718,0.141862942442626,0,0,0,0,0,0,0,0,0.115404975799449,0,0,0,0.147635476690936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472943819402168,0,0,0,0.00402989928546873,0,0,0.00879616000603513
X601988.CH.EQUITY,0,0,0,0.0152575866323715,-0.153512153220713,0.0606701109506698,0,0.0657535088745999,0,0,0,0,0,0,0,-0.000105309196494267,0,0,0,0,-0.0574079937332598,0,-0.0168334157538199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101926245051321,0,0,0,0,0,0,0,1.05299551291124,0.012721804144467,0
X1299.HK.EQUITY,0,0,0,0,0.0688555796247709,0,0,0,0,0.0932331053907361,0,0,0.048348595855026,0,0,0,0,0,0,0,0,0,0.227353266899849,0,-0.120559143494951,0,0,0.0108343786327804,0,0.257470022231162,0,0.20976951521764,0,0,0,0,0,0,0,0,0.210800452411895,0,0,0,-0.0585835288457988,0,0.107228248837626,0,0.0452530077985649,0,0,-0.0418210633661526
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0663713460941787,0,0,0,0,0,0,0.253635166429973,0,0.460353874590708,-0.0513037943636138,0,0,0,0,0,0,0,0,-0.116631035996579,0.075809165568325,0,0,0,0,0.00847299375038917,0.0389266942258897,0,-0.158214129054026,0,0.0409242900947747,0,0.148051616127556,0.0321601921530073
X388.HK.EQUITY,0,0,0,0,0.258011267336578,0,0,3.46944695195361e-18,0.121204092886364,0,0,0,0,0,0.0139426695962983,0,0,-0.44950026240699,0,0,0,0,0.572800307921957,0,0,0,0,0,0.217173496023758,0.134395407830271,0,0.0217543214453031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070389306020954,0,0,-0.0829779324522769,0,0,0
X601658.CH.Equity,0,0,0.242843945133072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289456832076287,0,-0.0863784965798628,0,-0.0319920451905404,0,0,0,0,0,0,0.013306043240157,0,0,0,0,0,0,0,0,-0.0512322485066018,0,0.457049821491666,0,0,0,0,-0.0844731183831913,0,0,0,0,0,-0.0210238059480795
X600030.CH.EQUITY,0,0,0,0,0.0357283342037899,0,0,-0.0774429427493903,0,0.0894880789304833,0,0,0.231254557640102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333928079581394,0,0,0,0,0.0598292210848321,0,0.219367386317762,0,0,0,0.249014822149483,-0.0222065677665966,0,0.0703182129126591,0.0933845685314231,0,0,0.0703150034226309,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0212149249080906,0,0,0.0699862148863508,0,0,0,0.707368081396077,0,0,0,0.00897024652994811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132524021422032,0,0.168191529084491,0,0,0,0,0,0,0.0702518498610226,0,-0.000711747727701451,0,-0.0312428134218697,0
