,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X601155.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.313535507677398,0.148075635836997,0,0.314749739027254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110501198281531,0,0,0,0.0677594510307136,0.00411930061916099,0,0,0.0540880323294745,0.0421666308626563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0804416050171855,0,0,0,0,0.149972599672323,0,0,0.0703240712809137,0,0.275111042773995,0,0.123978523212057,0.118992896733238,0,0,0.182618545836296,0,0,0.0505467030968198,0,0,0,0,0,0,0,0,0.0495815147202997,0,0,0,0,0,0.0596086976559322,0,0,0,0,-0.0234198157009288,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.104400518994239,0,0,0,0,0,0.0626153445396654,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0445379771370189,0.38465668605455,0,0.172369253879235,0,0,0,0,0,0,0,0,0,-0.100660792111432,0,0,0,0,0,-0.0296441120619488,0,0,0,0,0.0517000472922585,0,-0.0518362914259786,0
X601939.CH.EQUITY,0.606558483332874,0.0197666740848303,0,0,0,0,0,0,0.153408844716317,0,0.0155884082311113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17159382191996,0,-0.012799923875875,0,0,0,0,0,0,0.048921671803673,0.0899908403343126,0,0,0,0,0,0,0,0,0,0,0.233877408471838,-0.0531551096405281,0.0571007369461867,0
X601288.CH.EQUITY,0,0,0,0.0943463952805601,0,0,0.455394902933455,0,0,0,0.0931294100016692,0,0,0,0,0,0,0.0842320774674883,0,0,0,0.0739741130756827,0,0,0.116898073702576,0,0,0,0,0,0,0,0.122645073346451,0,0,0,-0.0642409842445581,0,0,0,0,0,0.0918454196931135,0,0.0178067109847503,0,0,0,0,-0.00234422218141851,0,0.0175042367394102
X1299.HK.EQUITY,0,0,0,0,0,0,-0.07791629063362,0,-2.16840434497101e-19,0.310782605687624,0,0,0,0,0.0517099665841432,0,0,0,0,-0.025298462734783,0.0571003868789841,0,0,0,0,0,0,0,0,0.0979895719689266,0,0,0.0193933023005779,-1.0842021724855e-19,0,0,0,0.0174040364796296,0,0.220869488997581,0.247639322764945,0,0,0,0,0,0,0.0929867974640741,0,0,0,0.179257032314174
X601988.CH.EQUITY,0.0541350183309657,0,0,0,0.517467222306867,0,0,0,0,0,0,-0.109309498924084,0,0.0713509531558905,0,0,0,0,0.230614951463898,0,0,0,0,0,0.0268261863127305,0,0,0,0,0,0,0,-0.179077488674276,0,0,0,0,0,0,0.058119557817098,0,0,0,0,0,0.0266889876421304,0,0,0,0,0,0.00578781553806213
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.165775005534439,0,0,0,0,0,0,0,0,0.215126073281784,0,0,0.143686518090151,0,0,0,0,0,0,0,-0.0229402207039501,0,-0.0162172578276985,-0.172214540286834,0,0.110196142722503,-1.73472347597681e-18,0,0,0.347323070902104,0,0,0,0,0,0,0,0,0.111567476583327,0,0,0,0
X5.HK.EQUITY,0,0.184320579386063,0,0.10463894597469,0,0,0,0,0,-0.0965896960840491,0.0614996943337764,0,0.0302802734434368,0,0,0,0,0,0,0,0,0,0,0.300312802472206,0,0,0.126970778403311,0,0,0,0,0,0,0,0,0,0,0.198318933388939,0,0,0,0,0,0,0.107945909869538,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0.00144693416700598,0,0,0,0,0,0,0,0,0,0,0.171654025582355,0,0,0,0,0,0,-0.115311434146338,0,0,0,0,0,0,0,0,0,-0.331783092501133,0,0,-0.13275293179573,0,0.163093948818567,0.211314349218968,0,0,0,0,0,0,0.266442860883521,0,0,0,0.0775563290497345,0
