,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0752669415049669,0.458500518651389,0,0,0,0,0,0,0.0511378680035336,0.178550514418811,0,0.18938488005813,0,-0.0160331638838559,0,0.0799532497866203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168748679007673,0,0,0,0,0.00392266051949671,0,0,0,0,-0.0348801206704457,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.074415540554349,0.257721103501685,0,0,0,0,0,0,0.0360219831644353,0.342690788350472,0,0.090030129452451,0.0765375551133696,0,0,0,0,0.0324910668417891,0.0253653637048189,0,0,0,-0.0290891237566285,0,0,0,0,0,0,0,0,0.0789725894042679,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0
X601939.CH.EQUITY,0.149815997406608,0,0,0.465073049061629,0.059591138286618,0.0660560951831534,0,0,0,0.101237347361028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162086068869914,0,-0.0423095864859645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975396408731396,-0.0218552335292984
X601288.CH.EQUITY,0,0,0.179094208278694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192933984965358,0,0,0.222051558032732,0,-0.0121374717320771,0,0,0,0,0,0,0,0,0,0,0.0129324256271772,0,0.220603466846482,0,0,0,0,0,0,0,-0.0239292419835958
X5.HK.EQUITY,0,0,0,0,0,0.241031742345723,0,0.188154421591117,0,0,0,0.315627328918699,0,0,0,0,0,0,0.183924722434148,-0.192601777411816,0,0,0,0,0,0.081698910712491,0,0,-0.0591396963937619,0,0,0,0,0.19046957593508,0,0,0,0,0,0,0,0,0,0,0,0,0.184046036396967,-0.0241278171216801,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.148045285499551,0,0,0.121736875739875,0.19153688817393,0.119069490874305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408924021373974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150265603979883,0,0,0.141188978162422,0,-0.0254214971895796,0,0,0.0767569023543421,0
X600036.CH.EQUITY,0,0.0850978108276785,0,0,0,0,0,0,0,0,0,0,-0.0311245078908015,0,0,0,0,0.0100089771557276,-0.0363578585916679,0,0,0,0,0,0.731827337069518,0,0,0,0,0,0.164446481679202,0,0,0,0,0,0,0,0,0,0,0,0.117964485383447,0.0944617758705949,-0.020343284791854,0,0.0187462124035376,-0.0273200227548006,0,0,-0.0355711536364238
X1299.HK.EQUITY,0,0,0,0,0.219864861416219,0,0,0,0,0,0,0,0.0672847515359646,0,0,0,0,0.0545089994297546,0,0,0,0,0,0,0,0,0.0345025967505727,0,0.135943039910538,0,0,0.230721539833719,0,0.182524223227318,0,0,0,0,0,0,0,0,0,-0.0156282916199305,0,0.06844572080171,0,0,0,0,0.114062532801134
X601628.CH.EQUITY,0,0.132005871297065,0,0.0610437574303449,0,0,0,0,0,0,0,0,0,0,0,0,0.114798958490012,0,0,0,0,0,0,0,0.140403931436201,0,0,0,0,0,0,0,0,0,0,0,0.332008999052387,0.046523996556908,0,0,0.0884694027455358,0,0.0550123745498644,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.243216219176429,0,0,0,0,0,0.0356909297343172,0,0,0,0,0.342216392918864,0,0,0,0,0,0,0,0,0,0,0.33809987344162,0,0,0,0,0,0,0,-0.00713250976525624,0,0.0259745317699571,0,-0.0117103474496755,0,0,0,0,0,-3.46944695195361e-18,-0.00207457781773414,0.103172739605255,0,0,0,0.112243687622383,0,0,0,0
