,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.254113044059141,0,0,0,0,0,0,0.127076530106882,0,0,0,0,-0.169652123396697,0,0,0,0,0.367897822945779,0,0,0,0,0,0,0.233213211524549,0,0.0815879969226285,0,0.105648978563073,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0575846213016847,0,-0.0552834334957036,0
X601318.CH.EQUITY,0,0,0,0,0,0.0260389500244494,0,0,0.243247806580376,0,0,0.267185939394797,0,0,0,0.0985849112379385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108924424442622,0,0,0,0,0,0,-0.254695234573115,0.0954705859212846,0,0,0.177915998496524,0,0,0,0,0.101708075312161,0,0,0
X601939.CH.EQUITY,0.439497403035613,0,0,0,0,0.190459866651378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569617744317884,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360535617776385,0,-0.153164026312357,0,0.0862874700365274,0,0,-0.0110075954070398,0,0,0,0,0
X601288.CH.EQUITY,0.508113426915164,0.015872723216239,0.133616693797746,0,0.122255342522973,0.0656907796037662,0,0,0.0345062925628593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752016058109486,0,0,0,0,0,0,0.053400714791842,0,0,0,0.078039532614848,0.185451220841129,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.222085034325441,0.03071990356292,0,0,0,-0.114342131732477,0,0,0.0173581213637923,0.232675582862743,0,0,0,0,0,0.747133800994756,0,0,-0.091628219465316,0,0,0.00498181286157628,0,0,-0.136163356337813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205153175346686,0,0,0,0,-0.0189653506333155
X601988.CH.EQUITY,0.0874715499394166,0.0230848909179168,0.143779893984194,0.204983186534708,0,0,0,-0.0225329160792525,0.144383024851589,0.0964934895640575,0.175493632313076,0,-0.35017393209278,0,0,0,0,0,0,0,0,0,0.138901399381819,0,0,0,0.0678521672331499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336250581731277,0,0,0,0,0.0425879267520113,0
X600036.CH.EQUITY,0,0.412469254831248,0,0,0,0,0,0.0138908675339731,-0.0280126316552439,0,0,0.0324706625236902,0,0.204567494745938,0,-3.46944695195361e-18,0.0481490985131069,0,0,0,0,0,0,0.0714584149391198,0,0,0,0,0,0,0,0.127903860549323,0,-0.0236508935632632,0,0,0,0,0,0,0.184428844323255,0.131816677550349,0,0,0,0,0.0474375899140904,0,0,0,0.0406811557643677
X1299.HK.EQUITY,0,0,0,0,0,0,0.161050307851557,0,0,0,0,-0.0488560810468155,0,-0.0494416802495942,0,0,0.2740517277993,0.273016693273795,0,0,0.143441297701226,0,0,0,0,0,0.0955140149217057,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0710585255741837,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.180313727262295,0.346326961989641,0,0.11574785510414,0,-0.0402144992232899,0,0,0,0,0,0,0,0,0,0,0,-0.0322102023395379,0,0.0216426467284063,0,0,0,0,0,0,0,0,0,0,0,0,-0.250442233525384,0.0159408753557336,0,0,0,0,0,0,0,0,0,0,0,0.181801900114666,0,0,0.18953223671702,0.140275033912293,0.146731045533762
X601166.CH.EQUITY,0.178339813362158,0,0,0,0,0.0901233695246545,0.220547667999468,0,0,0,0,0,0,0.13841023281004,0,0.323430610890401,0,0,0,0,0,0,0,0,0,0,0.0480685542305668,0.0767552731718977,0,0,0,0,0,0.0154413393945519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127550147280343
