,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146663622356543,0,-0.0455266986755214,0,0,0,-0.316003572312203,0,0,0.502439317696302,-0.231763400483127,0.141737017775889,0.113195645705127,0,0,0,0,0,0,0,0.308229043452912
X601318.CH.EQUITY,0,0,0,0,0,0,0.169191734267768,0,-6.93889390390723e-18,0.0294916344405369,0,0,0,0.0296959651057713,0,0,0,0,0,0,0,0,0,0,0.162118196444958,0,0,0,0,0.0554715928324856,0,0,0,0,0,0,0,0.478094283220086,0,0,-0.0529398841724224,0,0.0550559333148661,0,0,-0.0208617528011516,0,0,0,0,0
X601939.CH.EQUITY,0.401545120492477,-0.195021988676464,0,0,0.0761506109875988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129856326124575,0,0,0,0,0,0.262477341066075,0,-0.0214474709295523,0,0.0637634986986489,0,0,-0.0941350579068853,-0.354121439648269,0,0.628592374517878,0,0,0,0,0,0.0409354762302907,0,0.0842002200486853,0,0,0,-0.01322316315428
X601288.CH.EQUITY,0,0,0,0,0,0.121772720632193,0,-0.163866941050612,0,0.0204115363734541,0.344586426075802,0.354478437686946,0,0,0,0,0.112393826036136,0,0,0,0,0,0,0,0,0,-0.0839229811791443,0.00765756395619632,0,0,-0.429384419673563,0,0,0,0,0,0,0,0,0,0,0.0524357498560745,0,0,0,0.0656656061139111,0,0,0,0,0
X5.HK.EQUITY,-0.18594395282127,0,0,0,0,0,0,0,0,0,0.0158886664125373,0,0,0,0.211668875739445,0,-0.0127710647006471,0,0.238656128334346,0.0849909102345315,0,0,0.46048336852731,0,0,0,0,0,0,-0.244347295675891,0,0,0,0,0,0,0,0,0,0,-0.0924420346221407,0,0.201960135706494,0,0,-0.0892316449428361,0,0,-0.149809188428182,0,0.0403185292960676
X601988.CH.EQUITY,0.235638003827962,0,0,0.642515308762233,0,0,0.0478626961384509,0,0,0,0.0952078142229037,0,0,0,0,0.196950043830264,0,0,0,0,0,0.00735896166911014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147194341697142,0,0,0,0,0,0.0744776193690253,0,0,0,0,0.0177924314385102,0
X600036.CH.EQUITY,0,0.706979985770752,0,0,0,0,0,0,-0.110234220208294,0.413144560299854,0,0,0,0,0,0,0,0,0,0.158909244799896,0.0479964536721597,0,0,-0.0976995475420061,0,0,0,0.0226952802954261,0,0.0933402615035606,0,0,0,0,0,0,-0.130876808608414,0,0,0,0,0,0.187226917189991,0,0,0,0,0,0,0,-0.213439496833817
X1299.HK.EQUITY,0,0.0438001314563112,0.00580218875852267,0,0.0761258825308019,0,0,0,0,0,-0.0617564260970466,0,-0.0257247422418879,0.138060463780382,0,0,0.249748211940483,0,0,0.0545314608120042,0,0,0,0.0863739710990006,0,0,0,0,0,0,0,0,0.218091393017926,0,0,0,0,0,0,-0.0988093844896473,0,0,0,0,0,0,0.169493424992372,0.0589041966522289,0.0285136431523082,0,0
X601628.CH.EQUITY,0,0.0347474327186815,0,0.0570946974060859,0,0,0,0,0,0,0,0,0,0.332338068628093,0,0,0,0,0,0,0.00713570219563697,0,0,0.0931644233419632,0,0,0,0,0,-0.0548293033057642,0,0,0,0,0.0482017355053937,0,0,0.220070335955722,0.0188576147380083,0,0,0,0,0,0,0,0.130821862449062,0,0,-1.0842021724855e-19,0
X601328.CH.EQUITY,0,0.226684618342926,0.393680585093211,0.0423299615512488,0,0,0.409898715978595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491273969744547,0,0,0,0,0.220249586907658,0.389002584900531,0,0,0,0,-0.00288251287712605,0,0,0,0,0,0,0,-0.118257323955439,-0.172411714428576,0,0,0,0,0,-0.605895331103979,0,-0.00421720936498362,0,0
