,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.398751884366944,-0.00680706514825657,0.153286564158539,0.0235956403484663,0,0,-0.0296406277496587,0,0,0,0,0,0,0,0.0453990527934086,0,0,-0.058697377939841,0,0,0,0,0,0,0,0.0463890079555406,0,0,0,0,0,0,0,0.0287092794219455,0,0,0,0,0,0,0.014301544840952,0.31911370620325,-0.0267763824479784,0,0,0,0,-0.0114978054350692,0
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0629347621118818,0,0,0.0800215618932955,0,0.021558578230302,0.25216651218913,0,0,0,0,0,0,0,0,0,0,0.0246453328401197,0,0,0,0,0.31258306367072,0,0.0335113117142982,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135849302921871
X601939.CH.EQUITY,0,0,0,0.776139382434662,0,0,0,0,0,0,0.101652298466657,0,0,0,0,0,0.112288712664509,0,0,0,0,0,0,0,0.00971601124804324,0,0,0,0.067495452232935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579426575158638
X601288.CH.EQUITY,0.105623617127936,0,0.894542161668837,0,0,0.0415041490932678,0,-0.0468503430225927,0,0.0436269547061854,0,0,0,-0.00103132148217465,0,0.0263805481950377,0,0,0,0,0.0302193890244846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260304689182938,-0.0432398798875708,0,0,-0.126745276583003,0,0,0,0.0047649578233082,0,0,0,0,-0.111920794693048,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.223831050286642,0,0.225148713317473,0,0,0,0,0,0,0.162195922517268,0,0,0.0461110668164376,0,0,-1.38777878078145e-17,0,0,0,-0.031309825225492,-0.154648571981464,0,0,0,0,0.164053181784631,0.354098937594314,0,0,0,0,0,0,0,0,0,0,0,0.101282783216775,0,0,0,0
X600036.CH.EQUITY,0.0734815723307661,0,0.0325518537879683,0.309078639144365,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,6.93889390390723e-18,0.164406037194165,3.08487255565385e-05,0,0,0,0,0,0,0.200438994598531,0,0,0,0,0,0,0,0,0,0,0,0.0710833571342228,0,0,0,0,0,0,0.0618680966800325,0,0,0,0,0.00489799672620555,0,0
X601988.CH.EQUITY,1.73472347597681e-18,0,0,0,0,0.0744047942450391,0,0,0,-0.112439800526961,0,0,0.0343376313232145,0,0,0,0,0,0,0,0,0,0,0,0,0.0181286164768808,0,0,0,0,0,0,0,-0.033178341428813,0,0,0,0,0,0,0,-0.040371907403794,0,0,0,0,-0.0537263562347001,0,0.970203251401685,0,0,1.73472347597681e-18
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.183704047512736,0,0,0,0.170117522949784,0,0,0,0,0,0,0,0,0.309523024116194,0,0,0,0,0,0,-0.049813194987547,0.0451902433052163,0,0,0,0,0,0.0913857782650194,0.0863462574756077,0,0,0,0,0.160549754503531,0,0,0,0,0.00554327412540414,0,0,0,-0.0105792393903635
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.132381021519706,0,0,0,0,0,-0.15709934685642,0,0,0,0,0,0,0,0.328073081141363,0,0.0614648059608568,0.0703753070078382,0,0,0,0,-0.0559873496414006,0,0,0.189029658723994,0,0,0.0569945976092383,0,0,0.129020956467681,0.187884833824241,0.0860366735209491,0,0,0,0.31929338074784,0,0
X388.HK.EQUITY,0,0,0,0,0.396381597009296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787982870157294,0,-1.73472347597681e-18,0,0.156911011421267,0,0,0,0,0,0,0,0,0,0,0,0,0.341046332939402,0,-0.231666123528509,0,-0.114487708686775,0,0,0,0.284056705600228,0,0,0,-0.0243140500992176,0,0
