,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.152702532240594,0,0,0.00386102336335754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994284455865845,0.358687949197214,0.0892267565023271,0,0,0,0,-0.111935049533414,0,0,0,0.190916554651178,-0.205993838870373,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170009463906137,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0789637464058978,0.0168105016170553,0.0606594659176853,0,0,0,0,0,0,0,0,0,0,0,0,0.299743396995598,0,0,0,0,0,0,0,0,0,0,0.150521051936486,0,0,0,0,0,0,0,0,0.317517062115042,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.876238678060192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605037344520505,0,0,0,0.0306805972261683,0,0,0,0,-0.102803956164358,0,0.0879033346061405,0,0,0,0,0,0,-0.0126540773767189,0,0,0,0.0552539789035316,0,-0.0636945181217261,0,0,0.0403185325832982,0,0,0,0.0702709205425879,-0.0095601618268811
X601288.CH.EQUITY,0.0242566479290337,0,0.756833979524019,0,0,0,0,0,0,0,0,-0.0454173078272613,0,0.259640616496319,0,0,0.00752781899569119,0.122762049184924,-0.0105375627813891,0,0,0,0,0,-0.103688169033107,0,0.038218018336441,0,0,0,0,0,0,0,-0.0623053602350462,0,-0.104330234676209,0,0,0,0,-0.041789981494663,0,0,0,0,0,0,0,0,-0.02441660116331,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.652093903152141,0,0.277547453974206,0,0,0.102380320514346,0,0,0.0325918818906862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118516607846891,0,0,0,0,0,0,0,0.0546057891404057,0,0,0,0,0,0,-0.0192755655104864
X601628.CH.EQUITY,0,0.0419006394712184,1.73472347597681e-18,0,0,0,0.294224673855224,-3.46944695195361e-18,0,-0.0541148186760892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196966926262327,0,0.127968160706694,0.0589548176986293,0,0,0,0,0.0639681853795007,0.102332430975722,0.0811864741252724,-6.93889390390723e-18,0
X600036.CH.EQUITY,0,0,0.37380920649854,0.0571921627696404,0,0,0,0.0923968484028119,0.0717445238779808,-0.0505175730407687,0,0,0,0,0.120309314903304,0,0,0,0,0.0247350041884626,0,0,0,0,0,0,0.0652619591525561,0,0,-0.023921975669248,0,0,0,0.243924456335242,0,0,0,0,0,0,0,-0.0621851442825423,0,0,0,0,0,0.0507230569274856,0,0,0.0880656970048582,0
X1299.HK.EQUITY,0,0,0,0,0,0.0857356825891663,0,0,0,0,0,0,0,0,0,0,0.0348843095974788,0,0,0,0,0.183301723879445,0,-0.0613371227710942,0,0,0,0,0.165331092534557,0,0,0,0,0,0,0,0,0.0382915911893737,0.022987624751482,0,0,0.175754829365404,0.116693207249589,0,0,0,0,0.443770292178477,0,0,0.0839996463106565,0
X5.HK.EQUITY,0,0,0,0,0,-0.146833845841052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041583397281337,0,-3.46944695195361e-18,0,0,0,0.936199976383521,-0.452522390635526,0,0,0,0.67657201965835,0,0,0,0,0,0.137561278761571,-0.229676613234072,0,0,0,0,0,0.0548117451560278,0.104080113661962,0,0,0,0.121089498858341,0,0.219079491001627,0.103902460240198
X388.HK.EQUITY,0,0.23669982352426,0,0,0.0472648100242616,0,0,0,0,0,0,0,0,0,0.00324550915921394,0,0,0,-0.278502043138105,0,0,0.232829109824412,0.502076792999452,0,0,0,0.0166643983890304,-0.0776691863237259,0,0,0,0,0,0.149241313040446,0,0,0.0605102273747669,0.268124731393405,0,0,0,0,-0.347405207848539,-0.0494707008314941,-0.0414276020193681,0,0,0,0,0,0,0
