,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.576193157129742,0,0.0039612472754143,0,0.0743109513032671,0,0,0,0.122725942335292,0,0.0863595857350689,0,0,0,0,0.0090736995260048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605002272094023,0,0,0,0,0.00754704174497234,0,0,-0.0204021970041428,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.151202775185118,0,0.0885602947550923,0,0,0,-0.00739286843857221,0,0,0,0.0726401782826161,0.255886657421022,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117226573458073,0,0,0.0435563318235678,0,0,0,0,0.17996167015826,0,0,0.0427255389302468,0,0,0,0,0,0.143596382949292,0,0,0
X601939.CH.EQUITY,0.0184948065072978,0,0,0.414951253523215,0,0.243040797768484,0,0,0,0,0.00951356925142998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159088558975461,0,0,0,4.33680868994202e-19,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.212754176208559,0,0.305087174648456,0,0,0.0653111180637664,0,0,0,0,0,0,0,0,0,0,0,0.188876949908245,0,0,0,0,0,0,0,0.0190871148938117,0,0,0,0.0496138980119199,0,0,0,0,0,0,0,0,0,0.0825685421680002,0,0,0,0,0,0,0,0,0,0,-0.111203117463417
X5.HK.EQUITY,0,0,0,0,0,0.299036461283913,0,0.444020971748389,0,0,0,0,0,0,-0.154163320022391,0.22675101897126,0.0989474042491349,0,0.0137781749234064,0.163856741893979,-0.277613023236924,0,0,0,0,0.156437159268002,0,-0.0245545938978984,0,0.302610907955072,0,0,0,0,0,0,0,0,0,0,0,0.0550493865487841,0,-0.0105562955989181,0,-0.417178572529339,0,-0.153857407181078,0,0.0452521100407415,0
X601988.CH.EQUITY,0.0707233941866052,0,0.0511392777300751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580564206701413,0.00890107493011131,0,0,0,0,0,0.143890925167136,0,0,0,0,0,0,0,0,0.0645190691280998,0,0,0,0,0,0.0287078861489743,0,0,0,0,0.088284405197031,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246377492810244,0,0,-0.0227613569872262,0,0,0,0,0,0.0728116290358861,0,0,0,0,0,0,0.716795390279939,-0.008194794047885,0.0266980742003345,0,0,0.0964098161623779,0,0,0,0,0,0,0,0,0,0,-0.00128037746325262,0,0.0668720578671753,0.0572261987790304,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.208466163488214,0,0,0,0,0,0,0,0.188556395915212,0.22360065515241,0,0,0,0,0,0.115550737162154,0,0,0,0,0,0,0,0.0846760947347587,0.0438190907533393,0,0,0,0.176819478291037,0,0,0,0,0,0,0,0,0,0,-0.0806462160432013,0,0.0138324840155582,0,0,0,0,0.104753959645529
X601628.CH.EQUITY,0,0.215115040611806,0,0,0,0,0.0308198581985367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505216459533725,0,0,0,0,0,0,0,0,0,0,0,0,0.404381077121482,0,0.232085800015961,0,0,0.0295635704792854,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,-1.73472347597681e-18,0.0643263514143039,0,0,0,0.139495917086229,0,0,0,0,0,0,0.204221628678401,0,0,0,0,0,0,0,0.24715077155797,0,0,0,0,0.0759560417995459,0,0,0,0,0,-0.00694935553924489,0.0484910866307353,-0.00363967137002585,0,0,0.0107050726791521,0.247936139654742,0,0,0,0,0.0419640545453921,0,0,0,0,0.0205824198430239,0,0
X601166.CH.EQUITY,0.0512677900532362,0,0.156369510506923,0,0,4.33680868994202e-19,0.174440830153978,0,0,0.0957604827526155,0,0,0,0.228399713964269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054958210967431,0,0,0,0,0,0,0,0.0857067576419035,0,0,0,0,0,0,0,0.0406945762966278,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0784911891698847,-0.199412747833038,0,0,0,-0.105282350041545,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243015899429168,0,0.208316183122944,0,0.14521027861164,0.17244258253543,0.259291083217716,0.368895202771081,0,-0.0966496264587623,0,0,0,0,0,0.0586512916257553,0,0,0,0,0.0591827548272001,0,0,0,0,0
