,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.443893783509975,0.0634549364818748,0,0,0,0,0,0,0,0,0,0.13083303914083,0,0.0899450006109516,0,0,0,-0.120397456162387,0,0.0104027742473319,0,0,0,0,0,0,0.0476260973729493,0,0,0,0,0,0,0,0.0413724914760571,0,0,0,0,0,0,0,0,0,0.121315951141653,0.137859818604593,0,0,0
X601318.CH.EQUITY,0,0,0.178622692276241,0,0.0291935037481594,0,0,0,0,0,0,0,0,0,0.3011765508814,0,0.0366720403695196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154899665767474,0,0,0,0,0,0.170416501377183,0,0,0,0,0,0,0,0.0833827043803876,0,0,0
X601939.CH.EQUITY,0.16325835687654,0,0,0,0,0,0,0,0,0,0.170599401895204,0,0,0.288592842874743,0,0,0,0,0.0431456671442146,0.177697468611051,0,0,-0.0326223887875957,0,0,0,0,0,0,0.0187542376337906,0,0,0,0,0,0.087867180024785,0,0,0,0,0.0368209830076318,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0
X601288.CH.EQUITY,0.347016569866581,0,0.0192494176322904,0,0.502087173140963,0,0,0,0,0,0.0113179074771994,0,0,0,0,0,0.0453164071043528,-0.026788293738362,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893767561787927,0,0,0
X601988.CH.EQUITY,0,0,0,0.115321582838697,0,0,0,0,0,0,0,0.475451112850772,0,0.0154490868264199,0,0,0,0,0,0,0,0,0,0.0387959289976636,0,0,0,0,0,0,0,0,0,0.0895036116449709,0,0,0,0,0,0,0.0892786364891033,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.222014556192422,0,0,0,0.135562671850229,0,0,0,0.65503404810677,0,0.0768577584749988,0,0,0.52287145121568,-0.675160524647985,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.239114080716705,0
X600036.CH.EQUITY,0,0,0,0.0519158458976606,0,0,0,0.101327061735412,0,0,0,0,0,0,0.145135332089283,0,0,0,0.088814744971552,0,0,0,0.0529389825803562,0,0,0,0,0,0,0,0.185372096113284,0,0.199241365452645,0,0,0.0555087797143407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797025999974922,0,0,0,0,0.0946976555138687,0.168243305335666,0,0,0,-2.77555756156289e-17,0,0,0.0497329884097149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267155689576463,0,0,0
X601628.CH.EQUITY,0,0,0.264547846533386,0.0324273027911466,0.227216198411876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536338314682095,0,0,0,0.133126001553314,0,0,0,0,0,0,0.110722290909594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279952291055497,0,0,0,0,0,0,0,0,0,0,0,0,0.205755248711295,0,0,-0.175319966034413,0,0,0,0,0,0,0,0.731575499200452,-0.247532682567546,-0.0107618562540304,0,0,0,0.413853686242965,0,-0.311755070556002,0,0,-0.185956351222876
X601166.CH.EQUITY,0,0,0,0.15108645764806,0,0,0.255415954801535,0,0,0,0,0,0,0.171957042330894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294499024013848,0,0,0,0.0323250600019775,0,0,0,0.114734816217592,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
