,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.114102911736544,0,0,0,0,0,-0.00170765726257945,0,0,0,0,0,0,0,0,0,0,0,0.134503213430432,0,0.376275852750606,-0.121030550952283,0,0.0668870177765881,0,0,0,0,0.232327842875907,0,0,0,0,0,0,-0.231395201109134,-0.0317555746236305,0,0,0,0,0,0,0,0,-0.132397386430743,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0643533530532913,0,0,-0.0136191787807796,0,0,0,0.0496164010271868,0,0,0,0,0,0.278325179948302,0,0,0,0,0,0,0,0,0,0.125080431131722,0,0,0,0,0,0,0.635628684397601,0,0,0,0,0,0,0,0,0.0266515531456466,0,0,0,0,-0.0454283231984285,0
X601939.CH.EQUITY,0,0,0,0.820534555844116,0,0.0141632600702517,0.0447055446376529,0,0,0,0,0,0.0443915043156558,0,0,0,0.0276606664763139,0,0,0,0,0,0.011226702477944,0,0,0,0,8.67361737988404e-19,0.00391977525309427,0,0,0,0.0142268209746004,0,0,0,0,0,0,0,0,0,-0.0266393188023727,0.00706035362888617,0,0,0,0,0.0233640797699735,0.0621634330085392,0,0
X601288.CH.EQUITY,0,0,0.91345448877092,0,0,-0.0661809316616415,0,0,0,0,0,0,0,0,0,0,0,0.1148360403598,0,0,0,0,0,0,0,0,-0.0147945303792603,0.0594794422896014,0,0,0,0,0,0,0,0,0,0,0,-0.10413434925592,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.048626240317943,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,1.21072953571404,0,0,0,0,0,0,-0.243501080199176,-0.206907633162114,0,0,0.0242895629528322,0,0,0,0,-0.0682456945675592,0,0,-0.0593904367161167,0,0,0,0,0,0,0,0,0,0,0,0,0.0351207308508309,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.898639653053623,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.103368272885186,0,0,0,0,0,0,0,-0.115951171259541,0,0,0,0,0,0.0797772737363811,0,-0.0837386180340068,0,0,0,-0.0624199069274897,0,0,0,0.0172708800569402,0,0,0.0380913476959101,0.0609032585004163,0
X600036.CH.EQUITY,0,0,0.346014269457589,0,0,-2.71050543121376e-20,0,0,0,-0.0136279914739231,0,0,0,0,0,0.162296722849944,0,0,0,0.0215445600939047,0,0,0,0,0,0,0,0.158017063157582,0.0750262424997158,0,0,0.245690877096982,0,0,0,0,0,0,0,0,0,0,0,0,0.0331959242856711,0,0,0,0,0,0.0545231831325795,0.0253888716478976
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.311721193927796,0,0,0,0,0,0,0,0,0,0,0,0.0842855206235082,0,0,-0.169736109359655,0,0,0,0,0.0245480077470748,0,0.195502578140243,0,0,0.151889107147106,0,0,0,0,0,0,0,0,0,0,0,0,0.434094564001322,0,0,0.056930258572052,0.128809442892506,0
X5.HK.EQUITY,0,0,0,0,0,-0.16586397443267,0,0,0,0,0,0,0,0,0,0,0.268888498756999,0,0,0,0,0.167434929894971,0,0,0,0.306623370713088,0,0.0684388392694683,0,0.138403621589074,0,0,0,0,0,0,0,0,0,0,0,0,0.177617385800862,-0.0132103854084227,0,0,0,0,0,0,0.14101722389058,0.221557131628934
X388.HK.EQUITY,0,0,0,0,0,0.458961727524576,0,0,0,0,-0.20029620149769,0,0,0,0,0,0,0,-0.301434123953195,0,0,0.0833614185871289,0,0,0,0,0.289555239941741,0,0,0,0,0,0,0,0,0.226000670642564,0,0,-0.0791512413567921,0,0,0,-0.243984032782872,0,0,0,0,0,0,0,-0.056284219243996,0
