,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.213310589206647,0,0,0,0,0.0993058231713509,0,0,0,0,0,-0.216841826440639,0,0,0,0,-8.67361737988404e-19,0,0,-4.33680868994202e-19,0.222594451704892,0,-0.340860366265157,0,0,0,0.598449641221541,0,0.0359367554275951,-0.248317646409094,0,0,0,0,0,0,0,0,0.263557179159749
X601318.CH.EQUITY,0,0,0,0,0,0,0.135941019406001,0,0,0.032965022659895,0,0,0,0.0663010885851617,0,0.0176457780706889,0,0.140201041776513,0,0,0,0,0,0,0.0257845258886447,0,0,0,0,0.0826243450404052,0,0,0,0,0,0,0,0,0,0.552020239251108,0.0390121663797592,-0.0676273064715184,0,0,0,0,-0.0492161363083363,0,0,0,-0.04572707256316
X601939.CH.EQUITY,0.237162190020743,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102304861825395,0,0,0,0,0.0684580249705788,0,0.0277367550836709,0,0,0,0,0,0,0.344503480594522,0,0,-0.00162109138192849,0,0.118377617415038,0,0,0,0,0,0.0107880055302789,0,0
X601288.CH.EQUITY,0,0.0447740627482812,0,0,0,0.239900638259161,0.0659571783783689,0,0,0.00149555774822861,0,0,0.101934975841148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230869755429848,0,0,0,0,0,0,0,0,0,0.0452625465992076,0,0,0.0937990118919561,0,0,0,0,0,0,0,0.117630876244666,0,0,0.141858122593453
X5.HK.EQUITY,-0.14687089826632,-0.293560881736414,0,0.173604229859022,0,0,0,0.0377018004569129,0,0,0,0,0,0,0,0.263721862734349,0,5.42101086242752e-20,0,0.0939594889519041,0.16603902699695,0,0,0.430674055065856,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194778727446884,0,0,0,0.208861407615687,0,0.00669863365400451,0,0,-0.030006780880836,0,0,0,0,0.055615849311389
X601988.CH.EQUITY,0.19227479324046,0,0.00812345581623475,0.611873288738315,0,0,0,0,0,0,0.107746541700448,0,0.152595362961497,0,0,-0.0903123743282377,0.0988961414866973,0,0,0,0,0.0217438370282825,0,0.0370856651522808,0,-0.0225624072186934,0,0,0.0102822682813036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.563605244695596,0.00284351686156732,0,0,0,0,0,0,0,0,0,-0.0957311065315781,-0.139686760670442,0,0,0,0,0,0,0,0,0,0,-0.00121780675541283,0.277053958108531,0,-0.137170605835836,0,0,0,0,0,0,0,0,0,0,0,0,0.174114180241844,0,0,0,0,0,0.137118243694447,0,0,0,0
X1299.HK.EQUITY,0,0,0.00153145604414845,0,0,0,0,0,0,0,-0.087908722943316,0,0,0,0,0.0643920585279176,0.276335589727991,-0.0580710539626233,0,0.049175512678995,0.292086486034097,0,0,0,0,0.233557878451348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193165106803183
X601628.CH.EQUITY,0,0.114879883351349,0,0.0905044301164746,0,0,0,0,0,0,0.0218201744898326,0,0,0.236550769814561,0,0,0,0,0,0,0,0,0,0,0.150993115893526,0,0,0,0,0,0,0,0,0,0,0,0.14617151818167,0,0,0.0868705259452982,0,0,0,0,0,0,0,0,0,-0.00958339210349736,0
X601328.CH.EQUITY,0,0.353414595664075,0.316482409725429,0.209634633464876,0.0961477427262744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173807865409944,0,0,0.333206845797339,0,-0.124563229755655,-0.0419507546653436,0,0,0,0,0,0,-0.0328295798991709,0,0.0647047353278726,0,0,0.0242620051083222,0,0,-0.0870870969067604,0,0,-0.373202829835281,0,0
