,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398740829860069,0,0,0,0,0,0,0,0,-0.119060789822357,0,0,0,0,0,0,0,0,0,-0.00311429395581784,0,0.669532292024875,0,0,0,0,0,0,0,0,0,0.0188940847656207
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.181309703656629,0,0,0,0,0,0,0,0.0282587352267266,0,0.0722593660537458,0,0.0587342958667247,0,0,0,0,0,0.136948047803946,0.0613533266571451,0,0,0,0,0,0,0,0.196063739685682,0,0,0,0.0479905819891986,0.186635110039414,0.00425292236283862,0,0,0.0728834068665419,-0.0325440271728471,0,0,0,0,0
X601939.CH.EQUITY,0.43692277049131,0,0,0,0,0,0,-0.0567584788813337,0,0.0213485445305632,0,0,0,-0.070760785604779,0,0,0,0.0356675193259939,0,0,0,0,0.159362139748402,0,0,-0.321343687856611,0,0,0,0,0,0,-0.0815425238161348,0,-0.12383377137012,0,0,0,0,0.745538871922916,0.0768636688404138,0,0,0.0156272185936668,-0.107144805675071,0,0,0,0,0,-0.0973463598858352
X601288.CH.EQUITY,0,0,0,0,-0.0252125473903408,0,0,0,-1.38777878078145e-17,0,0.879221902772273,0,0,0,0,-0.495271906102744,0,0,0,-0.205568092798194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311898453827943,0,0,0,0,0,0,0,0,0,0.000939258155266211,0,0,-0.160236850753396
X5.HK.EQUITY,0,0,0,0,0,0.133395066195448,0.374186859274541,0,0,0,0.0471929395609703,0,0,0.187886479886092,0,0,0,0,0,0,0,0,0.0259091678545121,0,0,0.0343958902327817,0,-0.122560166504296,0,0,0,0,0,0,0,0,0,0.0785350931326887,0,0,0.131257015020839,0,0,0,0,-0.184129460535093,0,0,0.135651931851865,0,0
X601988.CH.EQUITY,0,0,0,0,0.336531690092678,0,0,0,0,0,0,0,0,0.112104481921183,0,0,0,0.179593391080034,0,-0.0568791233083399,0,0,0,0,0.186802725466935,0,0,0,0,0,-0.332344228423535,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.00615276412450975,0,0,0,0,0,0.019612192885384
X1299.HK.EQUITY,0,0,0,0,0.285416549247789,0,0,0,0,0,0,0,0,0,0,0,0,0.150345180117187,0,0,0.0475861157514339,0,0,0,0,0,0.0624029180603308,0.108662372399437,0,0.093888465960243,0,0,0,0,0,0,0,0.315258673003643,0,0,0,0,0,-0.199121292083691,-0.016393595318641,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.140222019898674,0,0,0,0,0,0,0,0.48417590915593,0,0,0,0,0,0,0,0,0,0.233320380049144,0,0,0,0,0,0,0,-0.00734895653875437,0.128433013758573,0,0,0,0,-0.204820897304326,0,0,-0.156155489135183,0,0,0,-0.00801098932961434,0,0,0.214167963697947,0,-0.0325940860774177,0,0,0.00107754276821,0,0
X601628.CH.EQUITY,0,0.277940753374094,0.0138249161680573,0.0533404581451768,-0.0935537722138279,0,0,0,0,0,0,0,-0.0134369326710838,0,0,0,0.242808691151588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149691374359064,0.0721154682626158,0,0,0,0,0,0.158353288667639,0,0.0747884014413881,0.0972402063705477,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.758636779377773,0,0,0,0,0,0,0,0,0,0,0,0.160119178669497,0,0,0,0,0,0.0519803286289297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154848317703859,0,0.029650593897525,0,-0.199933529399184,0,-0.0325435674884568,0,0.00962596450202791,0
