,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.370150801567197,0,0,0.0995088005253366,0,0.319699191827527,0,-5.55111512312578e-17,0.0923799127628322,0,0,0,0,0,0.0891862027483976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162663163327173,0,0,0,0,0,0,0,0,0,0,0,0.00696604449566657,0,0,0,0,0
X601939.CH.EQUITY,0.423640560807449,0,0,0.0418038424930741,0,0,0,-0.115320853189662,0,0.0455229005974389,0,0,0.431138728035111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504264965016657,0,0,0,0,0,0,0,0.0482668420901071,0,0,0,0,0,0,0,0,0,0,0.0271132126165647,0,0,0.0390125198209969,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0700711493039319,0,0.0685534333369469,0,0,0.257847688203667,0,0,0,0,0,0,0,0,0,0,0,0,0.0963693411508488,0.00367078500395232,0,0,0,0,0,0,0,0,0,0,0.0474319933330758,0,0.0793206671332221,0.183090686391507,0,0,0,0,0,0.124980816940948,0,0,0,0,0,0
X601288.CH.EQUITY,0.398997170708221,0,0,0,0.34297567407464,0,0,0,0,0,0.102506079669602,0,0,0,0,0.0505664174827211,0,0.0712986183682771,0,0,0,0,0,0,0,0,0,0,0,0.0075298168217737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307506407510215
X601988.CH.EQUITY,0,0,0,0.280772896155283,0,0,0,0,0,0.00355254806963671,0,0,0,0.00648217007020191,0,0,0,0.137540428809959,0,0.135413757830814,0,0,0,0,0,0,0,0,0,0,0.068276466185707,0,0.00942205148466535,0,0,0,0.0419470930626855,0,0,0,0,0,0,0,0.172277644308397,0,0.139373848883763,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.333142654971072,0,0,0,0,0,0.0654874017437712,0,0,0,0,0,0,0.0190642158911799,0,0,0.164233759323987,0,0.0909194884655608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358722076703183,0,0,0,0,0,0,0,0,0.115742319794609,0
X600036.CH.EQUITY,0,0,0.0517896924569395,0,0,0.0830580569102451,0,0.0579704504947797,0,0.0133381276825491,0,0.346659023220639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921970781271896,0,0,0,0,0,0.0927106956621277,0,0,0,0,0,0,0.0518746263915736,0,0,0,0,0,0,0,0,0.246026145900459,0,0.0067340386458453
X1299.HK.EQUITY,0,0,0,0,0,0,0.0180201550091537,0,0.0174289692425216,0,0,0,0,0,0,0.330886799367403,0.00697028088936195,0,0,0,0.0970893474837092,0,0.0641610081626534,0,0,0,0.186834162368295,0,0,0,0,0,0,0,0,0,0.168023732129111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.110948851344235,0,0,0,0,0,0,0,0,0,0,0.0271590715816737,0,0,0,0,0,0.190441359433537,0,0,0,0.0376921454975429,0,0.23148676384786,0,0,0,0,0,0,0.057463632257515,0,0,0,0,0,0,0,0,0.129764785815946,0,0,0,0,0,0,0,0,0,0,0.0217448947955777,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662611237037124,0,0,0,0,0,0,0,0.421388853702179,0,0,0,0,0,0,0,0,0.135697641158977,0.0132999423305616,-0.47728030199565,0,0,0,0,0.790257998877116,0,0,0,0,-0.185216676306993
