,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.46917342153685,0.0814593102331316,0.10294382839371,0,0,0,0,0,0,0,0,0,0,0,0.0538548198011994,0,0,0,-0.0594841921241114,0.0449318542526167,0,0.130043232915727,0,0,0,0,-0.00457389648055985,0,0,0,0,0,0,0,0,0,0,0.0807964842435652,0,0.00146917531905227,6.93889390390723e-18,0,0,0.0329481298876094,0.237107478157404,0.018671729935662,-0.112043790746944,0
X601318.CH.EQUITY,0,0,0,0.14216672301554,0,0,0,0,0.157371910922755,0,0,0.0980443697693879,0,0,0,0,0.0317898294380847,0,0.140398745080178,0,0.261378661899788,0,0,0,0,0,0,0,0.00862555498053643,0,0.0956016663760897,0,0,0,0,0.0135634300865878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150657502447832
X601939.CH.EQUITY,0.233198452548372,0,0,0,0.176583817047608,0,0,0,0,0,-0.0186151855759594,0.119887106323876,0,0.0621776498408676,0,0,0,0.0662218566558512,0,0.0763901457148984,0,0,0,0,0.252543914296621,0,0.214459474339757,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519772657753431,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.116354579973365,0,0,0,0.0628503803219977,0.164726896038703,0.111536255071707,0,0,0,0,0.17398347094084,0.117214226487143,0,0,0,0,0,0,0,0,0,0,0,0.290600916503387,0,0,0,0.00870095036559775,0,0,0,0,0,0,0,0,0,0,0.130523654365408,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.104074386874839,0,0.111812281672387,0,0,0.0799246360115837,0,0.38916454727521,0,0,0,0,0,-0.0107888782174222,0,0.043887222802271,0,0,0,0,0,0.00245292592546134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186060586862088,0,0,0,0,0,0.122225837001168,0
X601628.CH.EQUITY,0.0904726790321128,0,0,0,0,0,0,0,0,0,0.0243058882478088,0,0,0,0,0,0.205409155946624,0,0,0,0,0.143564126911275,0,0,0,-0.103260532813472,0,-0.072067755136481,0,0,0,0.0762183405704138,0,0,0.679266395317331,0,0,0,0,0,-0.0426412180832702,0.189914695706379,0,0,0,0,0,0,0,-0.023108795562913,0,-0.0549212926262326
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0598932106920306,0,0,0.0934678846052181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310690490358108,0,0,0,0,0,0,0,0.0687795009485316,0,0,0.0874207177107032,0,0.249818511431247,0.220057787685872,0.136708091318898,0,0,0,0,0,0,0.303055148386335,0,0
X601988.CH.EQUITY,0,0.11806312709269,0.0494944008990005,0.289646068640492,0.182427787828861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286503598206713,0,0,0,0,0,0,0,0,0.138480663554435,0,0,0.12841107910621,-0.0441972502520555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0208504516731802,0,0,0,-2.8090387536828e-05,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0979612144936449,0.0108150319273052,0.101184489126056,0,0,0,0.0557423286403929,0.23265105353881,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.331327096623766,0,0,-1.73472347597681e-18,0,0.174188042661107,0,0,0,0.00242381365099099,0,0,0,0
X601166.CH.EQUITY,0,0,0.00527265021097744,0.0784968108634844,0,0,0,0,0,0,0,0.0862206517218813,0.103996061529654,0.0509637695750814,0,0,0,0,0,0,0,0,0,0,0,0.179701759301449,0,0,0.421641459378999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019006753777975,0,0,0,0.0873321350728269
X388.HK.EQUITY,0,0,-0.0790949991316847,-0.13090616011147,0,0,0.0749246625060337,0,0,0,0,0,0,0,0.164642077663683,0,-0.0629704821967524,0,0,-0.175907084026408,0,0.275820286484643,0,0,0,0,0,0.17268996879172,0,0.105667876402737,0.0203014944168287,0.268364265285987,0,0,0,0,0,0,0,0.241832572154213,0,-6.93889390390723e-18,0,0,0,0,-0.405805470669761,0,0,0.137430548456222,0.121154609298755,-0.0506237761545408
X601658.CH.Equity,0.170728802474806,0,0,0.143402584070441,0.0668227793013669,0,0,0,0,0.393415472282701,-0.0677933849495818,0,3.46944695195361e-18,0.0848094745858944,0,0,0,0,0,-0.0161112847395925,0,0,0,0,0,0,0,0,0.0940079780641788,0.0865301694251032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109763410979739,0,0,0.076543425232845,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.656459256273571,0,0.0829522314978005,0,0,0,0,0.0898477994266157,0,0,0,0.0517768480176909,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.150169795741662,0,0.0658163538675547,0,0,-0.277848134745526,0,-0.115125887899498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389144039165575,0.0429932578636059,0,0.00512510515021681,0
X000002.CH.EQUITY,0,0,0,0.14933627886245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00492458469077603,0,0.634941447490825,0,0,0,0,0,0,0,0,0,0,-0.00525942135804544,0,0,0,0,0,2.71050543121376e-20,0,0,0,0.0250849261303361,-0.0853290049760735
X600030.CH.EQUITY,0,0,0,0,0,1.73472347597681e-18,-0.000603759306567853,0,0.0159823335774167,0,0,0,0,0,0,0,0,0.437833544477772,0,0,0.234963200172759,0.0697786612792805,0,0,0,0,0,0,0,0.000879092758056864,0,0,0,0.016580230810351,-1.73472347597681e-18,0,0,0,0,0,0,0,0.203567099609853,0,1.73472347597681e-18,0.0709709195170973,0,0,0,0,0,0
X601328.CH.EQUITY,0.0425169883384015,0,0,0,0,0,0.0178536616107883,0,0,0,0,0,0,0,0,0,0,0,0.443765577161085,0,0,0,0,0,0,0,0.116274452742785,0,0,0.116403149004807,0,0,0,0,0,0.0913997676094214,0.0148902102020256,0.0297236500577522,0,0,0,0,0,0,0.0832686660969558,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.27496767768168,0,0,0.0793304890252086,0.161755179809427,0,0.070669986228025,0.0489880441418699,0,-0.0316105909673045,0,0,0,0,0,0,0,0,0,0.372366475901481,0,0,0,0,0.1381115777866,0,0,0,0,-0.10657398665574,0,0,0,0,0,0,0,0,-0.0735763481527747,0.0523014292245924,0,0,0,0.170938082493321,0,0,0,0,0,0,-0.016519235444812
X601066.CH.EQUITY,0,0,0.151298979644669,0,0,0,0,0,0,0,0,0,0,0,0.391922614531985,-0.125593276493443,0,0,0,0,-0.0709066356968469,0,0,0.182229854918837,0,0,0,-0.0641446252786014,0,-0.0305207700619699,0,0,0,0.159371907609975,0,0,0,0,0,0.0613833288558288,0,-0.0661116298876469,0.215401829760135,0,0,0.0917443692536324,0.0669668463082353,0,0,0.150198927359147,0,0
X600000.CH.EQUITY,8.67361737988404e-19,0.1926140106525,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0157438863653782,0,0,0,0.373290123010979,0,0,0,0,0,0,0.0162110191459289,0,0.0417968315500713,0,0,0,0,0.0513839544749849,0,0,0,0,0,0.00147024232637816,0,0,0,0,0.0484117815446274,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.116376909704943,-0.00845985487124617,0,0,0,0,0,0,-0.103499940773419,0.0364002605262727,0.162279071337761,0,0,0,0,0,0,0,0.128872530580143,0,0,0,0,0,0,0,0,0.0946572254396848,0,0,0,0,0,0,0,0.380620311098353,0,0,0.124431783161803,-3.46944695195361e-18,-0.656399081810713,0,0,0,0.024708517116259,0.051676095797103,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.116382920419374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119978217835569,0.212845705379925,0,-0.0416412324561255,0,0,0.265032978988918,0,0,0,0,0,-0.145259112880077,0,0,0,0,0,0.0500613251585449,-0.0488808585236622,0,0,0,0.0179796859945004
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07754120654635,0,0.00849974978571553,0,0,0,0,0,0,0,0,0,-0.10067156979651,0,0,0,0.116089787181098,0,0.225507710104976,0.0370490257015602,0,0,0.0742644259648203,0,0,0,0,0,0,0.130757689830221,0.45711309830491,0,0,0,0,0,0
X2388.HK.EQUITY,0.122395874730183,0,0,0,0,0,0,0,0.189261532557624,0,0.0702293682904289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674606834318636,0.428799953638441,0,0,0,1.73472347597681e-18,0,-0.34068152686362,0.109210482356584,0,0,0,0,0.0460246909692317,0.0384302551650907,0,0,0.00840865160877993,0,0,0.122613223758795,0,-0.17082945259059,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204641548609035,0,0,0.165408255055462,0,0,0.27636568996207,0,0,0.0368501074129596,0,0,0.0378746471811225,0,0,0,0,0,0,0.273440336351579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0415141618948928,-0.0123853394541671,0.268515464579872,0,0,0.0282485718996334,0,0,0,0,-0.0505214319239618,0,0,0.128371030082466,0,0.277763605468814,0,0,0,-0.045318826934367,0,0,0,0,0.0781619722810454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529338662169787,0,0,0,0.276808703610085,0,0,0,0,-0.0296821681033432
X002142.CH.EQUITY,0,0,-0.107178833826391,0.487378107813411,-0.133276549875653,0,-0.236869450491871,0,0,0,0,0,0,0,0,0,0.0131353363432132,0,0.146788499394293,-0.00175061789413416,0,0,0,0,0,0,0,0,0.0957958933816849,0,0,0,0,0,0.28966416744877,0,0,0,0,0.0815901297499834,0,-1.73472347597681e-18,0,0,0,0,0,0.00214715566506751,0,0,-0.0478700079642195,0.0507030100748081
X600016.CH.EQUITY,0,0,0.191149695746049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465176766710879,0,0,0,0.0510988402881916,0,0,0,-0.086924116198109,0,0.0906111348881588,0.0748489173564556,0,0,0.750803355791875,0,0,0,0,0,0,0,0,-0.348926083250108,0,0.297488572665534,0,0,0,0,0,0.0382981132542242,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0629574764938331,0.393134057672782,0,0.074283981730801,-0.0623617967629748,0,0,0,0,0,0,0,0,0,0,0.377007646258313,0,0,0,0,0,0,0,0,0,0.182551863265182,0,0,0.0832471290342084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.0813090052831275,0.084729901573819,0,0,0,0,0,0,0.169838503824024,0,0.217589975355932,0,0,0,0,0,0,0,0,0,0,0.0104740402847206,0,0,-8.67361737988404e-19,0.0208009656557354,0,0,0,0,0,0,0.177359958699672,0,0,0,0,0,0,0,0,0,0,0,0,0.130840739941767,0,0.0901224305621192,-0.0195503433176215,0,0
X600048.CH.EQUITY,0.0995275328800041,0,0,0.128981202196139,0,0,0,0,0,0,0.166576441374376,0,0,0.365689584941194,0,0,0,-0.0864331832175382,0.121479322850499,0,0,0,0,0,0,0.0935478571345565,0,0,0,0,0.140380044347534,0,0,0,0,0.173522481770826,0,0,0,0,0,0,0,0,0.0191619082832646,0,0,0,0,0,0,0.211916015088851
X2007.HK.EQUITY,0,0.302298815989426,0,0,0,0,0,0.0623542126946001,0,0,0,0,0,0,0,-0.558792522173996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116097779870862,0,0,0.361920536376146,0,0,0.24005144104226,0,-0.0916365485052199,0,-0.111505013385032,0,0,0,-0.175437521254784,0.344890773618613,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0.12413686690604,0.0769100529617135,0,0,0.103709948972271,-1.73472347597681e-18,0,0.0754716648204714,0,0.0383869759318566,0,0,0.0524704200353304,0,0,0,0,0,0.17209534667856,0,0,0,0,0,0,0,0,0,0.420779258925998,0,0,0,0.0765505849214035,0,0,0,0,0,0,0,0,0,-0.0702968952120836,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160481231039987,0,0,0,0.750148094917526,0,0.158651387783247,-0.386431324299959,0.0766151920758792,0,-0.231218937930328,0.242739795265971,0,0,0,0,0,0,0,0,0,0,0,0,-0.251140517006941,0,0,0,0.123807517612009,0.178202885386796,0,0,0
X601688.CH.EQUITY,0,0,0,-0.0655665006995026,0,0,0,0,0,0,0,-0.0143214187976381,0,0,0.222650440712821,0,0,0.0186342451361024,0,0,0,0,0,0,0,0,0.325811261874198,0,0,0,0,0,0,0,0.136149047294934,0,0.369841445792492,0,0,0,0,-0.0934665130052815,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0434283040670705
X601336.CH.EQUITY,0,0,0,0,0,0.485416463530114,0,0,0,0,-0.0122223282186128,0,0,0,0.165678815056868,0,0.0110037772149406,0,0,0,0.0650452632122073,0,0,-0.105130490299995,0,0,0,0,0,0,0,0,0,0,0,0.0334519558661085,0,0,0,0,0,0,0.0453489860004676,0,0.26883056453123,0,0,0,0,0,-0.202667453628842,-0.0396493570803283
X267.HK.EQUITY,0.256603538763316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190489035463055,0,0,0.134138159648634,0,0,0,0,0,0,0,0,0.0390400493890523,0,0,0,0,0.0315273713030231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152105505142517,0,0.211301850510185,0,0
X601211.CH.EQUITY,0,0,0,0.120187335681218,0.0448919946805419,0,0.0782436028371543,0,0,0,0,0,0,0,0.240834504735247,-6.93889390390723e-18,0,8.67361737988404e-19,0,0,0,0,0,0.0273339362214573,0,0,0.0581337204021663,0,0.0336080938203388,0.0121267334888107,0,0,0,0.265758129912524,0,0,0,0,0,0.00174128508045108,0,0,0.072486553129603,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0.110269370036627,0,0,0,0.0458202360062423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392448340429575,0,0,0,0,0,0,0,0,0,0,0,0.214516946935715,0.223783962906744,0,0,0,0,0,0,0,0,0.0322080119448422,0,0.0889850827140347,0,0,0.109863983294956,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0.243587914861302,0,0.182474533687808,0,0,0,0,-0.0136878555979134,0,0,-0.146888331968547,0,0,0.143669916534228,0,0,0.155724617996392,0,0,0,0,0,0,0,0,0,0,0,0,0.00347390042929407,0,-0.0469055298634242,0,-0.173050713716179,0.0653806661843501,0.0561489423006069,0,0.101227041868808,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,-0.224651163344512,0,0.00928088811026366,0,0,0,0,0,0,0.112727818492452,0,0,-0.00688927237200571,0,0,0,0,0,0,0,0,0,0.101295268840259,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.668816550136218,0,0,0,0,0,0,-0.1441611508577,0,0
X12.HK.EQUITY,0,0.10544602471071,0,0,0,-0.00306613275970637,0.167356213878256,0,-0.189338481914032,0,0,0,0,-0.0372775019837333,0,0,0.0593299090045005,0,0.00299636869323999,0,0,0,0.122545663233425,-0.212877085911977,0,0,0,0,0,0,0.214408885938827,0,0,0,0,0,0,0,0.572292674541535,0,0,0,0,0,0,0,0,0,0,0,0,0.00637730949255347
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278235899894886,0,-0.0906577887914183,0,0,0,0,0.00271068530972331,0,0,0,0,0.0347462979089856,0,0.0804591230259029,0.0266784023227886,0,0,-0.054418342090761,0,0.0342531809096985,0,0,0.0496600598046578,0,0,0,0,0,0,0,0,0.700211269455538,0,0.236648185131534,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0.211750376589357,0,0,0,0,0,-0.0410202733537706,0,0,0,0,0,0,0,-0.0466219309430447,0.345842676927954,0,0,0,0,0,0,0,-0.0489779213384322,-0.0141354058650732,0.146022389899493,0,0,0,-1.38777878078145e-17,0.102515875413171,0,0,0.179208551444666,-0.0199141198390521,0,0,0,0,0.0118122954641923,0,0,0.402208762103642,0,0,0
X823.HK.EQUITY,0,0,0,0,0,0,0,0.0445261732936757,0,-0.0751150026372341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479478948912066,-0.024124465482732,0,0,0,0.0372837132330735,0,0.088837269526892,0,-0.162142329570063,0,0.140226296023685,-3.46944695195361e-18,0,0,0,0,0,0,0.425377188667311,-0.0192440911174745,0
X001979.CH.EQUITY,0,0,0,0,0,0,0,0.0365770842218437,0,0,0,0,0,0,0.0983278943849831,0.11899768222473,0.215859071707132,0,0,0,0,0.0240683239695251,0,0,0,0.0572784370685308,0,0,0,0.150774289806817,0,0,0,0,0.025158087570041,0,0,0,0,0,0,-0.129972431556863,0,0.163289219028127,0,0,0,-0.0225974827191002,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00793853970454737,0,0,0,0,0,0,0.223616890418274,0,0,0,0.298319293962729,0,0,0,0,0,0,0,0,0,0.0153259617904193,-0.0332794516861357,0,0,0,0.105933398014779,0,-0.0474529639202178,0,0,0,0.147711541191175,-0.0251967945327608,0,0,0,-0.0593185897010489,0,0,0.0354903636770937,0.0251921419595221
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0.153094653195093,0,-0.211302754707577,0,0,0,0,0,-0.144160209318733,0.144657541275601,0,0,0.15639720487161,0,0,0,0,0.204010817104733,0,0,0.335326622804222,0,0,0.208100340860845,0,0,0,0,0,0,0,0,0,-0.272021893950111,0,0,0,0,0,0,0.332286010222738,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.0312433938898811,0,0,-0.0367340212099115,0,0.047215133918423,0,-0.0501436203421441,0,0,0,0.056506258519897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290912231015859,0,0,0,0.120514211051832,0,0.600875119326563,0,0,-0.195411897247219,0,0,0,0,0,0,0
X601169.CH.EQUITY,0.0426343621108021,0,0,0,0,0,0,0,0,0.0461360351564641,0,0.0810148671931208,0,-0.0555943671996384,0,0.24925611338007,0,0,0.0075163328534404,0,0,0.0281090447972173,0,0,0.0704589901340588,0,0,0,0.0144246330474216,0,0,0.0661977447315712,0,0,0,0,0,0,0,0,0,0,0.0866064409976411,0,0,0,0.276814301137955,0,0,0,0,0
X1997.HK.EQUITY,0,0,-0.148763968285581,0.0817181868472679,0,0,0,0,0,0,4.33680868994202e-19,0,0.18988225477006,0,0,0,0,0.0313757772464799,0,0,-0.193615723845787,0,-0.0120064507194084,0,0,0,0,0,0,0,0,0,-0.0923442518213032,0,0,0,0,0,0,0,0,-0.0202722331805447,0,0.135848253168137,-0.0131794039059318,0,0,-0.0191295123815277,0,0,0,0
FXI.US.EQUITY,-0.248296138437634,0,0,0,0,0,0,0.183942462420075,0,0,0,0,0.280067226421222,0,0,0,0,-0.131718015679673,0,0,0.177710305031993,0.281872796816747,0,0,0,0,0,0,0,-0.226245984259568,0.0906043437617771,0,3.46944695195361e-18,-0.0480114688378469,-0.241126933930848,0,0,0,0,0,0,0.131532376291215,0,0,0.313756007416381,0,0,0,0,0.345460724248583,0,0.074028644487271
CN210SLOPE,0,0,0,0,0,-0.10235733176803,0,-0.289373211684026,0,0,-0.110684330887916,0,0,0.459273190259782,0,0,0,0.319502415294952,0,0,0,0,0,0,0,0,0,0,0,0,0.090031938569312,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.590710864516496,0,0,0,-0.0192950608104611,0
