,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.133828343446048,-6.93889390390723e-18,0.171607580424651,0,0,0,0,0,0,0,0.329224254877812,-1.38777878078145e-17,0,0,0,0,0,0,-0.161461962948199,0,0,0,0,0,0.0925660189121718,0,0,0,0,0,0,0,0,0.0586677452072616,0,0.179211089905793,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.134073547704527,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0956244733313122,0,0,0.164694650153352,0,0,0,0.213458313943566,-0.0695817555203227,0,0.251365404935267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104575682939535,0,0,0,0.226116668343324,0,0,0,0,0.220250639052374,-0.255058980709477,0,0.174773883821128,0.0969059675967138,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.626775112113277,0,0,0,0.0224861903191585,0,0,-0.0336092767364905,0,0,0.17264977157623,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.000361187678469442,0,0,0,0,0.0324258338884119,0,0,0.277237683914481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.321048203053876,0,0.102618883161819,0,0,0.339834468229718,0,0,0,0,0,0,0,0,0,0,0,0.0889711811785013,0,0.0223092563030987,0,-0.0482119294926641,0,0,0,-0.0689887518627864,0,0,0,0,0,0,0,0,-0.0474617972800511,0,0,0,0,0,0.209882455013741,0,0,0,0,0,0,0.0735161095805598,0,0,0,-0.0419169626864737
X5.HK.EQUITY,0,-0.0978396173887853,0,0.227939923483629,0,0,0,-0.0125250194320071,0,0,0,0,0.0937302229835829,0,0,0,0,0,0,0,0.453693819996409,0,0,0,0,0,0,0,0,0,0.401917859414059,0,0,0,0,0,0,0,0,0,0.0310547655807455,0,0,0,0,0,0,0.147337710021258,0,-0.128518842158034,0.0828519025070531,0
X601988.CH.EQUITY,0.225897130423223,0.0686767656995178,0.214615020701391,0,0,0,0,0,0.161596066752957,0,0,0.0871142813673237,0,-0.178840737725997,0,0,0,0,0,0,0.0776822686891553,0,0,0,0,0.0562523343904817,0,0,0,0,0,0,0,0.0876765939523166,0,0,0.0143483931440229,0,0,0.0615644206114469,0,0,0,0.0938798981631118,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.202987200127591,0,-0.03293983949202,0.0316310347434132,0,0.236893505108668,0,0.278557413103906,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0463582942620635,0,0.0820960106035995,0.0347877302696245,0,0.0954267508179272,0,-0.000725328526257828,0,0.034356606193767,0,0,0,0,0,0,0,0,0,0,0.00133558457464359,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.106375224443795,0,0,0,0.112573670528295,0,0,-0.112150312414965,0,0.0234849814649297,0,0.236118314650938,0,0,0.0263441646321524,0,0,0,0.047160488182677,0.0658685568520596,0.0910127836936855,0,0,0,0,0,0.0121272057046517,0.212868889708525,0,0.031359225323827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0820237479981501,0.346798112971242,0,0,0,0,0,0,0,0.104896465580677,0,0,0,0,-0.035682322564658,0,0,0.0664212190889544,0,0.0734437929591612,0,0,0,0,0,0,0,0,0,0.0468352850416379,0,0,0,0,0,0,-0.089980647568843,0,0,0,-0.0616438493548695,0,0.0662085463896027,0,0,0,0,0.20342862298959,0,0,0,0.227627326911254
X601658.CH.Equity,0,0,0,0,0,0,-0.116113139803588,0,0,0,0,0,-0.142194913203525,0,0,0,-0.0426532668753,0,0,0,0,0,0,0,0,0,0.42236854972092,0,0,0,0,0,0,0,0.0145338012553522,0.208027617580626,0,-0.30918253071771,0,-0.542071033554953,0.461064441020651,1.73472347597681e-18,0,0,0,0,0.456245643758801,0,0,0,0,-0.365013083114055
X601166.CH.EQUITY,0,0,0.0356417869764728,0,0,0,0.464387176305031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00458279817057699,0,0,0,0.114155712516196,0,0,0.280003238585765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176422808074742,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.137867776511474,0.0170943813855443,0,0,0.0608212167474239,0,0,0,0,0,0.48567178710169,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0589895721018095,0,0,0,0,0,0,0.0401514584386464,0.105358299204978,0,0,0,0,1.0842021724855e-19,0.0270561515287196,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0212588532681426,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.295111729487173,-0.0827688759843346,0,0,0,0.411563002290953,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162678071229188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496755660046922,0.116927014059504,0,0.246176474808901,0,0,0,0,0.0837501319702053
X000002.CH.EQUITY,0.102275794705679,0.0542194852688479,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0437707133680508,0,0,0,0,-0.106699400150786,0,0.00928427353764967,0,0,0,0,0,0,0,0.464630357875092,0.11425743888144,0,0,0,0,0,0.260482114399579,0,0,0,0,0,0,-0.132687202040616,0,0,0,0,0,0,-0.0239230660575322
X000001.CH.EQUITY,0,0,0,-0.0211814064994606,0,0,0.271444934916884,0,-0.15093903234316,0,0,0,0,0,0,0,0,0.0524022576189059,0.143898001936995,-0.0360965998273354,0,0,0,0.254313124479705,0,0,0,0.177822560977994,0.278203490702764,0,0,0,0,0,0.316397819568072,0,-0.149735668066492,-2.16840434497101e-19,0,-0.0483838413861928,0,0,0,0,0.167367018679032,0,0,0,0,0,0,0
