,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.420437920545358,0,0,0,0.110659828178867,0,0,0.129822151725159,0.0364596336425653,0,0.185412764811974,0,-0.0340553220432064,0,0.0837724320303946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296599959946597,0,0,0,-0.0291380220693081,0,0,0,0,0,0,0,0.0260566634892381,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0400031714719994,0.318047885985751,0,0,0,0,0,0,0,0.288867664599425,0,0.0787994864726766,0,0.0654922530116646,0,0,0,0,0.119113050806561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462898031331089,0,0.00990444468368278,0,0,0,0.0348535796794826,0,0,-2.71050543121376e-20,0,0
X601939.CH.EQUITY,0.166697972983432,0,0,0.492389545419039,0,0.0808411336795533,0,0,0,0,0.0165103761594807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684977779330369,0,-0.0233594945815439,0,0,0.0792850746669611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245246547855757,0,0.015672819178514,0
X601288.CH.EQUITY,0,0,0.253891460178258,0,0,0,0,0,0.000506459452531312,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.181454250862752,0,0,0.0835589403016873,0,0,0,0,0,0,0,0,0.0128675885233626,0,0,0,0,0,0.262751207112406,0,0,0,0,0,0,0,-0.00296501360505694
X5.HK.EQUITY,0,0,0.0638343166294764,0,0,0.225721077650236,0,0.23836930500044,0,0,0,0,0,0.157436837070866,0,0,-0.0208025315354275,0,0.204126947851118,0,-0.278450001926113,0,0,0,0,0.0351975250370543,0,0,-0.0548298773109626,0,0,-0.0218133745880434,0,0.180901231442275,0,0,0,0,0,0.168243185113701,0,0,0,0,0,0,0,0.177797946823137,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.213602706810925,0,0,0.211246538850934,0.00691090446073681,0.281177990355397,0,0.118777034986803,0,0,0,0,0,0,0,0,0,0,0,0,0.0656751426868963,0,0,0,0,-0.179054016773206,0,0,0,0,0,0,0,0,0,0,0,0.0842423812643848,0,0,0,0,0,-0.071009025409622,0.077815589637298,0.0784209656173896,0
X600036.CH.EQUITY,0,0.0858109460321662,0,0,0,0,0,0,0,0,0,0,-0.0315179792933086,0,0,0,0,0.0102026241216519,-0.0359843303033145,0,0,0,0,0,0.732757191783839,0,0,0,0,0,0.162855120810386,0,0,0,0,0,0,0,0,0,0,0,0.117508250973043,-0.0201263077528655,0.0955688927226671,0,-0.0271730174699722,0.0186682263175542,0,0,-0.0352190656825363
X1299.HK.EQUITY,0,0,0,0,0.205645532968464,0,0,0,0,0,0,0,0.0334347972022827,0,0,0,0,0.100739298343936,0,0,0,0,0,0,0,0.0214252971420796,0.0134344594127517,0,0.10276845676564,0,0,0.226540998975038,0,0.192569989115776,0,0,0,0,0,0,0,0,0,0,-0.0275120900004044,0.0731676529988869,0,0,0,0,0.111686662339858
X601628.CH.EQUITY,0,0.0902272788990242,0,0.0946991634789548,0,0,0,0,0,0,0,0,0,0,0,0,0.0803442746988919,0,0,0,0,0,0,0,0.153330465337822,0,0,0,0,0,0,0,0,0,0,0,0.10496449994234,0.33853459370205,0,0,0.0760103763559629,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.163990823040047,0,0.245914648321064,0.0548527963159909,0,0,0,0,0,0,0,0,0,0.390101538113481,0,0,0,0,0,0,0,0.0627414940092257,0.0162850770880129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106511016928073,-4.33680868994202e-19,0,0.200356163523362,0,0,0,0,0.047830156759082,0,0,0
X601166.CH.EQUITY,0,0,0.345003736334446,0,0,0,0.130457261780294,0,0,0,0,0,0,0.227142561367617,0,0.0445297584967649,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0756809836183488,0.0167265918376124,0,0,0,0,0,0,0,0,0.00932523104542118,0,0,0,0,0,0,0,0.0182991157127753,0
X601319.CH.EQUITY,0,-0.115906222420628,0,0,0,0,0.229580389125924,-0.530652547648597,0,0,0,0,0,0.176145327703936,0,0,0,0,0,0,0,0,0,0.314926447110526,0,0.298951407397401,0.0965103126558877,0,0,0,0,0,0,0.0238284880869815,0.285762830267114,0,0.464721486906357,0,0,0,0,0,-0.403305725053101,0,0,0,0,0,-0.057274650090311,0.0147121117009607,-0.154448365318151
X11.HK.EQUITY,0,0,0,0,0.141140279837113,0.164058757090109,0,-0.10171901576937,0,0,0,0,0,0,0,0,0.0939913548789179,0,0.0102608713455071,0.12145977410863,0,0,0,0,0.131299324063471,0.115286400291817,0,-0.196115047958496,0,0.45963516505746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1817272218379,0,0.249891036061391,0,0.112773847851156,0,0,-1.73472347597681e-18
X600000.CH.EQUITY,0,0,0.108654681482163,0,0.227606204249651,0,0,0,0,0,0.320365964775347,0,0,0,0,0,0,0,0,0,0.0193115794980183,0,0,0,0,0,0,0,0.264379406780799,0,0,0,0,0,-0.103415846664865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.342710342929924,0,0,0,0,0,0.0138105258584244,0,0,-0.138978432409134,0,0.0301273880791206,0,0.263755805325235,0.209341292522423,0,0.199387458820752,0.580886705666879,0,0,0.0122336093077368,0,0,0,0,0,0,0,0,0.112819618929879,0,-0.025351890652959,0,0,0
