,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.1458355815572,0,0,0,0,0,-0.107290798504671,0,0,0,0,0,0,0,0,0,0,-0.0825856934394356,0,0,0.423321054589379,-0.125008886512253,0,0,0,0,0.46709845174157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029467451596285,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,-6.7762635780344e-21,0,0,0,0,-0.00241728816839238,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.443556059770548,0,0,0,0,0.0297105572067333,0,0.0507278752816502,0,0,0,0.0665426092268105,0,0,0,0.344599994763524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000862459758443567,0,0,-0.145521963221268
X601939.CH.EQUITY,0,0,0,0.770596177177293,0,0,0,0,0,0,0.101309464430691,0,0,0,0,0.110353881282258,0,0,0,0,0,0,0,0,0.0101442909116461,0,0,0.0664337952750438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574496616397937
X601288.CH.EQUITY,0.0156162136353702,0,0.918028245476825,0,0,0.0917936506935415,0,-0.0740426008178713,0,0.0218202573095596,0,0,-0.00828135811451471,0,0,0,0.0357010930564507,0,0,0,0,0,0,0,0,0,0,0.00878109412108579,0,0,0,0,0,0,0,0,0,0,-0.056659750181797,0.0195451937954419,0,-0.121841628047816,0,0,0,0.038508202275726,0,0,0,0,-0.108432666469389,0
X601628.CH.EQUITY,0,0.0370545950177103,0,0,0,0,0,0,-0.0753023890561696,0.250071916580979,0,0.227063625738614,0,0,0,0,0,0,0.29256566937674,0,0,0,0,0,0,0,0,-0.119300355683071,0,0,0.0262986276328625,0,0,0,0.196304059647239,0.0902190546464824,0,0,0,0,0,0,0,0,0,0.101334737945973,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0480071243471959,0.235797042475688,0,0,0,0,0,0,0,0,0,0,0.123733440970062,0,0,0.155359448963831,0.0225928999322051,0,0,0,0,0,0,0.17756863499674,0,0.0812999579417659,0,0,0.0716419392960303,0,0,0,0,0,0.016387795624227,0,0,0,0,0,0,0,0.088855488127163,0,0,0,0,0.0381730647083484,0,0
X601988.CH.EQUITY,0,0,0,0.00794170273169083,0,0.0451374393500506,0,0,0,0,0,0,0,0.0371431393147058,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405005979214157,0,0,0,0.0482026609517476,-0.0899013034729586,0,0.979972151715329,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0187414829786211,0.0564855309576065,0,0,0,0.207898497625,0,0,0,0,0,0,0,0,0,0,0,0,0.277546378898504,-0.0437726458945951,0,0,0,0,0.0588691427995517,0,0,0,0,0,0,0,0.10788757461736,0.0547866032364837,0,0,0,0,0.128351012925102,0.0113891680653656,0,0,0,0.153913490496534,0,0,0.0344432719071456,-0.0603399232796063
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.15532563182078,0,0,0,-0.203448544308549,0,0,0,0,-0.200763836706423,0,0,0,0,0,0,0,0,0.058051993842175,0.429273284736053,0,-0.150877299920048,0,0,0,0,0,0.0642511238077504,0,0,0.349681193130365,0,0,0,0.1829337800872,0.357548667844681,0,0,0,0,0.324697292917642,0,0.0360569906369193
X388.HK.EQUITY,0,0,0,0,0.296572653419251,0,0,0,0,0,0,0,0,0,0,-0.290623453243589,0.156063900073081,0,0,0,0.234379574717084,0,0.322380630252873,0,0.280766222140674,0,0,-0.0198421865646647,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464639504385722,0,0.205003885546891,-0.165121905650211,-0.094394123744297,0,0,0,0,-0.0601724153328469,0,0.0600661652040409
