,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.248165194328088,0,0.397475200327217,0,0,0,0,0.0848581274822855,0,-3.46944695195361e-18,0.139748833357309,0,0,0,0,0,0,0,0.0198157027366522,0,0,-0.0552650369375428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0119163543040052,0,0.126576255887589,0
X601939.CH.EQUITY,0.353792043277802,0,0,0.286608829231807,0,0,-0.095948281462076,0,0,0,0.00277549023805304,0,0.14004476460749,0,-0.064721687062716,0,0,0,0,0,0,0,0,0,0,0.031600459393321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201204848606222,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.154235141139728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1209519447532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175456713707066,0,0,0,0,0,0,0,0.129971622426798,0.0854774469300525,0,0,0.142894709777243,0,0,0,0,0
X601288.CH.EQUITY,0.471868610102154,0,0,0,0.258439909061529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872214755322902,0,0,0,0,0,0,0,0,0,0,0.0273835837595611,0,0.0348752162502284,0,0,0,0,0,0,0,0.0708997669446094,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.181635233395754,0,0.26313176074968,0,0,0,0,0,0.293875523691532,0,0,0,0,0,0.297625732363639,0,0,0,-0.0336326853353614,0,0,0,0,0,0,0,0,0,0.00067756240688565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102897441414449
X600036.CH.EQUITY,0,0,0.0498514058650689,0,0,0,0,0,0,0,0,0.358418490806009,0,0.0319784297278122,0,0,0,0,0,0,0,0,0.0288249806876291,0,0.127351876603329,0,0,0,0,1.73472347597681e-18,0,0,0,0.0697248425823521,0,0,0,0,0,0.0523209313252151,0,0.0123949002494009,0,0,0,0,0,0,0.277578074777303,0,0,0
X1299.HK.EQUITY,0,0,0,-1.73472347597681e-18,0,0.08488317876632,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557390277261007,0.24476997430998,0,0,0.130177634115447,0,0,0,0.134189645282446,0,0,0,0,0,0,0,0,0,0,0,0.146695063991197,0.0443605030692728,0,0,0
X5.HK.EQUITY,0,-0.14467512889249,0,-0.156524464463206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21235108750578,-0.768444682627089,0,0,0.47975264198285,-0.0348113487946541,0,0,0,0,0,0,0,0,0,0,0,0,0.452719721417079,0,0,0,0,0,0,0,0,0,0.107073990124741,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.103905389765008,0,0,0,0,0,0.0816684856556016,0,0.208174357272321,0,0.125006066884124,0,0,0,0.216887003079442,0,0,0.0424335842379007,0,0,0,0,0,0,0,0.0178152526625761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637658365478654,-0.00490345745806544
X601658.CH.Equity,0,0,0,0.0982038537858779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323484100448531,0,0,0,0,0,0,0.36265873015213,0,0,0,0.131779995610724,0.0591284594817373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.232546581944812,0,0,0.0633143122192439,0,0,0,0,0,0,0,0,0.0846981324574272,0,0,0,0,0,0,0,0.0895351933659717,0,0,0,0,0,0,0,0,0.0249580007896543,0.106264873876177,0,0,0,0,0,0.103902044271143,0,0.17476051139775,0,0,0,0.171555073875685,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0355740028106158,0.074301813714708,0,0,0,0.272406945904977,0,0,0,0,0.0923390538519589,0,0,0,0,0,0,0.120563983925874,0,0,0.045314869936301,0,0,0,0,0,0,0,0,0,0.147094369184668,0,0,0,0,0,0,0.0220654334533628,0,0.00397075441639297,0,0.00218212348764422,0,0,0.100462890201058,0,0.07315287650579,0,0.0322992888504076,0,0,0
X600000.CH.EQUITY,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.331879845763865,0,0,0,0,0,0,0,0,0,0.165134181781966,0,0.00895890223706421,0,0,0.213374151080884,0,0,0,0,0,0,0.0221076521478363,0,0,0,0,0,0,0,0,0,0.122792248225619,0,0,0.113865208079226,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.223963537538992,0,0,0.00216695847786459,0.4595865502075,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00803697274604878,0.0334106269483397,0,0,0,0,0,0,0.0479045779208803,0,0,0,0.0185459703461124,0,0,0,0,0,0,0,0,0,0,0,0.00939650184439468,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0624198452481655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.418083322253474,0,0.231967744285125,0,0.0745482827385943,0,0.137949282789949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
