,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.237810306275728,0,0,0.087556058714927,0,0.239723814922882,0,0,0,0,0,0.128697501871959,0,0,0,0,0,0,0,0,0,0,0,0,0.0383117257224411,0,0,0,0,0,0.0939601731076146,0,0,0.0234689391925993,0,0,0,0,0,0,0,0,0,0.107460312477882,0,0,0,0,0
X601318.CH.EQUITY,0.168342997908793,0,0,0,0,0,0,0,0.275302529928051,0,0,0,0,0,0,0,0.250980955737593,0,0.057620669936589,0,0,0.0969851643502519,0,0,0,0,0,0.0377724857655856,0,0,-0.0870697417695352,0,0,0,0,0.0942086100419515,0,0,0,-0.0182610909664152,0,0.0535546666249268,0,0.0189545256171508,0,0,0,0.0566898156423325,0,0.0600377327496286,0,0
X601939.CH.EQUITY,0.0609535127511358,0,0,0.271804420118994,0,0.051084620900212,0,0,0,0,0,0,0,0.4290119497454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445700445213016,0,0,0.0667705192059254,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352295057500386,0,0.0262760895220815,0,0,0.488069492301145,0,0,0,0,0,0,0,0,0.030118209795057,0,0,0,0,0,0,-0.0290264646594854,0.0174475294014739,-3.46944695195361e-18,0,0,0,-0.00028369605237275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101464530713213,0,0.00344753407679253,0,0
X5.HK.EQUITY,0,0,-0.0936119826161422,0,0,0,0,0.0344242365266663,0,0,0,0,0.00267901885286663,0,0,0,0,0,0,0,0,0,0.42641746319809,0,0,0,0,0.076786747037583,0.415043698305316,0,0.00606792130473668,0.253589546316393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441423153047378,0.188618328590335,0
X601988.CH.EQUITY,0.372451429696717,0,0.000236529390050359,0,0,0,0,0,0,0,0.0953910589343398,0,0,0,0,0,0,0,0.0246075108551295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158494227180315,0,0,0,0,0,0,0,0,0,0,0,0.302637783021959,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220672339225371,0,0,0.26383575530326,-1.38777878078145e-17,0.0680181833226665,0,0,0,0.174481029156324,0,0,0,0,0,0,0,0,0,0,0.00913959972157238,0,0.114280521342236,0,0.07445536686821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601629720662233,0,0,0,0.470464915888098,0,0,1.73472347597681e-18,0.122784175164487,0,0.106552739119342,0,0,0,0,0,0,0,0.269409898221494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.227187595685631,0,0,0,0,0,0,0.079841376766972,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0.0549516858783497,0,0,0.068406142658387,0,0,-1.38777878078145e-17,0,0.126455623815268,0,0,0,0,0,0,0.264700077894305,0,0,0.115744827775163,0,-0.14653536851208,0,0,0,0,0,0,0,0,0,0,0,0.135069978793312,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205742268775017,0,0,0,0,0,0,0,-1.73472347597681e-18,0.498253841418259,-0.619583174678737,0.305787776301762,0,0,0,0.718455538707028,-0.329153597877652,0,-0.157038684893517,0,-0.423874201290674
