,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.154070974248493,0,0,0,0,0,0,-0.0283330285739698,0,0,0,0,0,0,0,0,0,0,0,0,0.0342404332994773,0.297959599992925,0.360447746146534,0.218148362545262,-0.19215601673706,0,0,-0.0442496425243557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.246472040502054,0,0,0,-0.0836571026380113,0,0,0,0,0,0,0,0.0190124903201671,0,0,0,0,0,0,0,0,0,0,0,0.119247886609264,0.223321819712215,0.0219472236236087,0,0,0,0.218579964405337,0,0.0976465725974866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.79978870467975,0,0,0,0,0,-8.67361737988404e-19,0.00100331062215111,0,-0.0394119449410344,0,0,0,0.0419145314984262,0.121119026122173,0.0503438267588503,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0361485213338919,0,0,0,0,0,0,0,0,0.0453855437246946,0,0,-1.0842021724855e-19,0,0,0,0,0,0.00491443215127207,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.90100183037898,0,-0.0834248112412959,0,0,0,0,0,0,0,0,0,0.0120851295094133,0.0305148672432673,0,0,0.149570952037798,0,0,0,0,0,0,0,0,0,0.0232924899180235,0,0,0,0,0,0,0,0,0,-0.0498051604829615,0.0125628219024063,0,0,-0.112146796144069,0,0,0.0285855942473761,0,0,0,0,-0.0361765649965546,0
X601628.CH.EQUITY,0.00840429654509528,0,0,0,0,0,0,0,0,0.278947882847711,0,0.174499291393714,0,0,0,0,0,0,0,0.296713719140041,0,0,0,0,0,0,0,0,-0.0938194472906754,0,0,0,0,0,0,0,0,0.228715560443446,0,0,0,0,0,0,0,0.08201507418898,0.295602819584481,0,0,0,0,-0.00421484665185418
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0
X601988.CH.EQUITY,0,0,0,0.00599958194986064,-0.144531523701575,0.0768072439419065,0,0.0651024442450174,0,0,0,-0.0084344954117079,0,0,0,-0.0042373608369961,0,0,0,0,-0.0506120408107924,0,-0.01854847820144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107210339155966,0,0,0,0,0,0,1.05493285679133,0.0101298335053478,0
X1299.HK.EQUITY,0,0.000970074622983337,0,0,0.121922563190051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312743024562762,-0.0327194623672014,0,0,0,0.0200672672388526,0,0,0,0.287369891513228,0,0.112478857892128,0,0,0,0,0,0,0,0.0408231293345075,0,0,0,0,0,0,0,0,0,-0.0991844908871397
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687524709553965,0,0,0,0,0,0,0,-0.0774461088172305,0.468114647966102,0.219203159749149,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.115836271476977,0,0.0804631234555479,0,0,0,0.0466104195843758,0.057452010378101,0,-0.143184906044954,0,0.0260395689761992,0,0.148306131499114,0.0108907339288088
X388.HK.EQUITY,0,0,0,0,0.209812681964038,0,0,0.12789031394572,0.108656662839909,0,0,0,0,0,0.0517869460285901,0,0,-0.296504063093685,0,0,0.0543234733045575,0,0.451705469236951,0,0,0.0288372917875816,0.292606594512976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272923625284498,0,0,0
