,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.194805661211202,0,0,0,0,0,0,0,0,0,0,-0.132133784942904,0,0.489854020957051,0.685886705821565,0.0593295280120369,0,0,-0.124272750231969,0,0,-0.0556217497491605,0,0.0668146691936857,0,0,0,0,-0.159327103918613,0,0,-0.337840465957375,0,0,0,0,0,0,0,0,0,0,-0.0247085945310117
X601318.CH.EQUITY,0,0,0,0,0,0.140410498785483,0,0,0,0,0,0,0,0,0,0,0,0,0.358917453187771,0,0,0,0,0,0,0,0,0,0.083535448368858,0,0,0,0,0,0,0,0.42286347434167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.819846550077246,0.0238796639328868,0.0159183237930535,0,0,0,0,0,0,0,0,0,0.000660910238438868,0,0,0,0.0593539261062249,0,0,0,0,0,0,0,0,0,0,0,0.0164145752855964,0.04567374328883,0,0,0,0.00528528576072083,0,0,0,0,0,0,0,0.0671261551796523,0,0,0,0.022952936474565,0,0,0
X601288.CH.EQUITY,0,0,0.922610207365371,0,0,0,-0.0678430295660893,0,0,0,0,0,0,0,0,0,0,0.116168064980807,0,0,0,0,0,0,-0.0148014704946312,0,0.0589756279642204,0,0,0,0,0,0,0,0,0,0,-0.104345422634452,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476987726916483,0
X601988.CH.EQUITY,0.0955830665266647,0,0,0,0,0,0,0,0,0,0,0,0,1.27811066556259,0,0,0,0,-0.183945525963862,0,0,0,0,0,0,0,0.101288136777043,0,0,-0.121164573492137,0,0,-0.184066192654218,0,0,-0.23049542687741,0,-0.0387069093797144,0,0,0,0.0017352063058754,0,0.0347313217126254,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.382620464288431,0,0,0,0,0,0.0167355574055417,-0.0229640948094044,0,0,0,0,0,0.136097514642431,0,0,0.0223549033965658,0,0,0,0,0,0,0,0.151438369551227,0,0,0.0750086495635399,0,0,0.186880430698489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057952466888287,0.0120543722161853
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.915163524033831,0,0,0,0,0,0,0,0,0,0.10110159418489,0,0,0,0,0,0,0,0,-0.114176620387549,0,0,0,0,0,0.0798442797414474,0,0,0,-0.0832513331443515,-0.0587142112333647,0,0,0,0.0165193691910936,0,0,0.0379822234531509,0,0.0582538123107162,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.253530985729217,0,0,0.0524471878527168,0,0,0,0,0,0,0,0,0.145062591653071,0,0,-0.18215289887977,0,0,0,0,0,0,0.205082482472159,0,0,0.148470957738182,0,0,0,0,0,0,0,0,0,0,0,0.433504526919767,0,0,0.048709475918757,0.0364834267581294,0.0993326530375387,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.115055357093393,0,0,0,0,0,0,0,0,0,0.162524526273417,0,0,0,0,0,0.249577187396131,0,0,0.206559002377694,0.163426947760966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140638545114842,0,0,-0.0555900442387591,0,0,0,0,0,0.0828918884641836,0.258620947608433
X388.HK.EQUITY,0,0,0,0,0,0,0.178002452413434,0,0,0,0,0,0,0,0,0,0,0,0,-0.157256779505711,0,0,0,0,0.400163367720679,0,0,0.0911120420698035,0.108916449692495,0,0,0,0,0,0,0,0,0,0,0,-0.0811997228419264,0,0,0,0.186197425803444,0,0,0,0,-0.197266989014918,0,0
