,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.44554920254347,0,0,0.0124257045262056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232405136145957,0,6.93889390390723e-18,0,0,0,0,0,0,6.93889390390723e-18,0,0.183683046747486,0,0.0456477022453415,-0.0135013567200797,0
X601318.CH.EQUITY,0,0,0,0,0.147959602958955,0,0.0357020652573155,0.0952017829033116,0.067559174592497,0,0.0826206754614723,0,0,0.0139811153835658,0,0,0,0,0.125521919527078,0,0.368241435427157,0,0,0,0,0,0,0.121882926231578,0,0,0,0,0,0,0,0,0,0.0414654706855542,0,0,0,0,0,0.0235992460154789,0,0,0,0,0.0141797716152659,0,0,-0.136833017525246
X601939.CH.EQUITY,0,0.0854122474312686,0,0.165733040732435,0,0,0,0,0,-0.0163915966838991,0,0,0,0,0,0,0,0,0,0.0353711744441207,0,0.844821745863681,-0.227853059510867,0.0450834853458314,0,0,0,0.04332114484181,-0.167335254152589,0,0,0,-0.01941305145748,0,-0.0434679562886146,0,0,0,-0.0307017455006885,0,0,0,-0.0871970719870218,0,0,0,0,0,0,0,0,0.0828514269267283
X601288.CH.EQUITY,0.113382898887415,0,0.0753242421731743,0,0,0.0875852866829945,0.407043302829185,0,0,0,0,0,0,0,0,0.0488232783536715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21235068951513,0,0,0,0,0,0,0.118607574416878,0
X600036.CH.EQUITY,0,0.180588265148609,0,0,0,0.0689130319094508,0.0920761832883099,0,0,0,0,0,0,0.208103963284765,0,0,0,0,0,0,0,0,0,0,0.0285823609913286,0.316870358492944,0,0,0,0,0,0.0880262501001948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0646234523653321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133199596661692,0,0,0,0,0.227905902101589,0,0,-0.075986078503093,0,0,0,0,0,0,0.101789578335843,0,0,0,0.631141266656594,0,0,0,-0.0628366816005328,0,0.118638122425316,0,0,0,0,0,0,0,0,-0.0564824279873538
X601988.CH.EQUITY,0.0906264307826982,0,0,0.229789353642502,0.335126706875385,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0255360157711117,0,0,0,0,0,0,0,0.120357972618085,0.0665763223086089,0,0,0,-0.0229312950638888,0,0,0,0,0.176770412253511,0,0,0,-0.161197408806614,0,0,0,0,0,0,0,0.203423777293833,0,-4.33680868994202e-19
X1299.HK.EQUITY,0,0,0,-0.0455031227188321,0,0,0,0,0,0.139298898866934,0,0,0,-0.169782914887351,0,0,0,0,0,0,0,0,0,0,0,0,0.239678909125852,0,0.0187598473844364,0,0,0,0,0,0,0,0,0,0,0.097976465615729,0.128375850748149,0.0625044824273575,6.93889390390723e-18,0.0745644603094779,0,0.0265090296355734,0.171548864584034,0,0.139058595034345,0,0,0
X5.HK.EQUITY,0,0.0170424450193757,0,0,0,0,0,0,0,0,0,0,0,0,0.0967125505835913,0,0,0,0,0,0,0,0.0557154935106116,0,0,0,0.122717464462482,0,0.618147235431705,0,0.0336796597707486,0.135976189857588,0,0,0,0,0,0,0,0,-0.111752134929644,0.0919837765970456,0.18939025088048,0,0,0,0.106757102202603,0,0.182339536786143,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.056614357124914,0,0,0,0,0,0.00810935095813082,0,0,0,0,0,-0.160545979727167,0,0,0.446503376127723,0,0.130236353690191,0,0,0,0.247849376725948,0,0,0.181219329572289,0.197139367232898,0,0,0,0,0.230918837022918,0,0,1.73472347597681e-18,0,0.0144192757167213,0,-0.379815667788016,0,3.46944695195361e-18,0,0,0,0.0530792717132911,0
