,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.357244734143235,0.078638442703967,0.116495400553977,0,0,0,0,0,0,0.213871540634437,0,0,0,0,0,0,0,0,0,0,0,-0.0365701434382446,0.0288897327615312,0,0,0,0,0,0,0.0146100719300771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329368423580925,0,0,0,0.0211484099502028,0.158962913795324,0
X601939.CH.EQUITY,0.396347485504444,0,0,0.186441080022726,0,0,0,0,-0.0372833045818363,0,0.143196221923788,0,0,0,-0.0803422581551189,0,0,0,0,0,0,0,0,0.17853459462285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598854663723007,0,0,0,0.0969412372053005,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.37707585836034,0,0,0,0.214148613405856,0,0,0,0,0,0,0,0,0.146975947283864,0,0,0,0,-8.67361737988404e-19,0.0914205086204146,0.0343313144962765,0,0,0,0,0,0,0,0,0,0,0,0.0843402592706223,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.535062752080026,0,0,0,0,0,0.268496731082445,0,0,0,0,0,0.0912501988684798,0.110719304981373,0,0,0,0.0325623801645298,0,0,0,0,0,0.0788520800958437,0,0,0,0,0,0,0,0,-0.53872079134462,0,0,0,0,0,0,0,0.176713426524209,0,-0.0588478709409262,-0.0828729009894209,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0453335613819803,0,-0.036959601150115,0,0,0,0,0,0,0.286364588234508,-0.0497750020875296,0,0,0,0.0710647847289258,0,0,0,0,0.175753046731658,0.0114384718735373,0,0,0,0,0,0,0,0,0.208542062158225,0,0,0,0,0,0,0,0.109872238699954,0.00663158652838448,0.0865567229203256,0,0,0,0.074963538152649,0,0.0614110968723124,0,0,-0.0391720618290122,0
X1299.HK.EQUITY,0,0,0,0,0.0353274635920018,0,0,0,0,0,0.0348056460888507,0,0,0.187237900147951,0,0,0.0341612092228389,0.502059262729789,0,0,0,0,0.115531990550911,0,0,0,0,0,0,0.0173686409947351,0,0,0,0,0,0,0,0,0,0.0849995733279379,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15228635835237,0,-0.179451572913819,0,0,0,0,0,0.508407049871045,0,-0.251572754060429,0,0,0.745335880768225,0,0,0,0,0,0,0,0,0,0.403586120136989,0,0,0,0,0,0,-0.264361313697726,0,0,0,0,0,0.0164349592937569,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.130761763773701,0,0,0,0.00502838264127674,0,0,0,0,0.36809015579816,0,0,0,0,0,0,0,0,0,0,0,0.0300207592158383,0,0,0.0741465724132545,0,0,0,0,0.247531450156193,0.0491748909932798,0,0,0,0,0.039064431061778,0,0,0.165099990337198,-0.0276910085071227
X601658.CH.Equity,0,0,0,0.150352384642159,0.147168578387443,0,0,0,0,0,0,0,0,0.128477515352691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168872565249592,0,0,0,0,0,0,0,0,0.214407922379937,0,0,0,0,0,0,0,0,0,0,0.334559208924528,0,0,0
X601328.CH.EQUITY,0.0645920829137002,0,0,0.577914671852759,0,0,0,0,0,-0.0225721876381991,0,0,0.0319393736036633,0,0.0258754933968191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042000076809537,0.123879215585914,0,0,0,0.0944853072684378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117702600331472,0,0
