,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.143969150132584,0,0.0166214271642164,0,0,0,0,0,0,0.28304097775204,0.24448472496774,0,0,0,-0.0962300441613572,0,0,0.0178918974052594,0,0,0,0,0,0,0,0,0,0,0,0,0.26529245408303,0.0253064218947224,0,0,0,0,0,0.0408381236435498,0,0,0.0614827632174135,0,6.93889390390723e-18,0,0.0203414475691365,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103096558595586,0,0,0.261920552151352,0,0,0.372948030809111,0,0,0,0.128649407845367,0,0,0.0383102021704696,-0.0158472064047263,0,0,0,0,0,0,0,0,0,0,0,0,0.0764515356508683,0,0,0,0,0,-0.259359193181008,0,0.0233597321924961,0,0.104863288602521,0,0,0,0,0.0514542950936306,0,0,0
X601939.CH.EQUITY,0.4739856537012,0,0,0,0,0.184215027535876,0,0,0,0,0,0,0,0.0612311087823415,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370525102984855,-0.115388003072035,0,0,0.0490442739246168,0,0,-0.0446118459238107,0,0,0,0,0
X601288.CH.EQUITY,0.565644720108148,0,0.130008558082805,0,0.125542730832917,0.069770890678382,0,0,0.0238385036746414,0,0,0,0,-0.0529771982864119,0,-0.0294277044667447,0,0,-0.038727537878389,0,0,0,0,0,0,0,0.0583466798651256,0,0,0,0,0,0,0,0,0.051356181579414,0,0.0269484505257905,0.211019447204037,0,0,0,0,0,0,0.0201279776212663,0,0,0,0,0
X5.HK.EQUITY,0,0,0.208587213424293,0.056828149269309,0,0,0,-0.119943096887877,0,0,0.103064414307297,0.215712541943982,0,0,0,0,0,0.653519687987163,0,0,0,0,-0.116635195787451,0.0297840332207409,0,0,-0.154616996040334,0,0,0,0,0,0,0,0,0.0279059769419943,0,0,0,0,0,0,0,0,0,0.181296552829858,0,0,0,0,0
X601988.CH.EQUITY,0.088345042922365,0,0.151622129094223,0.142395634761949,0,0,0,0,0.128250662858197,0.0975140382536465,0.168955544368488,0,-0.303681253307254,0,0,0,0,0,0,-0.0581217879060549,0,0.259867218269188,0,0,0,0,0.111194718842011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162475535711246,0,0,0,0.00718142034198029,0.0222824236477648,0.00957284164232768
X600036.CH.EQUITY,0,0.111108278426365,0,0,0,0,0,0,0,0,0,0.157360528296148,0,0.101471747100611,0,0.248142204626826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197646514458765,0,0,0,0,0,0,0.0393343044610355,0.0358155882382661,0,0,0,0,0,0.106287663488223,0,0,0.0457510991352987,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.129112478091299,0,0,0,0,-0.0165903687086784,0,-0.0323905850201206,0,0,0.225676603672912,0.259458059253579,0.197262955590024,0,0,0,0,0,0,0,0.095791820714573,0,0,0.0238158266226027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0964452031482389,0.382202978431317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0739436878062205,0,0,0,0,0,0,0,0,0,0,0,-0.261293803710757,0,0.0684695833404692,0,0,0,0,0,0,0,0.242406681815201,0,0,-0.0685834998979681,0.14614122963838,0,0,0,0.02757188920408,0.148587135947569
X601166.CH.EQUITY,0.168409183410401,0,0,0,0,0.124204215865092,0.155174339606214,0,0,0,0,0,0,0.136999491754668,0,0.492514272058573,0,0,0,0,0,0,0,0,0.10319596510528,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346564031406489
X601328.CH.EQUITY,0.0461061328795019,0,0,0,0.0720430573769318,0.00537337051648948,0,0,0,0.0202854114255822,0,0.27692218916064,0,0,0,0,0,0,-0.145758917831791,0.0551296582727333,0.185070458830741,0.056802598942202,0,0,0.0885208866464276,0,0,0,0,0,0,0,0.00369937631497701,0,0,0,0,0,0,0,0.0907553710860463,0,0.238202666824953,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.229841387193318,0,0,0,0.43187327848271,0,0,0.0443494641993098,0,-0.0637545722652134,0,0,0,0,0,0,0,0,0,0,0,0.187967128857903,-0.0325493071427475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407125141303955,0.194219591183693,0.0147417228082521,0,0.0259270434636962
X000002.CH.EQUITY,0,0,0,0,0,-0.0844478523828824,0,0,0,0,0,0,0,0,0,0,0.284013405269884,0,0,0,0,0,0.0520002077675614,0,0,0.0219192864997545,0.0354221442214147,0,0,0.365723625332907,0,0,0,0.247952647802541,0,0,0,-0.0378051680647147,0,0.0169508327485295,0,0.0392705809348166,0,0,0.125417799358841,0,0,0.0569698742128899,0,0,-0.0213811157645618
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0121820867706031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933175919883763,0,0,0,0,0,-0.0532789240090308,0.1977579944034,0,0.208548481026913,0,0,0.121676081378842,0.287599557137294,0,0,0,0,0,0,0,0.15529011301628,0.226564871179764,0,-0.0991994948370364,0
X16.HK.EQUITY,0,0,0,0.214608465100814,0,0,0,0.241302671105699,0,0,0,0,0,0,0,0,0.110982359388258,0.21454542933148,0,0,0,0,0,0.168802768695696,0,0,0.0334742781132798,0,0.0754068256421879,0.0734582337446431,0.0485473701520046,0,-0.0904540757654247,0,0,0,0,0,0,0,0,0.168230939293852,0,0,0,0,0,0,0,0,0.0941336311062732
X601601.CH.EQUITY,0,0,0,0,-0.0427312986676577,-0.255607175140195,0.202254016331735,0,0.232650175070534,0.390782337749824,0,0,0,0,0,0,0.187633713161199,0,0.26213225537185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688168671183066,0,0,0.256810240120732,0,0,0,0,0,-0.0483828895929417,-0.152924082960942,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.30760052891859,0,0,0,0,0,0,0.043347191667272,0.131024659029185,0,0,-0.0296152384029576,0,0,0,-0.131727014526302,0,0,0,0,0,0,0,0.272309101520613,0,0,0,0,0,0,-0.366075354645165,0,0,0,0.309256969864487,0,0.191753858776842,0,-0.0992609140650023,0,0,0,-0.0348423698621634,0
X11.HK.EQUITY,0,0,0,0,0.284576652345012,0,0,0.339547432198165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184013221344069,0,-0.095912536831575,0,0,0,0,0,0.163677576825968,0,0,0,0,0,0,-0.104218347056576,-0.131196723020534,0,0,0,0,0,0,0,0,0,0,0
